"Station_id","year","min_date","max_date","avg_salinity (ppt)","std_deviation_salinity (ppt)","min_salinity (ppt)","max_salinity (ppt)","avg_adj_water_elev_datum(ft)","std_deviation_adj_water_elev_datum(ft)","min_adj_water_elev_datum(ft)","max_adj_water_elev_datum(ft)","avg_adj_water_elev_to_marsh(ft)","std_deviation_adj_water_elev_to_marsh (ft)","min_adj_water_elev_to_marsh(ft)","max_adj_water_elev_to_marsh(ft)","avg_water_temperature (C DegC)","std_deviation_water_temperature (C DegC)","min_temperature (C DegC)","max_temperature (C DegC)","percent_salinity_complete","percent_water_level_complete","GEOID",
"BA02-56","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.836406392289419","0.577977455813802","0.14","3.34","1.34316701647639","0.46263557140244","-0.32","2.92","0.182892162609932","0.462956832751461","-1.48","1.76","22.8443127762781","6.54563631423494","8.66","34.04","100","92.20319","GEOID99   ",
"BA02-57","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.19579740364738","1.89339554987166","0.36","14.9","1.17002617021878","0.510101492084219","-0.72","2.58","0.339905783471166","0.510223721444603","-1.55","1.75","22.9523542405693","6.36666690921937","6.19","34.35","93.19634","87.23744","GEOID99   ",
"BA03C-16","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.12036187239331","0.981645540735881","0.16","5.18","1.18231199674959","0.5028359712101","-0.57","2.82","0.202001703434358","0.503077346025089","-1.55","1.84","22.3831449795531","7.07671556916358","6.42","34.62","100","93.81279","GEOID99   ",
"BA03C-60","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.597243308094659","0.38551484725037","0.17","4.34","","","","","","","","","23.5540676336192","6.37611080668029","8.79","34.26","93.83562","0","GEOID99   ",
"BA03C-61","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.30469281066922","1.32960748943513","0.22","5.65","1.05802828721532","0.564376062711267","-0.69","2.8","0.827999273728493","0.564424395135059","-0.92","2.57","22.6370321454578","6.10008925009186","8.02","32.03","63.73288","94.42922","GEOID99   ",
"BA04-07","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","10.1881780790276","5.26408083542097","1.27","19.77","1.21727864644544","0.583458097319322","-0.93","3.32","0.317075288003656","0.583665617348523","-1.83","2.42","23.080066212726","6.70898199402669","4.33","35.55","100","99.9201","",
"BA04-10","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","8.80442194787658","3.97811820311865","1.61","19.74","1.6254820531363","0.50333449553355","-0.49","3.43","0.0954820538846835","0.503334495292289","-2.02","1.9","24.125851555385","6.38522366367598","6.71","36.24","79.4863","87.14612","",
"BA04-17","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","7.72113496593381","4.39039887615345","0.84","18.77","1.35240924484936","0.498745584873954","-0.84","3.11","0.0324092456290728","0.498745584401177","-2.16","1.79","24.126914511677","6.38349546257684","4.94","35.85","87.2032","77.04338","",
"BA04-55","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","9.14876693972086","3.18000525304673","2.83","17.54","1.71514830387508","0.572678981050298","-0.58","3.87","0.615114406252406","0.572732315999714","-1.68","2.77","24.6572302198679","6.26223981267359","8.28","35.02","80.82192","80.82192","",
"BA04-56","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","11.5230420234159","4.47922123077057","4.19","20.62","1.18543869689132","0.7215946048118","-1.66","3.73","-0.234561302391862","0.721594605561751","-3.08","2.31","22.9250207865549","6.68061087586379","8.2","34.81","98.88128","98.88128","",
"BS08-09","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","3.42866077917843","1.35095573784938","0.5","7.1","0.614519098950842","0.573366234571468","-0.52","2.94","-0.506183491806953","0.573471491363978","-1.64","1.82","22.7170299708534","7.35986796782638","5.36","37.27","67.16895","66.94064","",
"BS08-13","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","6.13129387650888","2.9088197369893","0.31","15.89","","","","","","","","","22.8640765471202","6.75104094527051","0.62","35.14","97.57991","0","",
"BS08-30","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","0.769827069898726","0.56269866525548","-0.24","2.81","","","","","24.0419971364757","7.03059406484196","2.9","40","0","87.7968","",
"BS08-31","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","0.706520202245188","0.469223498545881","0","2.71","","","","","22.0160447283601","5.71122500426693","5.2","36.1","0","80.79909","",
"CRMS0002-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","6.72651437666537","1.82045368156929","0.9","16.15","0.885814143082183","0.644178568363746","-0.45","4.12","0.443603740145917","0.644379849628126","-0.9","3.68","22.2464204284753","7.51980152930628","-2.17","40.02","98.44749","97.65982","GEOID99   ",
"CRMS0003-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","19.3605572056841","5.23118511099954","4.04","32.51","0.823748571912839","0.812507627821434","-1.73","4.49","-0.538875313560374","0.812553738401722","-3.09","3.12","22.0208186791297","6.76295964679868","3.16","34.24","99.97717","99.97717","GEOID99   ",
"CRMS0006-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","4.70090603603999","1.10393847658346","1.71","8.15","1.25158420690651","0.562778759686127","0.29","3.74","0.0762452107529784","0.563089931500357","-0.88","2.56","23.9818730527772","7.06701566982374","5.4","38.9","67.91096","68.5274","GEOID99   ",
"CRMS0008-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.66165482289358","0.548290401963236","0.35","3.18","0.452459351897355","0.548570465908522","-0.86","1.97","","","","","0","94.7831","GEOID99   ",
"CRMS0030-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","3.23242860634602","0.953755759546764","0.15","5.85","1.06227935734596","0.634638557712488","-0.03","3.3","-0.0677206419161961","0.634638557108619","-1.16","2.17","22.1032005498132","7.37631810952542","0.05","38.32","95.93607","93.90411","GEOID99   ",
"CRMS0033-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","3.44750872418036","0.93102040456712","0.53","6.37","1.01400183197752","0.630828700037583","-0.06","2.96","0.0835135488624968","0.631189943948602","-0.99","2.03","22.922262576741","7.57424045373566","1.35","40.36","88.34475","87.2032","GEOID99   ",
"CRMS0034-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.89191288648702","0.950080094262678","0.08","5.08","1.04483095808636","0.64282443898837","-0.11","3.68","0.0604974645725435","0.643077048624634","-1.09","2.69","22.514693734631","7.657710714539","0.19","38.98","95.6621","94.54338","GEOID99   ",
"CRMS0035-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.462435351659429","0.939559315838698","0","12.44","0.9001769496272","0.925032546376102","-1.23","4.69","-0.354125014122644","0.925073042661379","-2.48","3.43","21.5460987696962","6.84731371252819","-0.59","35.51","99.32648","99.34931","GEOID99   ",
"CRMS0038-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.513477612154218","0.437699569467955","0.01","2.77","1.11936746573929","0.763782028549248","-0.77","3.01","0.359279072643457","0.763859067186975","-1.53","2.25","22.1002168515342","6.78497484181365","5.11","37.48","99.42923","99.44064","GEOID99   ",
"CRMS0039-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.376761946048987","0.15311477237903","0.11","1.13","1.63253319345216","0.339750944479746","1.18","2.88","0.684605281356998","0.339746919785085","0.23","1.93","19.4280830735266","5.74029608393392","5.08","32.63","79.07534","78.2306","GEOID99   ",
"CRMS0046-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.26563707419642","0.322806780557876","0.01","2.63","0.858670652457174","0.75027653133852","-0.98","3.07","-0.351393743882319","0.750269546928618","-2.19","1.86","22.040881194807","6.85258869605065","0.39","36.38","99.26941","99.26941","GEOID99   ",
"CRMS0047-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.929301968648417","0.501391205032956","0.1","3.1","1.11607744902327","0.693289468642888","-0.42","2.76","0.22500139606053","0.693351568664047","-1.31","1.869","21.9461980372218","6.7611695108085","1.72","37.3","96.81507","98.1621","GEOID99   ",
"CRMS0056-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.10646732443591","0.659445059796342","0.27","3.28","1.35575091025384","0.452435424122329","0.06","2.84","0.517055892823932","0.452391971685145","-0.78","2","19.5576901046564","6.11243799217009","5.85","36.04","82.46576","93.94977","GEOID99   ",
"CRMS0058-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.52419862929545","0.341901522960323","0.62","2.93","0.444198629988536","0.34190152411501","-0.46","1.85","","","","","0","100","GEOID99   ",
"CRMS0059-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.00559117225123","0.70166105022905","-0.49","2.47","0.0555035903159823","0.701752994717377","-1.44","1.52","","","","","0","65.17123","GEOID99   ",
"CRMS0061-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.402227294959242","0.460935954534322","0","2.6","0.96060969905889","0.750145318691058","-0.97","2.85","0.0907950125471886","0.750120851488121","-1.84","1.98","22.5710471872717","6.84243460544414","2.11","37","100","99.79452","GEOID99   ",
"CRMS0063-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.548542087371797","0.318224962489633","0.1","1.7","1.19778501762215","0.719179808712243","-1.24","2.84","0.427785020283481","0.719179811200216","-2.01","2.07","21.2216714219228","6.39814205476839","7.3","33.1","85.03425","99.82877","GEOID99   ",
"CRMS0065-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.51092903056241","0.517548633041317","0.35","3.19","0.42092902943507","0.517548630960552","-0.74","2.1","","","","","0","90.55936","GEOID99   ",
"CRMS0086-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.20235503164664","2.07188983568199","0","11.44","1.0210299675807","1.19198310577489","-1.46","5.86","-0.0475714781472047","1.19247492639735","-2.53","4.79","21.6296674695618","6.73597147765829","0.85","35.41","99.61187","99.41781","GEOID99   ",
"CRMS0089-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.41559995290133","0.513023627238045","0.25","2.84","0.883486698819778","0.513077451952871","-0.28","2.3","","","","","0","99.98859","GEOID99   ",
"CRMS0090-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.43032246253276","0.399050241127577","0.36","2.71","1.21032246232307","0.399050240278164","0.14","2.49","","","","","0","94.16666","GEOID99   ",
"CRMS0097-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.582782091007025","0.326240132089694","0.07","2.11","1.12021461180114","0.783520543327865","-1.47","2.94","0.122783104670085","0.784491616283761","-2.47","1.94","22.2632431465741","6.75052725293407","7.1","36.69","99.95434","100","GEOID99   ",
"CRMS0103-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.884128900028412","0.787424207829194","0","4.71","1.16194579898048","0.759283897611321","-0.43","3.18","-0.0965437962348969","0.760000868745178","-1.69","1.92","21.7533977370152","7.5523993916139","0","36.53","88.91553","88.88128","GEOID99   ",
"CRMS0108-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","13.6741850463156","3.6099021330683","4.92","21.36","0.680958856073841","0.790573060925939","-1.01","5.24","-0.277509297671378","0.791049688594147","-1.97","4.28","22.3730528541169","6.6860848836505","0.8","35.07","94.76028","98.21918","GEOID99   ",
"CRMS0114-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.19459170804189","0.483324085788247","0.03","3.41","-0.275408289291484","0.483324085815125","-1.44","1.94","","","","","0","91.9863","GEOID99   ",
"CRMS0115-H01","2009","4/9/2009 3:00:00 PM","12/31/2009 11:00:00 PM","0.543867732442727","0.39355619558068","0.18","2.23","1.15292293174901","0.564929632112522","-0.03","3.43","","","","","24.9682136683626","6.82175759301811","6.21","40.77","72.84247","72.87671","GEOID99   ",
"CRMS0115-M01","2009","4/9/2009 3:00:00 PM","12/31/2009 11:00:00 PM","3.13091370433493","1.05066273911201","0.24","4.81","1.1239240745484","0.557441277998064","0","2.79","-0.0500406420832737","0.568554430554637","-1.06","1.6","23.5325085035035","3.6106147994064","12.2","26.95","44.97717","58.93835","GEOID99   ",
"CRMS0117-W01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","","","","","1.33498909656778","0.474473816482617","0.12","3.1","0.0459871611890903","0.474419247339117","-1.17","1.81","","","","","0","94.24658","GEOID99   ",
"CRMS0118-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.356909436857682","0.258575657273211","-0.03","3.65","1.5367871092092","0.775163494264129","0.1","7.95","-0.280806776384851","0.775517453279815","-1.72","6.13","20.4219227276379","7.11057369579608","2.9","34.59","95.92466","96.35845","GEOID99   ",
"CRMS0119-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","9.7046508532006","6.27213701290597","0.58","25.07","0.933298139959669","0.640388946209582","-0.01","4.79","-0.497186136671182","0.640567804781554","-1.44","3.36","21.9057525747323","6.47912994533007","4.36","36.77","51.9863","49.73744","GEOID99   ",
"CRMS0120-H01","2009","8/18/2009 10:00:00 AM","12/31/2009 11:00:00 PM","0.762560910097024","0.228073550527526","0.12","1.7","1.60103910206855","0.310039048221709","1.18","3.03","-0.218687734166065","0.310070424615058","-0.64","1.21","21.8600774433061","7.46298259096088","0.07","37.27","21.08448","21.31279","GEOID99   ",
"CRMS0120-W01","2009","1/1/2009 12:00:00 AM","8/18/2009 9:00:00 AM","","","","","1.03266099395903","0.335290588836947","0.61","2.69","-0.787339001873628","0.335290588948668","-1.21","0.87","","","","","0","28.18493","GEOID99   ",
"CRMS0121-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.59660387089791","1.88404187632428","0.3","10.5","0.96591968198589","0.641042703261186","-0.38","4.7","-0.075285572325046","0.6411619418625","-1.421","3.659","23.1008186018707","6.76142295861525","2.04","37.5","92.10046","92.10046","GEOID99   ",
"CRMS0125-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.9948809775163","1.18241022640887","0.19","4.67","1.23892639501241","0.538543837081395","0.49","3.62","0.0504278016319884","0.538911205368921","-0.7","2.44","22.3857043290247","5.7956848108751","5.44","38","71.44978","97.39726","GEOID99   ",
"CRMS0128-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.781977016805249","0.231453918405958","0.08","1.45","1.08270663012267","0.490654137817963","0.47","2.94","","","","","20.5759628947613","5.8147839754304","4.87","33.9","82.45434","82.45434","GEOID99   ",
"CRMS0128-M01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.25131921225525","0.247697495445673","0.33","1.71","1.08273331340216","0.49068286964858","0.47","2.94","0.087666112903025","0.427547611909163","-0.64","1.81","19.983650337686","3.69127492217942","13.5","26","82.46576","82.44292","GEOID99   ",
"CRMS0129-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","7.45590170630856","5.05759463971475","0.17","26.51","1.11774482676634","0.754870566350093","-0.08","7.67","-0.0846803739668903","0.755156025964421","-1.28","6.47","22.5258748873392","6.505642876423","3.4","36.4","87.10046","86.60959","GEOID99   ",
"CRMS0131-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.69212484249909","1.51418704154746","0.52","6.84","0.845913359406399","0.631684564222789","-0.45","4.47","-0.496631838061811","0.631732706338","-1.79","3.13","23.1154840560812","6.78725063475951","8.29","35.68","99.121","97.23744","GEOID99   ",
"CRMS0132-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","4.24484246513343","1.69188926113195","1.14","8.45","0.986618720660343","0.675661265798967","-0.92","4.89","-0.132811643832393","0.675889255330235","-2.04","3.77","23.0258207737039","6.80910763052577","4.8","37.3","100","100","GEOID99   ",
"CRMS0135-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","3.32614233667192","2.43787727703438","0.2","11.75","0.826349097404051","0.690584199707544","-1.92","4.95","-0.0554295179787542","0.669105647947795","-2.72","4.02","22.7049325989184","6.79936784997459","5.87","36.4","99.93151","99.93151","GEOID99   ",
"CRMS0136-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","4.94206896563331","1.97064544292668","1.18","11.83","0.893102044745912","0.81134881123749","-1.58","6.11","-0.443224069465075","0.811450300865444","-2.92","4.78","23.2993819281475","6.71710911714232","8.04","34.98","95.67352","95.42238","GEOID99   ",
"CRMS0139-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.239985104128644","0.605279221989155","0.15","15.58","1.5642339497457","0.76570294535056","-0.29","4.52","0.174819655817194","0.766055387290398","-1.68","3.13","21.4612789548524","7.87871303927556","2.89","34.46","68.9726","68.99544","GEOID99   ",
"CRMS0146-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","5.05410037660721","1.95611868318186","0.59","10.98","0.943805460746594","0.72716755690893","-1.23","4.49","0.0226706479071079","0.727266091508599","-2.16","3.57","20.2077332174276","5.18695370981788","1.78","33.34","40.03425","40.13699","GEOID99   ",
"CRMS0147-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","10.3263651011321","3.22363613928593","2.1","20.8","0.735551343463976","0.846278836964042","-1.5","5.42","-0.129536526264182","0.846303082573515","-2.37","4.555","22.605507189862","6.92734527154076","2.79","36.7","99.42923","99.38356","GEOID99   ",
"CRMS0148-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","8.18918376201888","4.60561412834239","0.21","21.07","0.836845605920407","0.842912425095065","-1.03","7.66","-0.738779096833046","0.842892666661438","-2.61","6.08","22.5713250766342","7.05799767273617","2.12","35.68","79.57762","72.08904","GEOID99   ",
"CRMS0151-H01","2009","1/1/2009 12:00:00 AM","9/16/2009 3:00:00 PM","0.886544223629335","1.02524648353234","0.16","14.36","","","","","","","","","21.7266328345948","7.52106114659088","5.51","33.14","70.85616","0","GEOID99   ",
"CRMS0153-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.59073524385817","2.4412922299634","0.16","25.81","2.01746774634204","0.710522648329646","-0.39","4.43","1.85051603912087","0.710549921221991","-0.55","4.27","21.315889946959","7.27500265121954","5.61","32.72","99.98859","99.98859","GEOID99   ",
"CRMS0154-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.534581811779011","0.483769224872045","0.15","3.35","2.19697975257762","0.564429700306572","0.62","4.09","0.174546962937447","0.564818394622393","-1.4","2.07","21.3959674755284","7.989571951918","6.07","33","68.78996","68.78996","GEOID99   ",
"CRMS0156-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.454089041610491","0.53760082825755","0.13","9.68","2.04431620870321","0.637222189140172","-0.16","5.73","0.346044520108608","0.637529450016773","-1.85","4.03","18.7016369847947","8.22556693066462","5.67","31.6","100","100","GEOID99   ",
"CRMS0157-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.434237773952486","0.410308017193496","0.14","2.02","2.61432348844005","0.597245443691432","1.06","5.69","0.866176739333781","0.597354853952296","-0.69","3.94","19.5934486291996","7.88057823841683","2.9","33.71","99.66895","99.72603","GEOID99   ",
"CRMS0159-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.475166114954143","0.656831242504766","0.14","14.44","1.75850570706255","0.631291662926284","-0.28","4.25","0.358499999352854","0.631296051859789","-1.68","2.85","18.8645810393982","8.17379706393245","5.2","33.06","99.98859","100","GEOID99   ",
"CRMS0161-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.98519741137409","4.19570492381148","0.05","29.92","1.54408784975698","0.734266145836947","-0.74","4.92","0.849966991928302","0.734507361377967","-1.43","4.22","21.233877107851","7.22295420715545","6.27","32.27","89.92009","89.92009","GEOID99   ",
"CRMS0162-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.477141364043232","0.640253452969244","0.14","13.67","","","","","","","","","19.572195685037","7.65568766216582","0.97","33.37","98.27626","0","GEOID99   ",
"CRMS0163-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","0.516087784111825","1.08541631158717","0.09","17.42","1.55291014838632","0.587621580194863","-0.28","3.85","0.31563877136741","0.587902029536153","-1.52","2.62","19.6312010476328","8.06158753580493","4.54","34.09","89.98859","99.98859","GEOID99   ",
"CRMS0164-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","19.6751665607282","3.17579247914172","10.43","26.37","1.09990208939407","0.554786941499141","-0.6","3.54","0.167627462612382","0.555080036107134","-1.53","2.61","23.7713265639348","6.19594373120025","6.56","36.85","95.60502","95.60502","GEOID99   ",
"CRMS0171-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","16.1731901281604","6.099750433852","3.51","33.89","1.33202000288967","0.64294065014359","-0.19","4.37","0.0516417565920225","0.6432476379129","-1.47","3.09","22.9822833703552","6.47990617267364","2.77","37.13","99.90868","99.29224","GEOID99   ",
"CRMS0172-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","15.4640558376433","4.92415088921322","3.93","32.08","1.38360396817792","0.604080655121368","0.15","3.71","0.212308979614042","0.604411957040276","-1.02","2.54","23.0934757094229","6.62499017949088","0.76","36.86","95.27397","95.46804","GEOID99   ",
"CRMS0173-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","12.3913745376762","4.16592050829222","5.56","21.3","1.22740329427831","0.656332024600799","-0.44","3.83","0.287170736766081","0.656573068593245","-1.38","2.89","22.9546826441606","6.72601614282505","0.32","35.77","98.08219","97.68265","GEOID99   ",
"CRMS0174-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","13.4048636046719","4.67145000491342","2.99","29.2","1.25611308346136","0.660194608900555","-0.43","3.62","0.264894175590254","0.660383117793514","-1.42","2.63","22.9629200944209","6.77806296691285","0.39","37.06","97.5","73.89269","GEOID99   ",
"CRMS0175-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","15.1720443027118","4.48334836354663","3.25","25.8","1.20895062341029","0.649598589946032","-0.91","3.35","0.176950624653909","0.649598591164962","-1.942","2.318","22.4721272170522","6.64347248239418","3.63","36.36","92.24886","92.24886","GEOID99   ",
"CRMS0176-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","13.3426784061229","4.62774378671751","2.87","26.65","1.31405695535053","0.689044010056497","-0.91","3.91","-0.149522642096518","0.689325025129427","-2.37","2.45","23.2550524731737","6.49848637753934","6.83","34.95","97.89954","97.80822","GEOID99   ",
"CRMS0178-H01","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","15.667041362469","4.53431847553876","0.89","32.8","0.847399153845533","0.62242864425383","-1.27","2.93","-0.317600845592549","0.622428644575169","-2.435","1.765","22.7931014312738","6.49626721415204","6.98","34.84","99.93151","99.89726","GEOID99   ",
