"Station_id","year","min_date","max_date","avg_salinity (ppt)","std_deviation_salinity (ppt)","min_salinity (ppt)","max_salinity (ppt)","avg_adj_water_elev_datum(ft)","std_deviation_adj_water_elev_datum(ft)","min_adj_water_elev_datum(ft)","max_adj_water_elev_datum(ft)","avg_adj_water_elev_to_marsh(ft)","std_deviation_adj_water_elev_to_marsh (ft)","min_adj_water_elev_to_marsh(ft)","max_adj_water_elev_to_marsh(ft)","avg_water_temperature (C DegC)","std_deviation_water_temperature (C DegC)","min_temperature (C DegC)","max_temperature (C DegC)","percent_salinity_complete","percent_water_level_complete","GEOID",
"BA02-56","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.786883667630589","0.63598966059461","0.18","6.2","1.2056595981642","0.604054003173198","-0.72","3.05","0.045303151704862","0.604357658158606","-1.88","1.89","21.9424618886603","7.81418712509144","2.53","34.02","99.60046","99.60046","GEOID99   ",
"BA02-57","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.42701940499416","1.19877704880891","0.32","9.65","1.14353384268714","0.612644687099489","-0.86","3.18","0.313352272273851","0.61282668223464","-1.69","2.35","22.0947477209786","7.73108290734692","2.85","33.99","100","92.42009","GEOID99   ",
"BA03C-16","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.466447082496707","0.421598978556297","0.15","3.07","0.618214692870105","0.439372053355255","-0.51","1.57","-0.361785306482174","0.43937205376446","-1.49","0.59","20.032339306397","8.82768006455004","3.08","33.41","99.98859","29.98858","GEOID99   ",
"BA03C-60","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.784502281581974","0.769208445999978","0.19","7.4","","","","","","","","","22.2404680375367","8.00587692545887","1.75","36","100","0","GEOID99   ",
"BA03C-61","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.7992909864721","1.85328940414134","0.21","8.43","0.971430893721758","0.581383365150437","-0.69","2.85","0.741443553689595","0.581389429593492","-0.92","2.62","22.6241858470548","7.99154052754356","2.27","37.39","97.40868","98.28767","GEOID99   ",
"BA04-07","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","6.99127348128656","4.75593535028543","0.41","18.99","1.16480464687446","0.609563682981425","-0.93","3.03","0.264803370524843","0.609565798570621","-1.83","2.13","22.5954081026391","8.23138979362012","0","36.91","90.53653","89.40639","",
"BA04-10","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","7.7103782070218","4.65786472016298","0.84","19.81","1.39127445953248","0.595806911891442","-0.49","3.2","-0.138725538729767","0.595806912394595","-2.02","1.67","22.2007633060295","8.43967714663197","0.05","36.31","89.0411","92.16895","",
"BA04-17","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","6.17710328038342","4.84563276467938","0.33","19.43","1.089094618965","0.609617356013476","-0.83","2.93","-0.230905380015461","0.60961735628181","-2.15","1.61","22.2901535671493","8.38936343128621","0.02","36.57","92.29452","92.29452","",
"BA04-55","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","8.53471789306061","4.56686228017267","0.99","19.85","1.37929852604871","0.662223903554068","-0.89","3.34","0.279298527450841","0.66222390496583","-1.99","2.24","22.231112061744","8.4482122298331","0.14","35.61","92.26027","92.27169","",
"BA04-56","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","9.23281826236144","4.4887400783772","1.84","20.63","1.09433696154903","0.731636936404066","-1.58","3.31","-0.32566303803361","0.73163693602549","-3","1.89","22.231427518685","8.37268396033425","1.43","34.99","92.27169","92.2831","",
"BS08-09","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.1235630817823","0.687451837224969","0.21","3.49","0.779526297030712","0.62122516025299","-0.52","2.94","-0.340474863514273","0.621225747830383","-1.64","1.82","22.2859919489068","8.39442939684105","0.05","36.9","96.72375","98.32192","",
"BS08-13","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","3.39139060429101","2.75835449558445","0.22","15.04","1.41254261237786","0.67330989929266","-0.08","3.2","0.47254261295805","0.673309899327666","-1.02","2.26","21.9260304825143","8.35683129827216","0.07","35.02","96.21004","48.21918","",
"BS08-30","2010","1/1/2010 3:00:00 AM","1/29/2010 9:00:00 AM","","","","","","","","","","","","","","","","","0","0","",
"BS08-31","2010","1/1/2010 3:00:00 AM","1/29/2010 10:00:00 AM","","","","","","","","","","","","","","","","","0","0","",
"CRMS0002-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","4.24290178089459","1.71874267132158","1.55","13.62","0.740219830658411","0.592477674794816","-0.58","2.64","0.298227315035477","0.592495354425655","-1.02","2.2","21.6778817162558","8.59157478074688","0","39.25","96.81507","97.62557","GEOID99   ",
"CRMS0003-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","16.3952060715904","5.11041622213786","4.08","31.96","0.774165999950066","0.794452295764957","-1.99","2.97","-0.587949537192672","0.794540859655922","-3.35","1.61","21.6047708840953","8.2448667130764","0.02","36.97","99.98859","99.98859","GEOID99   ",
"CRMS0006-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","3.33554809190201","0.708774823079251","1.12","5.05","1.03729410109579","0.4871072742515","0.29","2.95","-0.137675029616747","0.487051739161384","-0.88","1.77","21.4129079986007","8.69560604742545","0.08","38.61","84.97717","86.90639","GEOID99   ",
"CRMS0008-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.66512671240933","0.288761137298288","1","3.25","0.456213469743371","0.288757193896654","-0.21","2.04","","","","","0","100","GEOID99   ",
"CRMS0030-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.6483569454286","0.435955985285457","0.21","2.95","1.00798550105398","0.581403980790867","-0.04","3.21","-0.122014497912654","0.581403980216245","-1.17","2.08","21.4060654228418","8.24656344782393","0.05","36.88","87.81963","89.76028","GEOID99   ",
"CRMS0033-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.75802391460735","0.507903363201794","0.29","3.84","0.979876321639995","0.55723626727317","-0.06","3.09","0.0498763229438781","0.557236268285219","-0.99","2.16","22.1258944360613","8.65865257993332","0.05","39.72","92.60275","95.99315","GEOID99   ",
"CRMS0034-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.61687700032547","0.526332266246998","0.29","3.58","0.965657334575712","0.575241784078266","-0.11","3.06","-0.0183666583192059","0.575278736872662","-1.09","2.08","21.8269635614932","8.4066064499388","0.02","38.27","89.1895","91.34703","GEOID99   ",
"CRMS0035-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.232090362225194","0.478604050810532","0.01","5.08","0.684289494433566","0.77453646164527","-1.26","2.91","-0.569726152941559","0.774500450621725","-2.51","1.66","20.9854366389562","7.89947948538297","0.93","35.02","98.78996","99.21233","GEOID99   ",
"CRMS0038-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.318210939469935","0.146916262730493","0.04","0.71","0.987251064586277","0.667268821899688","-0.77","3.06","0.227183146798912","0.667318218011055","-1.53","2.3","21.5367993084067","7.7595991577047","1.54","34.8","98.71004","99.16666","GEOID99   ",
"CRMS0039-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.268189805364079","0.0942293881676838","0.11","0.85","1.50619716646418","0.230277287827606","0.9","2.62","0.558079426429567","0.230211495712649","-0.05","1.67","19.3943201280481","7.21895104575072","1.51","31.33","85.76484","89.39497","GEOID99   ",
"CRMS0046-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.122263818849393","0.0846204699509471","0.01","1.1","0.778414167665158","0.683459160589225","-1","3","-0.431586988714653","0.683458742473329","-2.21","1.79","21.2052453067175","7.3870587086405","3.05","34.93","90.86758","98.61872","GEOID99   ",
"CRMS0047-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.483963042688497","0.149727301321916","0.1","0.9","1.00809036937653","0.651757613440637","-0.6","3","0.11709037086618","0.651757615087428","-1.491","2.109","21.3422082349495","7.37141848812179","1.1","35.1","97.59132","98.27626","GEOID99   ",
"CRMS0056-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.87985953963945","0.242547324745606","0.34","1.57","1.33973278550235","0.310453655801362","0.51","2.95","0.500735410972511","0.310477582224192","-0.32","2.11","18.7247927445343","7.41069858084495","3.78","29.41","99.96575","99.96575","GEOID99   ",
"CRMS0058-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.52994747538495","0.278247580117816","0.71","3.02","0.449947475263227","0.278247582317921","-0.37","1.94","","","","","0","99.97717","GEOID99   ",
"CRMS0059-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.22393501359732","0.326043775246468","0.4","2.72","0.273935013898682","0.326043775705288","-0.55","1.77","","","","","0","98.72147","GEOID99   ",
"CRMS0061-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.197878264828005","0.114260943658148","0","0.6","0.811811433985802","0.663521696619813","-1.08","3","-0.0575220922403615","0.663709114435438","-1.95","2.131","21.9561238682096","7.61736374792734","4.8","34.8","98.4589","98.43607","GEOID99   ",
"CRMS0063-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.270611129835859","0.1096849200434","0.1","0.6","1.12792090514175","0.613754094822846","-1.26","2.9","0.357920904770614","0.613754093255871","-2.03","2.13","20.4108926728734","7.15674028130664","1.3","31.1","99.74886","99.87443","GEOID99   ",
"CRMS0065-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.55885476127121","0.303270515995527","0.37","2.57","0.468854759407208","0.303270516002133","-0.72","1.48","","","","","0","99.97717","GEOID99   ",
"CRMS0086-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.883726121896344","1.50494258267714","0.01","7.86","0.720792375023053","0.866907598702268","-1.46","3.49","-0.347256545028121","0.866925485032407","-2.53","2.42","21.1006776966974","7.86526641694743","0.18","35.66","99.20091","99.40639","GEOID99   ",
"CRMS0089-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.44479620856147","0.337315343468797","0.55","2.98","0.912738896289676","0.337333416516494","0.02","2.45","","","","","0","99.98859","GEOID99   ",
"CRMS0090-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.43624600248218","0.273993519732721","0.76","2.9","1.21624599796455","0.273993522908533","0.54","2.68","","","","","0","99.86301","GEOID99   ",
"CRMS0097-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.31012692940685","0.0914047117476575","0.08","0.7","0.955130285508931","0.675385702047598","-1.52","2.89","-0.0398994284035904","0.675425597652903","-2.51","1.89","21.4053012432065","7.51792632210845","4.1","34.03","99.82877","99.88585","GEOID99   ",
"CRMS0103-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.452724916748378","0.323124019998259","0","1.62","1.09950251025316","0.657889861957645","-0.3","3.14","-0.157546420427959","0.657917560629809","-1.56","1.88","20.8496885521466","7.97671089415407","0.01","34.95","96.94064","97.75114","GEOID99   ",
"CRMS0108-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","10.9785009283303","3.71230843621065","4.04","18.64","0.638221832492019","0.735861425648273","-1.01","2.86","-0.318769410213861","0.735889592165719","-1.97","1.91","21.9366065273331","8.13979616105864","0.29","36.25","92.29452","97.77397","GEOID99   ",
"CRMS0114-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.21855069019887","0.407704495903946","0.47","3.12","-0.251449307884328","0.407704495668547","-1","1.65","","","","","0","99.87443","GEOID99   ",
"CRMS0115-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.39424942738708","0.165594131963011","0.15","1.08","1.06675645268172","0.601125153594229","-0.05","3.15","","","","","22.3453467259624","8.64448282927107","0.02","38.2","89.88584","91.54109","GEOID99   ",
"CRMS0115-M01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.762159379647053","0.364291402551665","0.09","1.79","1.06673194387819","0.601119648314444","-0.05","3.15","-0.176840241453488","0.388161946570906","-0.84","1.64","20.738402613387","6.2303196202535","9.73","32.69","89.81735","91.51826","GEOID99   ",
"CRMS0117-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.54862218994107","0.612736041430913","0.35","3.39","0.258622187089848","0.612736036249925","-0.94","2.1","","","","","0","99.9201","GEOID99   ",
"CRMS0118-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.498858599363004","0.365157403875006","0.12","2.78","1.5928249873351","0.61525382581048","0.18","3.57","-0.224244697577365","0.615222072120034","-1.64","1.75","20.6618585244572","8.12430019135688","1.48","35.32","58.20776","79.121","GEOID99   ",
"CRMS0119-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","5.18953173919367","2.28594305228999","1.97","12.26","0.98998730424056","0.602190890249288","0.02","3.03","-0.440012693743265","0.602190890795515","-1.41","1.6","22.3665224730342","8.21623592248664","0.11","36.89","76.79224","80.93607","GEOID99   ",
"CRMS0120-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.510446817080855","0.167059094911574","0.17","1.36","1.60606824507302","0.333769996280218","1.3","3.05","-0.210825924043938","0.333809192561418","-0.52","1.24","24.5323752909322","8.50789000048977","0.03","45.07","23.50457","39.80594","GEOID99   ",
"CRMS0121-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.05067785838204","0.804441574452533","0.2","4","0.742494034684729","0.697716433786846","-1.02","3.07","-0.29850596387379","0.697716434819122","-2.061","2.029","20.6370741111249","8.79684385476959","-0.3","37","70.73059","71.7694","GEOID99   ",
"CRMS0125-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.04426649054783","0.400807178837203","0.32","3.53","1.21949963808807","0.518882917807256","0.55","3.28","0.0315071137834","0.518875728138044","-0.64","2.09","21.4938514745709","8.48982547625765","0.02","37.99","86.52968","94.68037","GEOID99   ",
"CRMS0128-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.39776877035589","0.164668147464581","0.1","0.9","1.39165333780022","0.747124773778551","0.4","3.39","","","","","21.7853300111528","8.52683244347699","1.1","37.4","90.04566","99.90868","GEOID99   ",
"CRMS0128-M01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.585622713171055","0.138068368163649","0.2","1","1.39122801190142","0.747017445262775","0.4","3.39","0.383400990626069","0.61851856981619","-0.37","2.07","20.1896480601928","6.04430696896035","10.1","28.5","99.72603","99.93151","GEOID99   ",
"CRMS0129-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","3.72362193795419","2.8541375340689","0.34","13.7","1.01972225861404","0.632770667882093","-0.08","3.13","-0.182286125877559","0.632769217001119","-1.28","1.92","21.672424209247","8.09480176676485","0.08","38.18","83.45891","87.1347","GEOID99   ",
"CRMS0131-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.10208060134114","0.690429946719376","0.05","3.43","0.787883684461655","0.610888442802541","-0.45","2.95","-0.554144154227299","0.610880957746683","-1.79","1.61","22.5261257793618","8.1812803019094","0.03","37.11","95.74201","96.7694","GEOID99   ",
"CRMS0132-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.71148432344411","0.748531754905663","0.39","4.77","0.86811509427621","0.648812663830603","-1.02","3.1","-0.250905429945848","0.64879192250032","-2.14","1.98","21.0099505971491","8.03764646081082","0.14","35.07","87.75114","87.87672","GEOID99   ",
"CRMS0135-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.0404410926567","1.98608985046345","0.2","10","0.81701519754205","0.675599207351545","-1.74","2.96","-0.112984801876412","0.675599207427027","-2.67","2.03","21.8463032718332","8.23882097255093","0.6","35.4","99.89726","99.89726","GEOID99   ",
"CRMS0136-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.14740634232013","1.29032817842717","0.39","6.17","0.72726521210683","0.725038463594316","-1.52","2.97","-0.608802525098002","0.724991548462055","-2.86","1.63","22.1953365511337","8.18121278281211","1.09","35.77","99.3379","99.42923","GEOID99   ",
"CRMS0139-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.470730377264446","1.28462828989382","0.15","19.21","1.57747332035072","0.702575655222895","-0.28","3.56","0.18848944757927","0.702554245217743","-1.67","2.17","19.7216694289003","9.07036272822107","0.86","34.14","96.27853","96.27853","GEOID99   ",
"CRMS0146-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.93106178483101","1.93334442503838","0.28","7.25","0.766995996765882","0.671544131188232","-1.05","2.9","-0.153962264081336","0.671511776016722","-1.97","1.98","22.0854602626175","8.0754678164787","0","36.78","99.77169","99.82877","GEOID99   ",
"CRMS0147-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","5.40232485885158","3.34452870019527","0.5","20.6","0.571322262776571","0.830188077800857","-2.01","2.84","-0.293677736739863","0.830188077804623","-2.875","1.975","20.478461532383","8.77054341284407","-0.6","36.7","74.14383","74.24657","GEOID99   ",
"CRMS0148-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","3.37186624914283","2.19625659521066","0.31","12.16","0.722702137375905","0.766787970041596","-1.04","3.09","-0.85269400423313","0.767000483545521","-2.62","1.51","21.9424289157219","8.027594062452","0.7","36.89","97.80822","98.26484","GEOID99   ",
"CRMS0153-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.94002168956957","2.84194806846027","0.15","25.36","1.99864269254355","0.694999259329393","-0.08","3.85","1.8316678069315","0.694984982620665","-0.25","3.69","20.8753219181272","8.60372424904437","2.48","35.1","100","100","GEOID99   ",
"CRMS0154-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.56667293183935","0.600681272794871","0.14","3.63","2.3152343337025","0.521483811125087","0.69","3.88","0.293308270307851","0.521493398835985","-1.34","1.85","20.5216579024356","8.54199936049843","4.53","33.27","91.09589","91.09589","GEOID99   ",
"CRMS0156-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.64282420079934","0.87252484954373","0.15","9.07","2.03670205323527","0.520686864124865","0.44","3.46","0.338821917103995","0.520762374633644","-1.26","1.76","19.0834417824059","9.3077036028408","3.11","32.13","100","100","GEOID99   ",
"CRMS0157-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.436297523305424","0.348595989116923","0.11","1.27","2.61332001318901","0.479910699775337","1.24","4.06","0.865332799884652","0.479916783439282","-0.5","2.31","19.6120242006036","8.89117424761186","2.87","32.98","99.98859","99.98859","GEOID99   ",
"CRMS0159-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.595829907862563","0.701547550453936","0.15","9.43","1.74268264641569","0.578120397094295","0.2","3.45","0.342682648085049","0.578120397296832","-1.2","2.05","19.4221495389122","9.13241717826662","3.23","33.65","100","100","GEOID99   ",
"CRMS0161-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.84534360777638","3.77778263050643","0.15","27.29","1.46824771587856","0.621284461598177","-0.59","3.08","0.774277396829263","0.621265499861954","-1.28","2.38","20.3835468031772","8.50331505750428","2.64","33.39","100","100","GEOID99   ",
"CRMS0162-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.703250741560142","1.222230861691","0.15","19.31","","","","","","","","","19.8557020571678","8.7924811281797","2.11","33.84","99.97717","0","GEOID99   ",
"CRMS0163-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","0.926036676747098","1.60237765605949","0.12","18.22","1.55967416758206","0.51648096190338","0.4","3.19","0.322682840894145","0.516476921289809","-0.83","1.95","20.064661335519","8.92481517440868","3.37","33.87","75.31963","97.39726","GEOID99   ",
"CRMS0164-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","17.5507671158423","3.69699090750277","7.93","25.3","1.01029159448905","0.579950619009838","-0.61","3.05","0.0779599769736372","0.580211613471725","-1.54","2.12","22.4802320752298","7.69982560620021","0.42","36.75","99.85159","99.82877","GEOID99   ",
"CRMS0171-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","16.8446697807089","7.8149447194784","2.23","33.61","1.24173449451612","0.638056433128571","-0.19","3.2","-0.0382655051216666","0.638056433038231","-1.47","1.92","22.4839625064628","7.84476821870132","0.29","39.19","97.83105","99.57762","GEOID99   ",
"CRMS0172-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","15.3697016149444","6.69788081513453","2.78","34.21","1.32569833671112","0.596733575432439","0.15","3.21","0.154623515339847","0.596686708510927","-1.02","2.04","22.6649244357697","7.68138756373345","0.38","38.43","93.73287","96.11872","GEOID99   ",
"CRMS0173-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","11.6434064130635","5.02496269745569","3.65","22.89","1.108703250149","0.677763542029122","-0.45","3.15","0.168688104407117","0.67777920089791","-1.39","2.21","22.4178314524648","7.86531853493386","0.06","37.6","96.84932","97.97945","GEOID99   ",
"CRMS0174-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","13.4938211194025","6.17104618514485","2.48","28.12","1.26726877278327","0.665213757337538","-0.43","3.29","0.276285879810255","0.665232861644501","-1.42","2.3","22.3762436632004","8.00950978895749","0","37.38","97.51141","78.74429","GEOID99   ",
"CRMS0175-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","12.4655933792424","3.97142306682247","2.11","23.22","1.04943232286396","0.630681865090653","-0.93","3.19","0.0174323241973401","0.630681865898372","-1.962","2.158","22.3882424233129","8.17271470071944","0.13","39.06","99.94292","99.94292","GEOID99   ",
"CRMS0176-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","13.6373584541556","5.94108544934725","2.67","31.43","1.23770091225601","0.70460759874943","-0.99","3.39","-0.225420091043494","0.704660900227357","-2.45","1.93","22.4975479403587","7.79780788349286","4.52","36.77","100","100","GEOID99   ",
"CRMS0178-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","13.6338989157614","4.82458323852977","0.7","25.31","0.805150718765717","0.645373176586941","-1.23","2.86","-0.359849280934121","0.645373177490566","-2.395","1.695","22.262184570685","7.88242571672447","1","35.42","97.3516","99.97717","GEOID99   ",
"CRMS0179-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","13.1452758396918","6.04973295696595","1.76","24.88","1.05323744269203","0.710493428014182","-1.13","3.12","-0.0084840180641508","0.71035661094976","-2.19","2.06","22.2504591076746","8.28652732609249","0.09","37.37","99.94292","100","GEOID99   ",
"CRMS0181-H01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","13.9744441915335","6.54654572336235","1.64","30.45","1.11761385705153","0.651815021734015","-0.51","3.1","0.101607204271632","0.651831921001051","-1.53","2.08","22.1623927902027","8.0520023234669","0.06","37.85","98.78996","99.50913","GEOID99   ",
"CRMS0184-W01","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","","","","","1.88890182350052","0.196304134776972","1.42","2.88","1.14081735237412","0.196364185306794","0.67","2.13","12.8149428394863","0.664480925330829","11.69","14.05","0","100","GEOID99   ",
