Station_id,year,min_date,max_date,avg_salinity (ppt),std_deviation_salinity (ppt),min_salinity (ppt),max_salinity (ppt),avg_adj_water_elev_datum(ft),std_deviation_adj_water_elev_datum(ft),min_adj_water_elev_datum(ft),max_adj_water_elev_datum(ft),avg_adj_water_elev_to_marsh(ft),std_deviation_adj_water_elev_to_marsh (ft),min_adj_water_elev_to_marsh(ft),max_adj_water_elev_to_marsh(ft),avg_water_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC),percent_salinity_complete,percent_water_level_complete,GEOID
BS08-09,2019,1/1/2019 12:00:00 AM,11/19/2019 11:00:00 AM,0.31015279,0.067766202,0.2,0.6,1.267387045,0.608161634,-0.48,4.53,0.147194306,0.608138495,-1.597,3.413,23.87667146,6.86643169,7.12,34.4,87.4201,87.4201,GEOID99   
BS08-13,2019,1/1/2019 12:00:00 AM,11/20/2019 12:00:00 PM,1.017929608,0.653685438,0.04,4.57,,,,,,,,,23.92766691,6.672441537,8.75,34,88.21918,0,GEOID99   
CRMS0002-H01,2019,1/1/2019 12:00:00 AM,12/30/2019 9:00:00 AM,1.755366503,1.514073701,0.2,11.2,0.824671415,0.575870214,-0.81,3.75,0.473520106,0.575762294,-1.158,3.402,22.09699104,7.31152687,4.3,36.1,99.36073,99.36073,GEOID12A  
CRMS0003-H01,2019,1/1/2019 12:00:00 AM,12/3/2019 9:00:00 AM,9.589536159,5.802428935,0.5,24.2,0.69206418,0.708116549,-1.78,3.68,-0.162007558,0.708041813,-2.632,2.83,22.85174328,6.456668569,5.07,33.7,89.3379,92.1347,GEOID12A  
CRMS0006-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 1:00:00 PM,1.236627907,0.733546835,0.1,5.2,1.148652454,0.508948793,0.19,4.42,0.62541124,0.508841716,-0.335,3.901,23.63352675,7.301902274,5,50,88.35617,88.35617,GEOID12A  
CRMS0008-H02,2019,1/1/2019 12:00:00 AM,11/18/2019 11:00:00 AM,0.155863143,0.056730025,0,0.3,1.367303005,0.422883225,0.89,3.18,0.926183644,0.422872792,0.449,2.74,20.22544583,5.046300715,7.72,26.4,88.08219,88.08219,GEOID12A  
CRMS0030-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 10:00:00 AM,0.304551079,0.242533626,0,1.4,1.001121988,0.64246872,-1.04,4.02,0.339905062,0.642475522,-1.698,3.354,22.93382327,6.786517495,8.08,33.5,88.61872,88.61872,GEOID12A  
CRMS0033-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 12:00:00 PM,0.442727515,0.355899511,0.1,1.4,1.130880051,0.515652427,0.13,3.71,0.607595828,0.515574713,-0.391,3.187,22.26494002,6.789398902,5.7,35.6,87.55708,87.55708,GEOID12A  
CRMS0034-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 11:00:00 AM,0.283707534,0.238239775,0,1.3,1.064212704,0.614799264,-0.62,3.52,0.481020701,0.61474359,-1.208,2.933,22.45998711,6.971418786,3.28,35.1,88.36758,88.23059,GEOID12A  
CRMS0035-H01,2019,1/1/2019 12:00:00 AM,12/11/2019 10:00:00 AM,0.014879642,0.109170793,0,4.7,1.360492318,0.78675342,-1.15,3.93,0.24833168,0.786687404,-2.266,2.815,21.4458425,6.255008944,8.54,32.2,94.37215,94.37215,GEOID12A  
CRMS0038-H01,2019,1/1/2019 12:00:00 AM,11/11/2019 12:00:00 PM,0.073327594,0.043790662,0,0.15,1.311324678,0.616588448,-0.71,3.31,0.959157637,0.616569009,-1.061,2.959,22.80861836,6.130613957,5.54,33.5,86.1758,86.1758,GEOID12A  
CRMS0039-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 10:00:00 AM,0.140956439,0.054577808,0,0.2,1.724555853,0.218599215,1.38,2.59,1.514323436,0.218475022,1.174,2.378,20.20478583,5.665168395,6.62,28,93.81279,93.81279,GEOID12A  
CRMS0046-H01,2019,1/1/2019 12:00:00 AM,12/5/2019 10:00:00 AM,0.072888452,0.048989339,0,0.2,1.323231962,0.665317123,-0.82,3.7,0.377039892,0.665276688,-1.764,2.751,21.88032504,6.021995715,10.1,33.1,92.7169,92.7169,GEOID12A  
CRMS0047-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 1:00:00 PM,0.147973359,0.067602126,0,0.4,1.190936226,0.576278995,-0.25,2.87,0.278762797,0.576269118,-1.16,1.956,21.97099038,6.182317539,6.38,34.2,92.54566,92.54566,GEOID12A  
CRMS0056-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 11:00:00 AM,0.367711685,0.111936714,0.1,0.7,1.346165428,0.283693499,0.88,2.35,0.717928616,0.283677041,0.256,1.722,20.17548055,6.064837604,6.97,29.2,93.83562,73.56165,GEOID12A  
CRMS0058-H02,2019,1/1/2019 12:00:00 AM,12/5/2019 9:00:00 AM,0.143937456,0.053612374,0,0.3,1.384076677,0.291230112,0.93,3.13,0.784023299,0.291208303,0.331,2.528,21.33244275,5.743323516,6.69,29,92.7169,92.60275,GEOID12A  
CRMS0059-H02,2019,1/1/2019 12:00:00 AM,11/18/2019 10:00:00 AM,0.099648213,0.027253362,0,0.2,1.489782296,0.392984873,1.05,2.84,0.913725923,0.392954783,0.478,2.261,20.76459853,5.768047111,6.5,29.2,79.17809,79.17809,GEOID12A  
CRMS0061-H01,2019,1/1/2019 12:00:00 AM,12/31/2019 11:00:00 PM,0.087631519,0.032926014,0,0.1,,,,,,,,,25.7138185,4.36840057,13.7,33.8,48.8242,0,GEOID12A  
CRMS0063-H01,2019,1/1/2019 12:00:00 AM,12/19/2019 11:00:00 AM,0.119693753,0.040502343,0,0.2,1.238167449,0.518020598,-0.7,2.58,0.828903187,0.517946773,-1.106,2.174,21.03651025,6.000360322,8.15,30.4,92.44292,92.44292,GEOID12A  
CRMS0065-H02,2019,1/1/2019 12:00:00 AM,12/5/2019 1:00:00 PM,0.06419735,0.04683215,0,0.13,1.608362296,0.262160141,1.21,2.51,1.191236966,0.262072596,0.794,2.09,20.85025566,5.654518175,5.87,27.8,77.51142,77.51142,GEOID12A  
CRMS0086-H01,2019,1/1/2019 12:00:00 AM,12/11/2019 10:00:00 AM,0.135582437,0.361489658,0,2.5,1.639445989,1.078107355,-1.17,5.54,0.855240958,1.078077778,-1.952,4.759,21.75114068,6.359719253,7,32.6,94.37215,94.37215,GEOID12A  
CRMS0089-H02,2019,1/1/2019 12:00:00 AM,11/18/2019 11:00:00 AM,0.118456456,0.035010445,0.1,0.2,1.546222137,0.35295394,1.03,2.82,1.51295114,0.352875742,1.001,2.783,21.66995205,5.169198618,9.69,27.8,88.08219,88.08219,GEOID12A  
CRMS0090-W01,2019,1/1/2019 12:00:00 AM,12/9/2019 12:00:00 PM,,,,,1.140162997,0.447718788,0.51,2.97,1.299919353,0.447615665,0.67,3.126,23.18733981,0.391174788,22.4,23.8,0,93.84703,GEOID12A  
CRMS0097-H01,2019,1/1/2019 12:00:00 AM,11/18/2019 10:00:00 AM,0.104164616,0.030176843,0,0.2,1.324493843,0.584522024,-0.74,2.93,0.712398444,0.584460334,-1.355,2.318,22.46023721,6.1013747,9.18,32.9,88.07077,88.07077,GEOID12A  
CRMS0103-H01,2019,1/1/2019 12:00:00 AM,12/12/2019 9:00:00 AM,0.131152131,0.174510796,0,1.5,1.282436963,0.662275547,-0.87,3.48,0.508180601,0.662230654,-1.648,2.709,21.24955483,6.521162979,6.53,30.6,94.62328,94.62328,GEOID12A  
CRMS0108-H01,2019,1/1/2019 12:00:00 AM,12/3/2019 12:00:00 PM,5.186916203,3.504274108,0.6,13.6,0.683868205,0.717150571,-1.42,3.8,-0.024346364,0.717086552,-2.13,3.088,23.32324857,6.655528435,8.08,34.4,91.95206,91.9863,GEOID12A  
CRMS0114-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 1:00:00 PM,0.531872069,0.090261606,0.3,0.9,0.966974281,0.62793179,-0.75,3.86,0.263883358,0.627854221,-1.456,3.155,23.5041794,6.726355605,6.15,35.9,92.26027,75.45662,GEOID12A  
CRMS0115-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 1:00:00 PM,0.558049996,0.095580647,0.2,0.9,0.894203829,0.599410657,-0.2,3.83,,,,,23.97561123,6.806939032,5.1,36.8,92.26027,92.40868,GEOID12A  
CRMS0117-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 10:00:00 AM,0.419027098,0.150975916,0.1,1.1,0.897497016,0.54422865,0.07,3.84,0.098283972,0.544146883,-0.728,3.041,24.43653944,6.508108005,5.2,37.6,85.53653,86.10731,GEOID12A  
CRMS0118-H01,2019,1/1/2019 12:00:00 AM,12/16/2019 11:00:00 AM,0.358252267,0.239326078,0.1,2.2,1.531540955,0.514903601,-0.01,4.27,1.018227645,0.514906092,-0.527,3.757,23.60011948,5.878692474,9.3,32.8,66.88356,66.89498,GEOID12A  
CRMS0119-H01,2019,1/1/2019 12:00:00 AM,11/26/2019 11:00:00 AM,0.457419665,0.551900653,0.1,5.4,0.67327114,0.739526324,-0.59,4.34,-0.178833283,0.739362005,-1.441,3.483,23.23797496,6.40297861,8.4,35.4,83.83562,75.86758,GEOID12A  
CRMS0120-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 10:00:00 AM,0.803373697,0.236057241,0.2,1.45,1.185627268,0.367618395,0.87,4.07,-0.103408551,0.367526418,-0.423,2.781,21.91661943,5.860656494,4.46,30,68.8242,69.15525,GEOID12A  
CRMS0121-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 11:00:00 AM,0.47356907,0.189957371,0.1,1,0.831032299,0.632934254,-0.78,4.26,0.599884754,0.632881626,-1.007,4.03,23.59221668,6.0153239,8.2,31.2,86.19863,88.35617,GEOID12A  
CRMS0125-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 12:00:00 PM,0.832584373,0.284040102,0.3,1.5,1.148615975,0.440800317,0.45,3.93,0.460508757,0.44068503,-0.234,3.239,21.41545494,4.619003732,12.63,27.2,80.17123,80.17123,GEOID12A  
CRMS0128-W01,2019,1/1/2019 12:00:00 AM,12/9/2019 11:00:00 AM,,,,,0.901471884,0.452515099,0.01,3.82,,,,,,,,,0,85.46803,GEOID12A  
CRMS0129-H01,2019,1/1/2019 12:00:00 AM,11/26/2019 10:00:00 AM,1.011628503,1.277427512,0.1,11.3,0.598453581,0.707643469,-0.95,4.28,0.115333851,0.707384073,-1.432,3.793,21.51157731,5.961324591,7.7,31.7,80.75342,88.28767,GEOID12A  
CRMS0131-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 11:00:00 AM,0.315564608,0.068607164,0.2,0.57,0.932647286,0.627225945,-1.42,4.17,-0.156543024,0.627136841,-2.507,3.082,24.13910593,6.718451689,7.79,35.2,88.35617,88.35617,GEOID12A  
CRMS0132-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 12:00:00 PM,0.243360037,0.053180144,0.1,0.44,0.900962407,0.621053986,-1.39,3.56,0.142772252,0.62098619,-2.151,2.805,23.79662058,6.76650474,6.26,35.4,88.36758,88.36758,GEOID12A  
CRMS0135-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 11:00:00 AM,0.773467287,0.376616023,0.3,3.1,0.806764554,0.578898455,-1.6,4.12,-0.010438563,0.578790388,-2.414,3.304,23.67325991,6.713965688,8.17,34.9,88.63014,88.63014,GEOID12A  
CRMS0136-H01,2019,1/1/2019 12:00:00 AM,11/20/2019 10:00:00 AM,0.220343943,0.085268257,0.1,1.15,0.786618574,0.665973754,-1.85,4.66,-0.18651037,0.665886399,-2.825,3.683,22.3583679,7.197062805,6.71,32.3,88.61872,88.61872,GEOID12A  
CRMS0139-H01,2019,1/1/2019 12:00:00 AM,12/16/2019 12:00:00 PM,0.234050051,0.076968672,0.2,0.7,1.406400094,0.608035585,-0.96,4.14,0.963155527,0.608056543,-1.4,3.695,19.06754596,8.427543329,7.1,31.4,61.58675,95.63927,GEOID12A  
CRMS0146-H01,2019,1/1/2019 12:00:00 AM,12/3/2019 12:00:00 PM,1.583256161,0.737654688,0.5,4.5,0.772472452,0.629067755,-1.48,3.99,0.316317321,0.628901816,-1.935,3.532,23.33889934,6.467655673,5.18,33.8,92.20319,92.20319,GEOID12A  
CRMS0147-H01,2019,1/1/2019 12:00:00 AM,12/3/2019 11:00:00 AM,2.799553015,1.65949059,0.5,9.3,0.585537778,0.758916533,-1.72,4.79,0.042416254,0.758796181,-2.259,4.247,23.64727273,6.762548775,7.55,34.8,89.89726,89.89726,GEOID12A  
CRMS0148-H01,2019,1/1/2019 12:00:00 AM,11/26/2019 9:00:00 AM,0.204285339,0.053163937,0.1,0.3,1.942228266,0.582167403,-0.04,5.28,0.899007963,0.582270845,-1.081,4.234,19.81532316,7.838185176,6.7,32.5,86.01598,86.01598,GEOID12A  
CRMS0153-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 10:00:00 AM,1.050005173,2.526089586,0.1,26.4,2.730618659,0.61632044,1.11,4.68,3.830093304,0.616331094,2.209,5.784,21.58659516,7.637950177,6.82,33.2,88.34475,11.25571,GEOID12A  
CRMS0154-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 11:00:00 AM,0.33432947,0.251398079,0,1.7,1.698536175,0.391105052,0.24,3.93,1.062349871,0.391074013,-0.392,3.29,19.58952973,8.091728844,7.23,31.1,84.61188,88.35617,GEOID12A  
CRMS0156-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 11:00:00 AM,0.270364391,0.241475972,0.1,1.8,1.57722703,0.406267817,0.02,3.85,0.841997158,0.406233848,-0.716,3.112,19.84850885,8.379432598,6.8,30.9,88.34475,88.34475,GEOID12A  
CRMS0157-H01,2019,1/1/2019 12:00:00 AM,10/8/2019 9:00:00 AM,0.223179795,0.132762163,0.1,1.1,1.90715517,0.424343765,0.7,3.83,1.716060494,0.424462272,0.507,3.639,21.30315008,7.995466775,6.4,33.1,76.82648,76.80366,GEOID12A  
CRMS0159-H01,2019,1/1/2019 12:00:00 AM,10/8/2019 8:00:00 AM,0.387131394,0.901200114,0.1,11,0.885065397,0.496662439,-0.45,3.18,0.773896552,0.496570917,-0.56,3.067,20.86146403,8.629510333,6.74,33.6,76.80366,76.80366,GEOID12A  
CRMS0161-H01,2019,1/1/2019 12:00:00 AM,11/18/2019 1:00:00 PM,0.364171098,0.747491436,0.1,18.3,0.885124791,0.517667044,-0.81,2.94,1.386986689,0.517595585,-0.305,3.437,21.09091864,7.651515984,6.97,33.1,88.07077,82.32877,GEOID12A  
CRMS0162-H01,2019,1/1/2019 12:00:00 AM,10/8/2019 1:00:00 PM,0.271798788,0.289472542,0.1,2.6,1.169681879,0.416820106,-0.06,3.22,1.425469749,0.416714973,0.196,3.474,20.16476001,8.434763227,6.94,32.4,65.8105,76.79224,GEOID12A  
CRMS0163-H01,2019,1/1/2019 12:00:00 AM,11/19/2019 1:00:00 PM,0.355482498,1.250896014,0.1,24.2,0.830789201,0.481236226,-0.21,3,0.413739473,0.481234167,-0.623,2.587,19.97987858,8.366023713,6.83,31.6,88.36758,88.379,GEOID12A  
CRMS0164-H01,2019,1/1/2019 12:00:00 AM,12/19/2019 12:00:00 PM,15.47421565,2.62629577,9.6,21.7,0.773009404,0.54313446,-0.98,3.13,0.401805522,0.543069651,-1.352,2.762,23.64348564,6.397580879,7.9,35.6,88.92694,94.68037,GEOID12A  
CRMS0171-H01,2019,1/1/2019 12:00:00 AM,12/5/2019 11:00:00 AM,13.12356845,5.329904459,1.4,31.92,0.638791236,0.603947225,-1.18,3.19,0.287608198,0.603816694,-1.535,2.835,23.79220949,6.467952919,4.76,36.2,92.73972,92.73972,GEOID12A  
CRMS0172-H01,2019,1/1/2019 12:00:00 AM,12/5/2019 11:00:00 AM,12.68270208,5.082576863,3.6,26.2,0.661565772,0.59978727,-0.99,3.15,0.543483653,0.599672287,-1.107,3.028,23.4809757,6.304998879,5.51,36.3,89.39497,89.38356,GEOID12A  
CRMS0173-H01,2019,1/1/2019 12:00:00 AM,11/26/2019 10:00:00 AM,10.44339416,3.02645972,4.3,18.6,0.608208481,0.610895383,-0.76,4.26,0.391070683,0.610788805,-0.976,4.044,24.38246235,6.316533676,6.5,34.8,86.33562,86.40411,GEOID12A  
CRMS0174-H01,2019,1/1/2019 12:00:00 AM,12/4/2019 10:00:00 AM,11.25676395,4.696367724,2.4,25.5,0.563806853,0.641254223,-1.47,3.98,0.349648847,0.641148347,-1.687,3.766,23.59787736,7.064510475,0.51,35.6,92.31735,91.60959,GEOID12A  
CRMS0175-H01,2019,1/1/2019 12:00:00 AM,12/19/2019 11:00:00 AM,11.54041962,2.54541501,5.8,26.5,0.751269503,0.567323547,-1.58,4.16,0.427090544,0.567246056,-1.899,3.835,23.47214775,6.798042036,5.43,37.2,96.57534,96.57534,GEOID12A  
CRMS0176-H01,2019,1/1/2019 12:00:00 AM,10/24/2019 7:00:00 AM,10.43225254,3.696887197,2.8,26.1,0.687956973,0.638490125,-1.55,4.32,0.339823538,0.638355282,-1.9,3.975,24.81040494,6.175837537,9.62,33.9,81.18721,81.18721,GEOID12A  
CRMS0178-H01,2019,1/1/2019 12:00:00 AM,12/31/2019 11:00:00 PM,12.46348556,3.810549812,1.5,25.5,0.823085968,0.575076917,-1.52,3.68,0.044905583,0.57495478,-2.294,2.903,22.96710698,6.531179731,9,34,99.98859,99.98859,GEOID12A  
CRMS0179-H01,2019,1/1/2019 12:00:00 AM,11/26/2019 11:00:00 AM,10.64095232,4.187695679,2,22,0.453795371,0.66127203,-1.79,3.7,0.199688883,0.661126095,-2.043,3.441,23.98642341,6.751293519,5.8,36.4,90.26256,90.26256,GEOID12A  
CRMS0181-H01,2019,1/1/2019 12:00:00 AM,12/5/2019 12:00:00 PM,11.44018954,5.476670904,2.1,30.34,0.591849194,0.616414904,-1.4,3.33,0.113631797,0.616240561,-1.88,2.855,23.48785352,6.528497017,6.77,35.4,92.75114,90.68493,GEOID12A  
CRMS0185-H01,2019,1/1/2019 12:00:00 AM,11/21/2019 10:00:00 AM,0.310988832,0.307004491,0.1,5.2,1.241119814,0.497221078,-0.3,3.06,1.545996918,0.497190712,0.005,3.362,22.85236164,6.006723925,8.78,32,88.89269,88.89269,GEOID12A  
CRMS0188-H01,2019,1/1/2019 12:00:00 AM,11/21/2019 11:00:00 AM,1.299245131,0.543578371,0.2,2.2,1.08945562,0.490481323,-0.49,2.86,0.45832716,0.340800019,-0.467,1.161,22.71339852,4.691715341,13.1,28.5,86.80365,86.81507,GEOID12A  
CRMS0189-H01,2019,1/1/2019 12:00:00 AM,10/3/2019 10:00:00 AM,0.369239221,0.048423613,0.2,0.41,1.219653909,0.289749422,0.8,2.94,,,,,19.31156269,4.212769666,11.8,25.6,74.87443,74.87443,GEOID12A  
CRMS0190-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 11:00:00 AM,0.776771109,0.900920992,0.1,4.4,0.707015246,0.507219804,-0.87,2.1,,,,,20.37190255,5.296647811,10.6,31.9,65.58219,63.64156,GEOID12A  
CRMS0192-H01,2019,1/1/2019 12:00:00 AM,12/20/2019 10:00:00 AM,0.124902748,0.097162282,0,0.7,0.994552634,0.447023532,-0.22,2.56,,,,,23.13407874,6.897086898,9.26,36,96.83791,96.83791,GEOID12A  
CRMS0194-W01,2019,1/1/2019 12:00:00 AM,12/26/2019 10:00:00 AM,,,,,1.780352283,0.403814077,0.07,2.37,0.371183759,0.403830791,-1.34,0.956,,,,,0,83.92694,GEOID12A  
CRMS0197-W01,2019,1/1/2019 12:00:00 AM,12/30/2019 1:00:00 PM,,,,,1.465838869,0.428878086,-0.12,2.39,0.142567041,0.428922265,-1.445,1.066,,,,,0,99.61187,GEOID12A  
CRMS0200-W01,2019,1/1/2019 12:00:00 AM,12/23/2019 1:00:00 PM,0.393586703,0.08862383,0.1,0.6,1.941176813,0.204608044,1.24,2.4,0.810019165,0.204630993,0.104,1.265,14.58159145,1.393096898,10.9,17.1,9.611872,97.68265,GEOID12A  
CRMS0206-H01,2019,1/1/2019 12:00:00 AM,12/31/2019 11:00:00 PM,0.101736303,0.035851636,0,0.3,0.904863015,0.412118383,-0.21,2.1,0.772679224,0.412036754,-0.338,1.965,22.41272033,6.470515263,9.5,32.8,100,100,GEOID12A  
CRMS0209-H01,2019,1/1/2019 12:00:00 AM,12/19/2019 11:00:00 AM,10.37760649,2.296795501,5,17.7,0.573049645,0.65023672,-1.6,4.18,-0.029069976,0.650079193,-2.2,3.575,23.35773049,6.671011201,5.7,35.1,96.48402,96.57534,GEOID12A  
CRMS0211-H01,2019,1/1/2019 12:00:00 AM,12/20/2019 11:00:00 AM,0.141095004,0.139680734,0.05,1.2,0.954130127,0.467142889,-0.36,2.29,,,,,23.24792668,6.708992778,9.15,35.4,96.84932,96.84932,GEOID12A  
CRMS0217-H01,2019,1/1/2019 12:00:00 AM,12/31/2019 11:00:00 PM,0.08055454,0.042150335,0,0.2,0.254710481,0.413152446,-1.05,1.57,0.614641049,0.413060913,-0.693,1.931,21.70597186,6.322790914,8.3,33.5,99.84018,86.15297,GEOID12A  
CRMS0218-H01,2019,1/1/2019 12:00:00 AM,12/26/2019 12:00:00 PM,0.06016688,0.04621356,0,0.2,1.159545716,0.400005333,0.07,2.45,2.102362382,0.400027452,1.017,3.391,22.5582385,6.332219311,7.2,34.7,98.50457,98.50457,GEOID12A  
CRMS0219-W01,2019,1/1/2019 12:00:00 AM,10/3/2019 10:00:00 AM,,,,,1.20759189,0.242634514,0.85,2.69,,,,,14.64883012,2.198624638,8.3,18.6,0,75.46803,GEOID12A  
CRMS0220-H01,2019,1/1/2019 12:00:00 AM,12/10/2019 11:00:00 AM,2.865876707,2.286396589,0.4,10.8,0.882478165,0.545329231,-0.51,4.35,0.303224648,0.54528068,-1.091,3.766,23.50809195,5.988985826,7.7,35.9,90.3653,94.10959,GEOID12A  
CRMS0224-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 11:00:00 AM,7.320926744,2.683923615,2.9,25.4,0.87649407,0.533922996,-0.05,4.66,0.203410013,0.533914408,-0.727,3.984,24.47300148,5.866545906,3.9,36.6,84.62329,86.64383,GEOID12A  
CRMS0225-H01,2019,1/1/2019 12:00:00 AM,12/12/2019 11:00:00 AM,3.000622897,2.287899062,0.4,23.7,0.969494635,0.552647071,-0.49,4.51,0.329354142,0.552564378,-1.127,3.866,24.06727142,6.614125797,7.35,36.7,88.15069,88.32191,GEOID12A  
CRMS0226-H01,2019,1/1/2019 12:00:00 AM,12/9/2019 10:00:00 AM,7.484335856,2.128404396,3.2,17.8,0.751223047,0.606983233,-1.5,4.35,-0.001937629,0.606859012,-2.249,3.595,23.76944187,6.74304728,8.6,34.8,93.6758,93.71004,GEOID12A  
CRMS0232-H01,2019,1/1/2019 12:00:00 AM,12/12/2019 12:00:00 PM,4.600672676,3.527455849,0.5,25.8,0.790265228,0.56911946,-0.84,4.16,0.205111548,0.569033049,-1.423,3.573,23.80398147,6.787040575,6.2,34.9,89.94292,89.95434,GEOID12A  
CRMS0234-H01,2019,1/1/2019 12:00:00 AM,11/21/2019 11:00:00 AM,0.165737034,0.118776063,0,0.7,1.732828252,0.22454687,1.26,3.86,1.859565215,0.22448685,1.387,3.991,19.89426167,5.225273916,9.5,27,88.90411,79.02968,GEOID12A  
CRMS0237-H02,2019,1/1/2019 12:00:00 AM,12/9/2019 12:00:00 PM,6.728278786,3.149703193,2.3,25.5,0.784432778,0.597470158,-0.53,4.41,0.104403329,0.597563472,-1.21,3.732,23.82623155,6.074246184,4.5,36.1,88.93835,89.15525,GEOID12A  
