"Site_id","Longitude","Latitude","veg_year","Percent_Cover_Tree(m??)","Percent_Cover_Shrub(m??)","Percent_Cover_Herb(m??)","Percent_Cover_Carpet(m??)","Avg_Height_Tree(m)","Avg_Height_Shrub(m)","Avg_Height_Herb(m)","Avg_Height_Carpet(m)","Volume_Tree(m??)","Volume_Shrub(m??)","Volume_Herb(m??)","Volume_Carpet(m??)","Volume_Vegetation(m??)","VVI"
"CRMS0376",-90.85667,29.12767,2008,0,0,2.68,0,0,0,0.701,0,0,0,1.8898,0,1.8898,31.9431
"CRMS0377",-91.0108,29.22927,2008,0,0,3.02,0,0,0,0.6095,0,0,0,1.8439,0,1.8439,30.2747
"CRMS0381",-90.85426,29.44702,2008,0,0.228,2.86,0,0,0.384,1.5087,0,0,0.3255,4.1696,0,4.4951,63.19
"CRMS0382",-90.85426,29.4325,2008,0,0.604,2.94,0.18,0,1.4173,0.7254,0.0244,0,1.1564,2.1415,0.0219,3.3198,47.7635
"CRMS0383",-90.94888,29.2075,2008,0,0,3.02,0,0,0,0.7802,0,0,0,2.3712,0,2.3712,48.0331
"CRMS0385",-90.60425,29.41073,2008,0,0,2.78,0,0,0,0.9936,0,0,0,2.6475,0,2.6475,57.7595
"CRMS0386",-90.35425,29.4325,2008,0,0,3.28,0,0,0,0.887,0,0,0,2.9486,0,2.9486,64.7899
"CRMS0387",-90.323,29.41073,2008,0,0,3.08,0,0,0,0.6583,0,0,0,2.0549,0,2.0549,38.4711
"CRMS0390",-90.66676,29.46879,2008,0,0,1.86,0.156,0,0,0.7315,0.0213,0,0,1.616,0.0126,1.6285,29.3228
"CRMS0392",-90.66676,29.45428,2008,0,0,0.42,0.144,0,0,0.6614,0.0481,0,0,0.3775,0.0196,0.3971,7.4897
"CRMS0394",-90.85426,29.35992,2008,0,0,3.14,0.02,0,0,0.9967,0.003,0,0,3.1131,6e-04,3.1137,56.5749
"CRMS0395",-90.88551,29.35992,2008,0,0,2.78,0.04,0,0,0.8534,0.003,0,0,2.4328,0.0012,2.434,49.8201
"CRMS0396",-90.88551,29.3454,2008,0,0,3.02,0,0,0,0.9449,0,0,0,2.8541,0,2.8541,63.5173
"CRMS0397",-90.26049,29.35266,2008,0,0,3.26,0,0,0,0.9083,0,0,0,2.9241,0,2.9241,66.6947
"CRMS0398",-90.91676,29.38895,2008,0,0,2.98,0,0,0,1.1186,0,0,0,3.343,0,3.343,64.5913
"CRMS0399",-91.10426,29.30185,2008,0,0,3.52,0,0,0,0.8047,0,0,0,2.8261,0,2.8261,57.841
"CRMS0400",-90.5105,29.49057,2008,0,0.148,2.06,0,0,0.6401,0.7376,0,0,0.2469,1.566,0,1.8129,32.8661
"CRMS0409",-90.91676,29.47605,2008,0,0,3.16,0,0,0,1.7069,0,0,0,5.2913,0,5.2913,72.0558
"CRMS0411",-90.94801,29.49782,2008,0,0,2.46,0,0,0,1.0058,0,0,0,2.3927,0,2.3927,36.1439
"CRMS0416",-90.47925,29.47605,2008,0,1.148,1.98,0,0,1.6612,0.762,0,0,1.9824,1.5575,0,3.5399,61.219
"CRMS0421",-90.82439,29.17122,2008,0,0,2.94,0,0,0,0.8077,0,0,0,2.3835,0,2.3835,48.4511
"CRMS0434",-90.72926,29.32363,2008,0,0,3.18,0,0,0,1.2893,0,0,0,4.0983,0,4.0983,89.2658
"CRMS0461",-91.32302,29.58492,2008,0.12,0,3.14,0,1.3716,0,0.9601,0,0.762,0,3.0504,0,3.8124,51.3134
"CRMS0463",-91.32302,29.49057,2008,0,0,2.46,0,0,0,0.9144,0,0,0,2.3378,0,2.3378,34.7043
"CRMS0464",-91.38552,29.5196,2008,0.3,0,1.8,0,0.4572,0,1.2954,0,1.3716,0,2.2433,0,3.6149,38.2733
"CRMS0465",-91.38552,29.54137,2008,0.5,0,3.26,0,2.0726,0,1.0668,0,2.8103,0,3.5369,0,6.3471,68.9599
"CRMS0479",-91.44803,29.52686,2008,0,0,3.54,0,0,0,0.9997,0,0,0,3.5594,0,3.5594,50.2547
"CRMS0482",-91.35427,29.58492,2008,0,0,3.24,0,0,0,0.6553,0,0,0,2.1305,0,2.1305,31.7546
"CRMS0484",-91.44803,29.49056,2008,0,0,2.56,0,0,0,0.7955,0,0,0,2.0964,0,2.0964,31.7973
"CRMS0488",-91.54178,29.70831,2008,0,0.16,3.06,0,0,0.2438,1.0393,0,0,0.3901,3.1522,0,3.5423,50.3204
"CRMS0489",-91.54178,29.59944,2008,0,0.08,2.48,0,0,0.2012,1.0698,0,0,0.1609,2.7345,0,2.8955,42.3932
"CRMS0490",-91.51053,29.67928,2008,0,0,2.16,0,0,0,1.0942,0,0,0,2.3841,0,2.3841,35.0614
"CRMS0493",-91.76053,29.75186,2008,0,0.04,3.04,0,0,0.3048,0.8168,0,0,0.1219,2.4803,0,2.6022,37.8475
"CRMS0494",-91.79178,29.7446,2008,0,0.012,2.82,0,0,0.2621,0.8107,0,0,0.0315,2.2639,0,2.2954,33.6936
"CRMS0496",-91.544,29.6319,2008,0.06,0,2.22,0,0.6096,0,1.2496,0,0.3658,0,2.7528,0,3.1186,51.3399
"CRMS0498",-91.85429,29.49783,2008,0,0,0.94,0,0,0,0.3596,0,0,0,0.3584,0,0.3584,4.5168
"CRMS0499",-91.85429,29.57041,2008,0,0,2.7818,0.0073,0,0,0.9449,0.0028,0,0,2.6534,2e-04,2.6536,57.1664
"CRMS0501",-92.26054,29.63573,2008,0,0,2.36,0,0,0,0.9022,0,0,0,2.2103,0,2.2103,33.1388
"CRMS0504",-91.88554,29.53412,2008,0,0,1.8,0,0,0,0.512,0,0,0,0.9472,0,0.9472,11.0014
"CRMS0507",-92.22929,29.58492,2008,0,0.012,1.38,0.2,0,0.1372,1.2923,0.0229,0,0.0165,1.7562,0.0244,1.797,29.8799
"CRMS0508",-92.22929,29.64299,2008,0,0,2.12,0,0,0,0.9053,0,0,0,1.8904,0,1.8904,29.4546
"CRMS0511",-91.97929,29.88976,2008,0,0.264,2.44,0,0,0.6766,0.6309,0,0,0.4073,1.5361,0,1.9434,31.329
"CRMS0514",-91.82304,29.85347,2008,0,0,2.74,0,0,0,1.3777,0,0,0,3.7404,0,3.7404,56.5405
"CRMS0517",-91.57303,29.64299,2008,0,0,2.9,0,0,0,0.6573,0,0,0,1.9701,0,1.9701,30.2447
"CRMS0520",-91.88554,29.58492,2008,0,0,3.06,0,0,0,1.0607,0,0,0,3.2899,0,3.2899,63.0984
"CRMS0522",-91.82304,29.49782,2008,0,0,3.24,0,0,0,0.7284,0,0,0,2.3304,0,2.3304,46.2595
"CRMS0523",-91.82304,29.57767,2008,0,0,2.4,0,0,0,0.9266,0,0,0,2.2378,0,2.2378,43.5608
"CRMS0524",-91.82304,29.54863,2008,0,0,2.98,0,0,0,0.9022,0,0,0,2.7059,0,2.7059,57.6885
"CRMS0527",-91.85429,29.70831,2008,0,0,2.48,0,0,0,0.8839,0,0,0,2.2494,0,2.2494,42.8768
"CRMS0529",-91.91679,29.59944,2008,0,0,1.9,0,0,0,0.9387,0,0,0,1.7946,0,1.7946,28.5989
"CRMS0530",-92.01054,29.57767,2008,0,0,1.68,0,0,0,0.7041,0,0,0,1.1619,0,1.1619,13.6016
"CRMS0531",-91.94804,29.85347,2008,0,0,2.34,0,0,0,1.0088,0,0,0,2.3999,0,2.3999,36.2019
"CRMS0532",-91.94804,29.82444,2008,0,0,2.76,0,0,0,0.9113,0,0,0,2.6681,0,2.6681,43.4148
"CRMS0535",-92.16679,29.64299,2008,0,0,3.02,0,0,0,0.8626,0,0,0,2.6065,0,2.6065,52.9122
"CRMS0536",-92.26054,29.58492,2008,0,0,2.78,0,0,0,1.0485,0,0,0,2.8998,0,2.8998,62.705
"CRMS0541",-92.04112,29.61621,2008,0,0,2.14,0,0,0,0.8961,0,0,0,1.9835,0,1.9835,32.1367
"CRMS0542",-91.63553,29.80266,2008,0,0.02,1.94,0.128,0,0.1402,0.8351,0.1097,0,0.028,1.6038,0.0371,1.6689,26.1221
"CRMS0543",-91.63553,29.75186,2008,0,0,2.94,0.012,0,0,1.0015,0.0213,0,0,2.9552,0.0026,2.9578,42.8515
"CRMS0544",-91.57303,29.68654,2008,0,0,3.08,0.004,0,0,0.8747,0.0396,0,0,2.6083,0.0016,2.6099,38.4949
"CRMS0545",-91.60428,29.71557,2008,0.02,0.02,2.5,0,0.3658,0.189,1.082,0,0.0732,0.0378,2.7248,0,2.8358,41.1637
"CRMS0549",-91.85429,29.8317,2008,0,0,3.04,0,0,0,1.0363,0,0,0,3.1423,0,3.1423,51.3475
"CRMS0550",-91.69803,29.76637,2008,0,0,3.16,0,0,0,1.0607,0,0,0,3.3314,0,3.3314,48.4814
"CRMS0551",-91.54178,29.70105,2008,0,0.14,2.88,0,0,0.1707,1.0027,0,0,0.239,3.0119,0,3.2509,44.7769
"CRMS0552",-92.13554,29.79541,2008,0.06,0,2.74,0,0.2896,0,1.3624,0,0.1737,0,3.6849,0,3.8586,55.6991
"CRMS0553",-93.01057,29.84623,2008,0,0,2.32,0,0,0,0.573,0,0,0,1.3569,0,1.3569,21.8988
"CRMS0554",-92.6668,29.83171,2008,0.2,0.08,2.1,0,0.8839,0.1829,1.4142,0,0.6157,0.1463,2.7334,0,3.4953,51.3239
"CRMS0556",-92.79181,29.91155,2008,0,0,2.5,0.232,0,0,1.143,0.061,0,0,2.9064,0.0354,2.9418,42.9534
"CRMS0557",-92.66681,29.94058,2008,0,0,2.36,0,0,0,0.7162,0,0,0,1.6714,0,1.6714,26.0328
"CRMS0560",-92.5418,29.85348,2008,0,0.352,1.228,0.02,0,0.8991,0.6278,0.0091,0,0.4507,0.7717,0.0018,1.2242,21.6057
"CRMS0562",-92.76056,29.76639,2008,0,0,2.18,0,0,0,1.3716,0,0,0,3.0193,0,3.0193,43.9359
"CRMS0565",-92.44805,29.79541,2008,0,0.22,2.2,0,0,0.4054,0.7193,0,0,0.3347,1.8774,0,2.2121,34.125
"CRMS0567",-92.44805,29.90428,2008,0,0.024,0.001,0,0,0.0112,3e-04,0,0,3e-04,0,0,3e-04,10.256
"CRMS0568",-92.4168,29.78815,2008,0,0,2.8,0,0,0,1.021,0,0,0,2.8558,0,2.8558,41.8923
"CRMS0570",-92.38555,29.80267,2008,0,0.221,1.94,0,0,0.2469,0.7406,0,0,0.2722,1.3752,0,1.6474,26.3221
"CRMS0571",-92.29179,29.70831,2008,0,0,2.72,0,0,0,1.2466,0,0,0,3.3107,0,3.3107,60.5775
"CRMS0572",-92.29179,29.78815,2008,0,0,2.5,0.172,0,0,1.0119,0.1402,0,0,2.5096,0.0434,2.553,37.1371
"CRMS0574",-92.63555,29.79542,2008,0,0.152,1.46,0,0,1.2741,1.1338,0,0,0.4133,1.5447,0,1.958,30.2174
"CRMS0575",-92.94807,29.94058,2008,0,0.012,3.06,0,0,0.128,0.8747,0,0,0.0154,2.7114,0,2.7268,39.7892
"CRMS0576",-92.4793,29.59219,2008,0,0,2.74,0,0,0,1.2039,0,0,0,3.2374,0,3.2374,53.8921
"CRMS0580",-92.32305,29.6067,2008,0,0,2.86,0,0,0,1.1353,0,0,0,3.2289,0,3.2289,67.029
"CRMS0581",-92.72931,29.66477,2008,0,0,1.5,0,0,0,1.1277,0,0,0,1.6745,0,1.6745,28.1105
"CRMS0583",-92.91681,29.83896,2008,0,0,3.14,0,0,0,0.9296,0,0,0,2.9034,0,2.9034,47.7263
"CRMS0584",-92.85431,29.79542,2008,0,0.14,1.98,0,0,0.2743,0.9997,0,0,0.1884,1.9379,0,2.1262,36.886
"CRMS0587",-92.91681,29.79542,2008,0,0,2.68,0,0,0,0.9662,0,0,0,2.5791,0,2.5791,37.6211
"CRMS0588",-92.82306,29.77364,2008,0,0,2.68,0,0,0,1.1308,0,0,0,2.9967,0,2.9967,54.1088
"CRMS0589",-92.82306,29.66477,2008,0,0,3.3,0,0,0,0.7102,0,0,0,2.3451,0,2.3451,46.6116
"CRMS0590",-92.82306,29.93332,2008,0,0,1.22,0.04,0,0,0.8747,0.0152,0,0,1.4441,0.0061,1.4502,22.9141
"CRMS0593",-92.76056,29.99139,2008,0.04,0.72,2.64,0,0.2804,1.6916,0.6797,0,0.1122,1.4277,1.8403,0,3.3801,48.2685
"CRMS0595",-92.63555,29.85348,2008,0,0,2.78,0,0,0,1.2923,0,0,0,3.5447,0,3.5447,51.1153
"CRMS0599",-92.66681,29.6067,2008,0,0,2.44,0,0,0,0.6979,0,0,0,1.7055,0,1.7055,26.418
"CRMS0600",-92.54181,29.57767,2008,0,0,2.98,0.06,0,0,0.6004,0.0427,0,0,1.7823,0.0256,1.8079,28.3805
"CRMS0603",-92.76056,29.80268,2008,0,0,1.44,0,0,0,1.2679,0,0,0,1.8525,0,1.8525,27.6669
"CRMS0604",-92.76056,29.75912,2008,0,0,2.1,0,0,0,1.3381,0,0,0,2.8126,0,2.8126,49.6531
"CRMS0605",-92.91682,29.86074,2008,0,0,2.62,0,0,0,0.7864,0,0,0,2.1598,0,2.1598,33.8923
"CRMS0608",-92.6668,29.67203,2008,0,0.24,3.18,0,0,0.5151,0.9448,0,0,0.4121,2.9394,0,3.3515,57.6065
"CRMS0609",-92.6043,29.63574,2008,0,0,2.48,0,0,0,0.7742,0,0,0,1.9512,0,1.9512,34.9317
