"Site_id","Marsh_Class","Basin","Longitude","Latitude","veg_year","Percent_Cover_Tree.m...","Percent_Cover_Shrub.m...","Percent_Cover_Herb.m...","Percent_Cover_Carpet.m...","Avg_Height_Tree.m.","Avg_Height_Shrub.m.","Avg_Height_Herb.m.","Avg_Height_Carpet.m.","Volume_Tree.m...","Volume_Shrub.m...","Volume_Herb.m...","Volume_Carpet.m...","Volume_Vegetation.m...","VVI","year","min_date","max_date","avg_salinity..ppt.","std_deviation_salinity..ppt.","min_salinity..ppt.","max_salinity..ppt.","avg_adj_water_elev_datum.ft.","std_deviation_adj_water_elev_datum.ft.","min_adj_water_elev_datum.ft.","max_adj_water_elev_datum.ft.","avg_adj_water_elev_to_marsh.ft.","std_deviation_adj_water_elev_to_marsh..ft.","min_adj_water_elev_to_marsh.ft.","max_adj_water_elev_to_marsh.ft.","avg_water_temperature..C.DegC.","std_deviation_water_temperature..C.DegC.","min_temperature..C.DegC.","max_temperature..C.DegC.","percent_salinity_complete","percent_water_level_complete","GEOID"
"CRMS0253_2006","Brackish","Barataria",-90.07299,29.55589,2006,0,0,3.288,0,0,0,0.9341,0,0,0,3.0732,0,3.0732,69.1706,2006,"6/13/2006 1:00:00 PM","12/31/2006 11:00:00 PM",11.1725628643465,3.21898209180332,2.21,22.65,0.807734391182174,0.419632249262358,-0.09,2.9,-0.321605999939868,0.419727328432125,-1.22,1.77,24.7792723315558,7.45944951843792,-1.57,36.21,52.2032,51.74658,"GEOID99   "
"CRMS0268_2006","Fresh","Barataria",-90.60425,29.79541,2006,0,0.12,4,0,0,0.1524,0.9753,0,0,0.1829,3.9012,0,4.0841,58.2493,2006,"7/11/2006 2:00:00 PM","12/31/2006 11:00:00 PM",0.517904850427403,0.186750972328166,0.14,1.08,1.0556343122726,0.420143536417032,-0.15,2,NA,NA,NA,NA,22.9397284895225,6.55192521302617,7.39,31.5,47.51142,47.51142,"GEOID99   "
"CRMS0273_2006","Fresh","Barataria",-90.32299,29.81718,2006,0,0,3.42,0,0,0,0.841,0,0,0,2.8746,0,2.8746,41.4902,2006,"8/3/2006 11:00:00 AM","12/31/2006 11:00:00 PM",1.23505954014829,0.20053879232272,0.91,1.96,0.970952382042714,0.531613864827931,-0.05,2.25,-0.102090833441962,0.257088058067848,-0.58,0.75,20.592866238383,4.86324276395779,5.95,27.2,41.22146,26.36986,"GEOID99   "
"CRMS0292_2006","Saline","Terrebonne",-90.22924,29.14218,2006,0,0.82,1.86,0,0,0.5061,0.5791,0,0,0.9407,1.3496,0,2.2903,43.2719,2006,"5/12/2006 11:00:00 AM","12/31/2006 11:00:00 PM",27.6693522475772,3.05809710086639,12.18,33.82,0.745456816026639,0.653143898722103,-1.2,2.8,-0.339946466019453,0.65319986625197,-2.28,1.71,25.9329193297835,7.00745243131881,2.41,39.62,63.9726,63.9726,"GEOID99   "
"CRMS0293_2006","Brackish","Terrebonne",-91.19802,29.24379,2006,0,0,3.528,0,0,0,0.6343,0,0,0,2.2365,0,2.2365,42.7887,2006,"6/7/2006 2:00:00 PM","12/31/2006 11:00:00 PM",10.7318404698578,3.54260355832539,3.4,23.63,0.761691781449131,0.510348289513212,-1.27,2.67,-0.653803494876606,0.510332762944623,-2.68,1.25,25.1426502056861,7.17019452833258,2.02,37.71,56.81507,56.81507,"GEOID99   "
"CRMS0294_2006","Fresh","Terrebonne",-90.94801,29.41798,2006,0,0,3.18,0,0,0,0.826,0,0,0,2.7351,0,2.7351,39.272,2006,"4/25/2006 2:00:00 PM","12/31/2006 11:00:00 PM",0.721073754773113,1.27078299249159,0.17,12.61,1.18857419477699,0.341439282415003,0.21,2.6,NA,NA,NA,NA,25.3793821506906,6.49774573666401,6.44,34.9,64.8516,64.8516,"GEOID99   "
"CRMS0296_2006","Fresh","Terrebonne",-90.91676,29.41798,2006,0,0,3.312,0.12,0,0,0.82,0.006,0,0,2.6996,0.0036,2.7032,39.3977,2006,"4/25/2006 11:00:00 AM","12/31/2006 11:00:00 PM",4.34992788855639,0.17874497012429,4.01,4.89,1.20168662657162,0.273379163580688,0.79,2.8,-0.0855422491720163,0.228986516885056,-0.43,1.44,22.4262963556201,2.06268522003027,17.58,25.49,60.1484,68.63013,"GEOID99   "
"CRMS0302_2006","Saline","Terrebonne",-90.91699,29.14783,2006,0,0,2.22,0,0,0,0.4603,0,0,0,1.0162,0,1.0162,10.1211,2006,"6/6/2006 3:00:00 PM","12/31/2006 11:00:00 PM",25.3913205197545,3.31136174789317,14.54,35.03,0.802489492742165,0.728322159034538,-1.68,4.12,-0.31751050639876,0.728322159746802,-2.8,3,25.1788875510951,7.12640643531316,4.81,34.9,57.05479,57.04338,"GEOID99   "
"CRMS0303_2006","Saline","Terrebonne",-91.07301,29.24379,2006,0,0,2.84,0,0,0,0.6096,0,0,0,1.7624,0,1.7624,29.3232,2006,"6/15/2006 12:00:00 PM","12/31/2006 11:00:00 PM",16.8770722967242,4.29200494974003,2.16,28.91,0.688021522487162,0.717198546025552,-1.36,3.45,-0.57197847505096,0.717198543075461,-2.62,2.19,25.338785874939,7.34230177182913,0.69,38.48,41.36987,41.36987,"GEOID99   "
"CRMS0305_2006","Intermediate","Terrebonne",-91.19802,29.38895,2006,0,0,3.12,0,0,0,0.6981,0,0,0,2.2528,0,2.2528,34.1235,2006,"12/6/2006 3:00:00 PM","12/31/2006 11:00:00 PM",1.34261156623521,0.836682851695202,0.24,5.17,0.48120661251678,0.754189205765322,-1.51,2.48,-0.888793387728905,0.754189204975528,-2.88,1.11,14.0805582785841,3.65644301595346,0.32,19.93,6.906393,6.906393,"GEOID99   "
"CRMS0309_2006","Brackish","Terrebonne",-91.19802,29.25105,2006,0,0,3.14,0,0,0,0.8747,0,0,0,2.7697,0,2.7697,55.8073,2006,"6/7/2006 1:00:00 PM","12/31/2006 11:00:00 PM",10.7848226931078,2.83972369443399,4.05,19.91,0.629550088070257,0.655091374486622,-1.38,2.95,-0.666077127054347,0.655065381425685,-2.68,1.65,25.9546210018667,6.65648604075209,5.74,35.66,51.50685,51.50685,"GEOID99   "
"CRMS0310_2006","Saline","Terrebonne",-90.29328,29.29463,2006,0,0,3.06,0,0,0,1.0179,0,0,0,3.1031,0,3.1031,69.6942,2006,"11/13/2006 4:00:00 PM","12/31/2006 11:00:00 PM",22.5939295744874,3.78434932843895,8.23,26.55,0.701087785678567,0.588384510294835,-0.47,2.47,-0.188912214496251,0.5883845110482,-1.36,1.58,15.3177068994477,4.17580124545725,-1.42,23.51,12.31735,11.96347,"GEOID99   "
"CRMS0311_2006","Saline","Terrebonne",-90.79176,29.21476,2006,0,0,3.46,0,0,0,0.7863,0,0,0,2.7179,0,2.7179,60.2506,2006,"6/5/2006 1:00:00 PM","12/31/2006 11:00:00 PM",20.676864035469,3.05425948212564,6.49,27.27,0.851637375974158,0.572814208331357,-0.53,3.15,NA,NA,NA,NA,25.0777351216758,6.69009228082742,0.16,36.84,53.40183,53.26484,"GEOID99   "
"CRMS0312_2006","Intermediate","Terrebonne",-90.3855,29.50508,2006,0,0,3.4,0,0,0,0.7834,0,0,0,2.6837,0,2.6837,39.3973,2006,"5/2/2006 9:00:00 AM","12/31/2006 11:00:00 PM",5.75423526779131,2.0065519642382,2.61,16.36,0.979306529743814,0.461498977400264,-0.36,3.43,NA,NA,NA,NA,25.5560944324299,6.37917363480105,6.38,36.8,53.66439,53.66439,"GEOID99   "
"CRMS0315_2006","Brackish","Terrebonne",-90.573,29.40347,2006,0,0,2.96,0,0,0,0.7378,0,0,0,2.203,0,2.203,42.5364,2006,"6/13/2006 11:00:00 AM","12/31/2006 11:00:00 PM",15.1781769299966,3.39080837949923,-0.02,21.08,1.06135678584758,0.59687487737861,-0.05,2.69,-0.212185930114371,0.597320207387615,-1.33,1.42,24.5731365529335,7.15214897438889,-2.22,39.04,53.1621,4.543379,"GEOID99   "
"CRMS0318_2006","Saline","Terrebonne",-90.32546,29.29465,2006,0,0,2.32,0,0,0,0.7163,0,0,0,1.6751,0,1.6751,25.7129,2006,"11/13/2006 1:00:00 PM","12/31/2006 11:00:00 PM",23.1051892745067,4.22469075501857,4.95,28,0.705370034413943,0.635868372436144,-0.22,2.84,-0.264629959510404,0.635868369617673,-1.19,1.87,14.7624505672392,5.19825056542198,-1.49,26.55,11.46119,12.6484,"GEOID99   "
"CRMS0322_2006","Saline","Terrebonne",-91.10454,29.24379,2006,0,0,2.8,0,0,0,0.6465,0,0,0,1.828,0,1.828,33.4693,2006,"4/28/2006 1:00:00 PM","12/31/2006 11:00:00 PM",18.4482131967965,3.81442715449554,6.65,26.99,0.825914448817879,0.447245247683635,-0.62,2.88,-0.284085550384063,0.447245246914055,-1.73,1.77,25.5819888914141,6.50283653199322,1.71,37.17,67.78539,67.78539,"GEOID99   "
"CRMS0326_2006","Brackish","Terrebonne",-91.07301,29.27282,2006,0,0,2.86,0,0,0,0.6401,0,0,0,1.8783,0,1.8783,33.1933,2006,"4/28/2006 10:00:00 AM","12/31/2006 11:00:00 PM",11.0475448777143,3.09800027205997,2.11,23.9,0.83854599370523,0.52943504411272,-0.71,3,-0.394454006125352,0.529435043381156,-1.943,1.767,25.2353078591187,6.5140578919443,1.64,35.53,52.77397,61.55251,"GEOID99   "
"CRMS0331_2006","Fresh","Terrebonne",-90.54175,29.58492,2006,0,0.2,3.752,0.004,0,0.4419,1.0179,0.003,0,0.4145,3.8285,1e-04,4.2431,58.0486,2006,"6/28/2006 11:00:00 AM","12/31/2006 11:00:00 PM",0.776159915608647,0.519480987976103,0.19,3.25,1.157475246524,0.424236072685959,-0.09,2.62,NA,NA,NA,NA,24.2977765465848,7.50344340337439,8.25,55,43.40182,48.42466,"GEOID99   "
"CRMS0332_2006","Saline","Terrebonne",-91.04176,29.30185,2006,0,0,3.36,0,0,0,0.8594,0,0,0,2.8446,0,2.8446,64.0121,2006,"4/27/2006 10:00:00 AM","12/31/2006 11:00:00 PM",10.8254441573265,4.33065371270682,2.8,25.86,0.724720744304161,0.563926328487109,-1.35,2.38,-0.731279255317628,0.563926328701336,-2.806,0.924,23.4811622338092,7.23467445709953,3.88,36.61,42.92237,42.92237,"GEOID99   "
"CRMS0336_2006","Saline","Terrebonne",-90.38642,29.32365,2006,0,0,2.32,0,0,0,0.6097,0,0,0,1.4773,0,1.4773,21.8669,2006,"6/6/2006 12:00:00 PM","12/31/2006 11:00:00 PM",23.7352159082732,3.53104437390951,5.83,31.24,0.747571428058048,0.703354937768721,-0.78,2.57,-0.303928570232044,0.703696712627184,-1.84,1.52,25.1846342950562,7.16444054818746,-1.59,35.26,56.31279,4.79452,"GEOID99   "
"CRMS0337_2006","Saline","Terrebonne",-90.35593,29.30915,2006,0,0,2.52,0,0,0,0.7042,0,0,0,1.7913,0,1.7913,29.2097,2006,"5/11/2006 10:00:00 AM","12/31/2006 11:00:00 PM",23.5187632326921,2.79641328577379,11.97,29.78,0.821202792162257,0.644582940473114,-0.57,3.48,-0.210797208565028,0.644582941308052,-1.602,2.448,25.2522259713765,6.83042543675513,-1.61,38.23,62.57991,63.77854,"GEOID99   "
"CRMS0338_2006","Saline","Terrebonne",-90.41821,29.33091,2006,0,0,2.6,0,0,0,0.6524,0,0,0,1.6895,0,1.6895,25.0634,2006,"6/6/2006 3:00:00 PM","12/31/2006 11:00:00 PM",21.1897152554173,3.18780323132243,7.45,28.08,0.821752447843974,0.698930727146351,-0.9,3.48,-0.0932475521350562,0.698930726584639,-1.815,2.565,23.9598092980227,7.12880492469313,0.7,36.94,36.88356,45.46804,"GEOID99   "
"CRMS0345_2006","Saline","Terrebonne",-90.76129,29.17122,2006,0,0,3.2,0,0,0,0.7468,0,0,0,2.3758,0,2.3758,48.467,2006,"11/8/2006 3:00:00 PM","12/31/2006 11:00:00 PM",30.8823164372505,3.89624379522264,19.62,38.46,0.0644652615770244,0.714950860627608,-1.53,1.98,-0.511534737585553,0.714950860097205,-2.106,1.404,14.9940827564743,4.35910330911604,1.87,26.65,9.018265,14.62329,"GEOID99   "
"CRMS0347_2006","Saline","Terrebonne",-90.69962,29.16397,2006,0,0,2.82,0,0,0,0.8108,0,0,0,2.2642,0,2.2642,44.1824,2006,"6/8/2006 4:00:00 PM","12/31/2006 11:00:00 PM",23.2572328706855,2.75192213417224,12.11,31.07,0.587631701710601,0.535011268569678,-0.33,2.97,0.0416317019906842,0.535011268744591,-0.876,2.424,24.7566081986276,7.37087138040118,-1.1,41.09,50,48.9726,"GEOID99   "
"CRMS0354_2006","Intermediate","Terrebonne",-91.01051,29.33088,2006,0,0,2.3,0.03,0,0,0.7985,0.0012,0,0,1.9169,2e-04,1.917,33.5922,2006,"4/27/2006 2:00:00 PM","12/31/2006 11:00:00 PM",6.54230339289187,3.30818871319912,0.75,23.93,0.949916614853308,0.488407240291104,-0.09,3.1,-0.302324587894039,0.488602173798834,-1.34,1.85,26.8113166584062,9.84872860498174,-1.26,55,57.19178,56.13013,"GEOID99   "
"CRMS0355_2006","Saline","Terrebonne",-90.54149,29.29663,2006,0,0.724,2.128,0,0,0.3962,0.5305,0,0,0.8244,1.2153,0,2.0397,35.2734,2006,"5/3/2006 12:00:00 PM","12/31/2006 11:00:00 PM",NA,NA,NA,NA,1.24373024015902,0.352795021773676,0.7,3.57,0.0487302408662474,0.352795021336121,-0.495,2.375,24.3305175983963,4.41189936689725,12.74,29.89,0,66.43836,"GEOID99   "
"CRMS0367_2006","Fresh","Terrebonne",-90.573,29.62847,2006,0,0.26,3.6,0.08,0,0.384,0.8199,0.0122,0,0.4888,2.9784,0.0049,3.4721,49.1427,2006,"6/28/2006 3:00:00 PM","12/31/2006 11:00:00 PM",0.533903966095049,0.406829857201426,0.2,3.79,1.05826490281815,0.414391627649431,-0.22,2.14,NA,NA,NA,NA,24.0855091588731,7.06707164834645,4.53,34.41,49.21233,49.21233,"GEOID99   "
"CRMS0371_2006","Fresh","Terrebonne",-91.07301,29.42524,2006,0,0,3.62,0,0,0,0.7744,0,0,0,2.8055,0,2.8055,40.5732,2006,"11/7/2006 4:00:00 PM","12/31/2006 11:00:00 PM",0.323190183053079,0.089154503652045,0.2,0.73,0.62847392532426,0.433227958016141,-0.53,1.54,NA,NA,NA,NA,15.2652837392743,3.2997050708448,7.05,22.16,14.88584,14.88584,"GEOID99   "
"CRMS0374_2006","Saline","Terrebonne",-90.793,29.1567,2006,0,0,2.14,0,0,0,0.5243,0,0,0,1.2706,0,1.2706,21.1643,2006,"5/5/2006 9:00:00 AM","12/31/2006 11:00:00 PM",23.6738423609662,2.93072324746657,8.9,30.38,0.916327696368116,0.539011272355806,-0.1,3.25,-0.163672302438159,0.539011271157977,-1.18,2.17,24.354654266898,7.80070163985071,-2.62,38.49,41.56393,47.93379,"GEOID99   "
"CRMS0376_2006","Saline","Terrebonne",-90.85667,29.12767,2006,0,0,2.18,0,0,0,0.6525,0,0,0,1.4183,0,1.4183,20.273,2006,"6/8/2006 12:00:00 PM","12/31/2006 11:00:00 PM",24.359345105433,3.20899333029658,11.45,30.44,0.767382722018357,0.721060904547028,-1.27,3.32,-0.0326172780557858,0.721060903974582,-2.07,2.52,24.2153669267381,7.13653074687394,5.51,35.7,49.15525,49.15525,"GEOID99   "
"CRMS0381_2006","Fresh","Terrebonne",-90.85426,29.44702,2006,0,0.12,3.404,0,0,0.1219,1.6308,0,0,0.1463,5.6776,0,5.8239,64.8163,2006,"6/7/2006 3:00:00 PM","12/31/2006 11:00:00 PM",3.23656072107054,0.559130009299943,1.04,4.36,NA,NA,NA,NA,NA,NA,NA,NA,24.1738786191419,6.7748240373447,4.09,38.42,48.12785,0,"GEOID99   "
"CRMS0382_2006","Fresh","Terrebonne",-90.85426,29.4325,2006,0,1,3.06,0.024,0,1.5453,0.9784,0.0106,0,2.5243,3.0913,0.0016,5.6173,71.6632,2006,"6/7/2006 10:00:00 AM","12/31/2006 11:00:00 PM",1.52368521753005,1.10537742682979,0.25,3.85,1.12332889160368,0.333587249708064,0.59,2.36,NA,NA,NA,NA,25.0278458905543,5.03749141111772,10.14,33.95,47.7968,51.40411,"GEOID99   "
