"Site_id","Marsh_Class","Basin","Longitude","Latitude","veg_year","Percent_Cover_Tree.m...","Percent_Cover_Shrub.m...","Percent_Cover_Herb.m...","Percent_Cover_Carpet.m...","Avg_Height_Tree.m.","Avg_Height_Shrub.m.","Avg_Height_Herb.m.","Avg_Height_Carpet.m.","Volume_Tree.m...","Volume_Shrub.m...","Volume_Herb.m...","Volume_Carpet.m...","Volume_Vegetation.m...","VVI","min_date","max_date","avg_salinity..ppt.","std_deviation_salinity..ppt.","min_salinity..ppt.","max_salinity..ppt.","avg_adj_water_elev_datum.ft.","std_deviation_adj_water_elev_datum.ft.","min_adj_water_elev_datum.ft.","max_adj_water_elev_datum.ft.","avg_adj_water_elev_to_marsh.ft.","std_deviation_adj_water_elev_to_marsh..ft.","min_adj_water_elev_to_marsh.ft.","max_adj_water_elev_to_marsh.ft.","avg_water_temperature..C.DegC.","std_deviation_water_temperature..C.DegC.","min_temperature..C.DegC.","max_temperature..C.DegC.","percent_salinity_complete","percent_water_level_complete","GEOID"
"CRMS0139_2007","Intermediate","Breton Sound",-89.47922,29.3817,2007,0,0,3.28,0,0,0,1.3168,0,0,0,4.6394,0,4.6394,55.5872,"6/28/2007 4:00:00 PM","12/31/2007 11:00:00 PM",1.5698532861277,2.48295714327626,0.18,17.21,1.55976063655976,0.628141199850106,0.49,3.97,0.170416666282314,0.628493713491432,-0.9,2.58,24.4817107359166,6.63893559893272,7.15,37.46,38.90411,38.63014,"GEOID99   "
"CRMS0146_2007","Brackish","Breton Sound",-89.72923,29.73008,2007,0,0.18,2.44,0,0,0.289,1.0612,0,0,0.2556,2.5958,0,2.8514,58.9254,"10/30/2007 3:00:00 PM","12/31/2007 11:00:00 PM",4.05005406737328,0.431883768898111,2.31,5.36,0.64924999949321,0.443994611496973,-0.81,2.32,-0.272709458876351,0.444109545597407,-1.73,1.39,17.7116152990919,4.1312602588782,5.77,24.97,16.89498,16.89498,"GEOID99   "
"CRMS0147_2007","Saline","Breton Sound",-89.60422,29.66476,2007,0,0,3.44,0,0,0,0.96,0,0,0,3.3201,0,3.3201,74.3407,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",8.27871986290891,3.2901905679048,1.34,20.88,0.655324704661776,0.805468420064998,-1.6,3.55,-0.214675294581595,0.805468419566127,-2.47,2.68,22.5737311564274,7.00970384923086,0.36,35.83,99.42923,99.66895,"GEOID99   "
"CRMS0148_2007","Brackish","Breton Sound",-89.69798,29.51235,2007,0,0.36,3.52,0,0,0.4389,1.143,0,0,0.5474,4.0447,0,4.5921,82.3187,"5/17/2007 12:00:00 PM","12/31/2007 11:00:00 PM",6.17028022816946,1.81359809561387,1.11,12.81,0.913852474530326,0.742448405923451,-0.62,3.68,-0.666147525017566,0.742448406746026,-2.2,2.1,25.9194238040373,5.62152674618536,4.67,35.33,58.25343,58.34475,"GEOID99   "
"CRMS0151_2007","Intermediate","Mississippi River Delta",-89.13546,29.2075,2007,0,0,4,0,0,0,4.7372,0,0,0,18.9488,0,18.9488,100,"11/28/2007 11:00:00 AM","12/31/2007 11:00:00 PM",3.61601243315276,2.45573917900042,0.22,13.32,NA,NA,NA,NA,NA,NA,NA,NA,16.2315527803409,2.9333710873606,10.58,21.82,9.189498,0,"GEOID99   "
"CRMS0153_2007","Intermediate","Mississippi River Delta",-89.13546,29.11315,2007,0,0,3.92,0,0,0,4.7882,0,0,0,18.7681,0,18.7681,100,"11/27/2007 3:00:00 PM","12/31/2007 11:00:00 PM",4.92099394408139,3.4192485906421,0.37,21.93,1.57259393813935,0.617133255555198,-0.17,3.35,1.40259393924791,0.617133258976055,-0.34,3.18,16.7415636201338,3.32746632831106,10.65,23.66,9.417809,9.417809,"GEOID99   "
"CRMS0154_2007","Intermediate","Mississippi River Delta",-89.19796,29.11315,2007,0,0,3.3,0,0,0,1.8715,0,0,0,6.5082,0,6.5082,64.562,"6/25/2007 2:00:00 PM","12/31/2007 11:00:00 PM",1.79742191096352,1.1408627016299,0.19,5.52,2.01118125564927,0.577557611493555,0.58,3.71,-0.0113308403208308,0.578003552553881,-1.45,1.69,24.6081918218405,6.60918648475046,8.05,34.36,51.89497,51.89497,"GEOID99   "
"CRMS0156_2007","Intermediate","Mississippi River Delta",-89.16671,29.16394,2007,0,0,3.2,0,0,0,4.2666,0,0,0,13.7779,0,13.7779,99.1214,"6/27/2007 10:00:00 AM","12/31/2007 11:00:00 PM",2.27641714785971,1.73633517235008,0.19,17.16,1.73474677800735,0.581180119715538,0.18,3.4,0.0347467794259725,0.581180118888103,-1.52,1.7,24.3929542361869,6.73159814920269,8.06,34.82,51.39269,51.39269,"GEOID99   "
"CRMS0157_2007","Fresh","Mississippi River Delta",-89.22921,29.12766,2007,0,0,3.64,0,0,0,3.4834,0,0,0,12.866,0,12.866,93.2705,"6/25/2007 12:00:00 PM","12/31/2007 11:00:00 PM",1.67713311382332,1.07232796133589,0.19,4.92,2.18383973502414,0.520200236534195,1.05,3.74,0.435667340604624,0.520484005300835,-0.7,1.99,24.3110655057941,6.46733971802009,7.98,36.64,45.19406,45.15982,"GEOID99   "
"CRMS0159_2007","Intermediate","Mississippi River Delta",-89.19796,29.04056,2007,0,0,2.92,0,0,0,3.1242,0,0,0,9.1836,0,9.1836,95.9525,"6/27/2007 9:00:00 AM","12/31/2007 11:00:00 PM",2.93592716116469,2.2057575585255,0.19,18.16,NA,NA,NA,NA,NA,NA,NA,NA,24.5674594605522,6.53636205803881,8.06,33,51.40411,0,"GEOID99   "
"CRMS0161_2007","Intermediate","Mississippi River Delta",-89.16671,29.29459,2007,0,0,3.36,0,0,0,3.2645,0,0,0,11.0127,0,11.0127,98.6413,"6/26/2007 2:00:00 PM","12/31/2007 11:00:00 PM",6.4828438754039,5.26012210899807,0.27,31.72,1.40918398796087,0.623748486195445,-0.31,3.32,0.719183988871662,0.623748485675424,-1,2.63,25.0872445916349,5.90983656438404,10.53,34.23,51.621,51.621,"GEOID99   "
"CRMS0162_2007","Intermediate","Mississippi River Delta",-89.13546,29.16395,2007,0,0,2.68,0,0,0,3.9918,0,0,0,10.6206,0,10.6206,98.0002,"6/28/2007 12:00:00 PM","12/31/2007 11:00:00 PM",2.33218498514021,1.6146758950028,0.2,15.78,NA,NA,NA,NA,NA,NA,NA,NA,24.6346291225866,6.24362262873971,8.08,35.37,51.09589,0,"GEOID99   "
"CRMS0163_2007","Intermediate","Mississippi River Delta",-89.41672,29.21476,2007,0,0,3.92,0,0,0,4.8284,0,0,0,18.9151,0,18.9151,99.9998,"6/25/2007 8:00:00 AM","12/31/2007 11:00:00 PM",3.93141256953689,3.95626902052191,0.17,24.89,1.38395210847779,0.564348873559335,-0.17,3.36,0.143952109089435,0.564348872756685,-1.41,2.12,25.0153866392447,6.42108363274711,8.13,36.19,51.96347,51.96347,"GEOID99   "
"CRMS0164_2007","Saline","Barataria",-90.16994,29.19306,2007,0,0,3.46,0,0,0,0.8076,0,0,0,2.8128,0,2.8128,63.2826,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",20.7517169239917,3.35421845964232,8.09,27.51,0.972483160094155,0.516596103080799,-0.5,2.84,0.0401609773119334,0.516883288300346,-1.43,1.91,23.23146024681,6.53580545079701,4.42,35.98,85.17123,99.98859,"GEOID99   "
"CRMS0171_2007","Saline","Barataria",-89.79605,29.32377,2007,0,0.088,2.28,0,0,0.218,0.8534,0,0,0.1002,1.9521,0,2.0524,40.4547,"5/22/2007 12:00:00 PM","12/31/2007 11:00:00 PM",22.8359041357078,5.0874220957551,11.09,33.71,1.31762490115637,0.596375183425466,-0.18,3.22,0.0376249022067908,0.596375184179885,-1.46,1.94,25.7673947712637,5.53298773473307,6.78,36.36,58.58448,58.49315,"GEOID99   "
"CRMS0172_2007","Saline","Barataria",-89.73433,29.31653,2007,0,0,3.14,0,0,0,0.9632,0,0,0,3.0529,0,3.0529,68.7263,"5/15/2007 3:00:00 PM","12/31/2007 11:00:00 PM",21.9863527354331,5.11843934556553,9.89,34.76,1.3433634841934,0.572893598022576,0.15,3.19,0.17336348525063,0.572893597649242,-1.02,2.02,25.8863411028188,5.64925242366478,7.98,38.13,61.81507,61.8379,"GEOID99   "
"CRMS0173_2007","Saline","Barataria",-89.72993,29.4543,2007,0,0,3.52,0,0,0,0.7742,0,0,0,2.7196,0,2.7196,60.698,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",14.5934216390853,3.17224730074801,7.1,23.37,0.973086577443052,0.619294114307178,-0.45,3.17,0.0330865774333979,0.619294113257941,-1.39,2.23,22.4899475035109,6.31401188072347,-1.74,34.64,98.25343,98.23059,"GEOID99   "
"CRMS0174_2007","Saline","Barataria",-89.76302,29.3963,2007,0,0,2.94,0,0,0,0.6919,0,0,0,2.0488,0,2.0488,37.2414,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",17.5996156354084,4.08708004175144,7.53,27.9,1.14106868360208,0.651282611695583,-0.6,3.42,0.151068684536604,0.651282611930211,-1.59,2.43,23.1636602411478,6.57926020287469,1.33,36.81,88.20776,99.55479,"GEOID99   "
"CRMS0175_2007","Saline","Barataria",-90.13792,29.2874,2007,0,0,3.42,0,0,0,0.7042,0,0,0,2.4223,0,2.4223,49.7869,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",16.3209282856985,3.86347347223601,6.36,24.55,NA,NA,NA,NA,NA,NA,NA,NA,23.2081116542572,6.85845426170294,2.88,37.24,99.97717,0,"GEOID99   "
"CRMS0176_2007","Saline","Barataria",-89.79333,29.41078,2007,0,0,3.12,0,0,0,0.7742,0,0,0,2.408,0,2.408,49.3954,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",16.2117469809893,5.64538205805485,1.68,27.39,1.04914468372354,0.653633262948791,-1.1,3.31,-0.41085531549762,0.653633262831409,-2.56,1.85,23.3397648204665,6.39014364698872,7.16,35.71,99.97717,99.96575,"GEOID99   "
"CRMS0178_2007","Saline","Barataria",-90.04698,29.28748,2007,0,0,3.24,0,0,0,0.625,0,0,0,2.0121,0,2.0121,36.1552,"4/25/2007 11:00:00 AM","12/31/2007 11:00:00 PM",19.5463961335282,3.03656269957767,11.13,29.23,0.88070846387939,0.56665239778587,-0.83,2.79,-0.284291534857295,0.566652397967382,-1.995,1.625,25.5361084367875,5.31111453310098,10.96,34.63,68.64156,68.64156,"GEOID99   "
"CRMS0179_2007","Saline","Barataria",-89.69845,29.39623,2007,0,0,3.1,0,0,0,0.6432,0,0,0,1.9973,0,1.9973,35.4289,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",17.1069991351146,4.36260940819428,9.4,27.31,1.0371369039791,0.687049959386447,-1.19,3.21,-0.0228630947089605,0.687049960885951,-2.25,2.15,23.7586981998056,6.85112036227449,2.54,37.2,78.40182,79.46347,"GEOID99   "
"CRMS0181_2007","Saline","Barataria",-89.70033,29.33823,2007,0,0,3.6,0,0,0,1.0362,0,0,0,3.728,0,3.728,88.4162,"5/15/2007 11:00:00 AM","12/31/2007 11:00:00 PM",19.2316073949879,4.91026834078071,6.25,31.64,1.17562996067483,0.595018420557286,-0.1,3.08,0.155629961317871,0.595018420078178,-1.12,2.06,25.4318063526684,5.79827609801391,7.68,35.64,55.53653,56.08447,"GEOID99   "
"CRMS0188_2007","Intermediate","Barataria",-90.13549,29.79541,2007,0.42,0.04,3.32,0.08,2.7432,0.125,1.0811,0.0152,2.1946,0.05,3.6377,0.0122,5.8944,71.2011,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",0.844477440695093,0.457742405631267,0.18,3.06,0.910997144137533,0.494983054617207,-0.89,2.52,NA,NA,NA,NA,22.5276630498014,6.06298679668456,7.2,34.32,99.94292,99.94292,"GEOID99   "
"CRMS0189_2007","Fresh","Barataria",-90.26049,29.80993,2007,0,0,2.74,0.864,0,0,0.9923,0.231,0,0,2.6203,0.2514,2.8717,41.951,"5/24/2007 1:00:00 PM","12/31/2007 11:00:00 PM",0.729345247054145,0.220819086635992,0.22,1.72,1.31617685807615,0.287361069896725,0.89,2.45,NA,NA,NA,NA,22.3547225356438,3.89995878811093,12.74,27.39,60.67352,60.67352,"GEOID99   "
"CRMS0190_2007","Intermediate","Barataria",-90.26049,29.52686,2007,0,0,3.488,0,0,0,0.9509,0,0,0,3.3349,0,3.3349,49.0135,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",NA,NA,NA,NA,1.01435138502672,0.420188143115306,0.23,2.48,0.054200547917709,0.36516181679527,-0.59,1.41,20.506195915223,1.65572628081313,17.84,24.17,0,90.63927,"GEOID99   "
"CRMS0192_2007","Fresh","Barataria",-90.54175,29.85348,2007,0,0,3.64,0,0,0,1.1581,0,0,0,4.2338,0,4.2338,59.2052,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",0.125357057547794,0.0323602420921488,0.06,0.27,1.39127235760865,0.274747036374478,0.85,2.3,-0.00014210678436839,0.193875635226093,-0.38,0.61,18.0317757429187,5.42861790516248,7.14,25.52,95.59361,89.98859,"GEOID99   "
"CRMS0209_2007","Saline","Barataria",-89.79173,29.49057,2007,0,0,3.32,0,0,0,0.8686,0,0,0,2.8874,0,2.8874,65.3988,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",11.2364751049909,3.72815097859049,2.51,20.92,0.876443653332832,0.605096026352173,-0.79,2.82,-0.0419899016246371,0.61459009011007,-1.72,1.92,23.0354344106072,6.60125159372805,2.82,35.24,99.71461,99.47488,"GEOID99   "
"CRMS0211_2007","Fresh","Barataria",-90.47925,29.7809,2007,0,0,3.56,0,0,0,1.213,0,0,0,4.2961,0,4.2961,61.0695,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",0.256721086838376,0.0275936618258468,0.19,0.34,0.790464770743547,0.260281107887931,0.25,1.78,0.0910537727864019,0.23714142448718,-0.38,1.06,18.1418266914821,4.48281298378509,7.55,24.81,99.98859,99.96575,"GEOID99   "
"CRMS0219_2007","Fresh","Barataria",-90.32299,29.80267,2007,0,0,2.52,0,0,0,1.1214,0,0,0,2.834,0,2.834,40.887,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",0.859340028434509,0.0628477898053203,0.65,0.99,1.15938530501559,0.267269041340825,0.67,2.25,0.238066910192682,0.264486284203061,-0.3,1.34,19.8090636974656,2.6092969116581,14.78,23.98,99.97717,96.94064,"GEOID99   "
"CRMS0220_2007","Brackish","Barataria",-90.07299,29.56315,2007,0,0,3,0,0,0,0.8747,0,0,0,2.6332,0,2.6332,50.1451,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",4.63031648898351,2.7199809064171,0.54,13.48,0.917253917735712,0.516560325499865,-0.46,2.38,-0.25314357349071,0.516710050250074,-1.63,1.21,22.409032295679,6.98653295708407,0.91,37.04,91.25571,91.03881,"GEOID99   "
"CRMS0224_2007","Saline","Barataria",-89.91673,29.49782,2007,0,0,3.58,0,0,0,1.0574,0,0,0,3.7981,0,3.7981,84.9789,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",8.21682670999039,2.87723961766,1.88,15.3,1.39584380991728,0.499928795130138,0.31,3.33,0.135843809980474,0.499928795128572,-0.95,2.07,22.5361667986994,7.15395507398361,-1.17,37.37,87.02055,94.42922,"GEOID99   "
"CRMS0225_2007","Intermediate","Barataria",-90.01048,29.56315,2007,0,0,1.48,1.64,0,0,0.5974,0.0322,0,0,0.9978,0.069,1.0668,18.3713,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",4.17986766064649,2.68186089567221,0.51,12.52,0.803165138998163,0.37647741988148,-0.3,1.63,-0.126834862066621,0.376477416568887,-1.23,0.7,19.4274975784245,6.43454970089679,5.8,32.2,47.44292,4.977169,"GEOID99   "
"CRMS0226_2007","Saline","Barataria",-89.88548,29.51234,2007,0,0,3.52,0,0,0,0.9692,0,0,0,3.4166,0,3.4166,79.6227,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",7.93515897390056,3.62092100714723,1.43,18.32,0.941505628254402,0.581559735768025,-1.2,2.93,-0.526069528380503,0.581637158927072,-2.67,1.47,22.5597142062387,6.82627889378667,5.14,34.66,92.27169,92.27169,"GEOID99   "
"CRMS0232_2007","Saline","Barataria",-90.01048,29.49783,2007,0,0,3.66,0,0,0,0.949,0,0,0,3.4843,0,3.4843,80.7894,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",7.42087814171335,3.95758284743441,0.69,20.43,0.905153417933033,0.551957027774767,-0.44,2.75,-0.041230973556519,0.552245884529209,-1.39,1.8,22.9180719511222,7.10617965670522,-0.46,36.33,94.89725,94.49772,"GEOID99   "
"CRMS0237_2007","Saline","Barataria",-89.94798,29.47605,2007,0,0,3.62,0,0,0,1.1459,0,0,0,4.1508,0,4.1508,93.9623,"1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM",9.37073958961882,3.40309626676898,1.72,18.89,1.15217973399348,0.645875140220884,-0.92,3.51,0.0410891235766556,0.645983518075146,-2.03,2.4,23.4655075231563,6.4576549960037,6.15,35.12,84.12101,76.72374,"GEOID99   "
"CRMS0248_2007","Brackish","Barataria",-90.07299,29.59944,2007,0,0,2.82,0,0,0,0.902,0,0,0,2.5445,0,2.5445,52.5773,"5/14/2007 9:00:00 AM","12/31/2007 11:00:00 PM",4.1203114904643,2.44543818237537,0.73,12.77,1.16919877532357,0.438491869195532,-0.16,2.41,-0.00304105145797042,0.438766777525876,-1.33,1.24,26.2759308662181,5.70141353177526,8.47,37.19,63.40182,63.40182,"GEOID99   "
