Station_id,year,min_date,max_date,avg_salinity (ppt),std_deviation_salinity (ppt),min_salinity (ppt),max_salinity (ppt),avg_adj_water_elev_datum(ft),std_deviation_adj_water_elev_datum(ft),min_adj_water_elev_datum(ft),max_adj_water_elev_datum(ft),avg_adj_water_elev_to_marsh(ft),std_deviation_adj_water_elev_to_marsh (ft),min_adj_water_elev_to_marsh(ft),max_adj_water_elev_to_marsh(ft),avg_water_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC),percent_salinity_complete,percent_water_level_complete,GEOID
BA03C-61,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.034293218,1.037720918,0.25,6.07,0.849081981,0.490196435,-0.66,2.4,0.099081982,0.490196435,-1.41,1.65,23.51612468,5.984560873,7.72,33.26,99.97717,99.97717,GEOID12A  
BS08-09,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.900333426,0.36051199,0.36,2.4,1.147453424,0.631322435,-0.48,4.11,0.027413644,0.631304935,-1.6,2.994,22.41739604,6.492354429,6.76,34.97,81.48402,81.49544,GEOID99   
BS08-13,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,3.429170127,1.850486752,0.96,13.52,,,,,,,,,23.8234677,6.266947796,7.13,34.24,96.28996,0,GEOID99   
CRMS0002-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.392360725,1.384722738,0.56,10.15,0.745351412,0.566764821,-0.83,3.25,0.394265436,0.566754597,-1.179,2.899,22.64158458,6.920133923,4.46,37.65,99.17809,98.91552,GEOID12A  
CRMS0003-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,14.95846977,6.313836397,2.4,32.39,0.542359484,0.717318186,-2.2,2.59,-0.311666617,0.717321151,-3.055,1.735,23.32599909,6.5302853,4.44,35.34,100,76.97488,GEOID12A  
CRMS0006-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.429150125,0.660474406,0.38,3.75,0.989866529,0.496211678,0.08,3.44,0.466850901,0.496132319,-0.446,2.913,22.73495437,7.043394096,5.33,38.02,100,100,GEOID12A  
CRMS0008-H02,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.144552596,0.065789802,0,0.38,1.380817393,0.743326446,0.43,6.22,0.939890141,0.743320033,-0.015,5.774,19.87067509,4.825214313,8.37,26.27,100,100,GEOID12A  
CRMS0030-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.46964367,0.332134645,0.01,2.66,0.830598815,0.678947945,-2.14,3.44,0.169629782,0.678972065,-2.801,2.775,22.40231671,6.997110676,5.84,33.69,100,100,GEOID12A  
CRMS0033-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.552830628,0.353226781,0.04,2.12,1.084196985,0.55456317,0.04,3.42,0.561291927,0.554553983,-0.482,2.896,22.24959317,6.852999877,5.08,37.5,92.87672,93.18493,GEOID12A  
CRMS0034-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.454948961,0.354000878,0,2.04,0.97657907,0.667397174,-0.63,3.34,0.393528977,0.667406181,-1.214,2.754,22.31399742,7.053204217,4.94,38.81,97.29453,97.30594,GEOID12A  
CRMS0035-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.109368097,0.280790072,0,5.66,1.226093589,1.040581133,-1.53,7.1,0.114088466,1.040566297,-2.644,5.992,21.64475692,6.182358133,9.18,33.56,100,100,GEOID12A  
CRMS0038-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.06421234,0.030264246,0,0.26,1.27382052,0.846701133,-0.79,5.43,0.921819602,0.846665639,-1.144,5.082,22.06681603,6.387393253,5.37,36.16,99.34931,99.34931,GEOID12A  
CRMS0039-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.202763607,0.101453409,0.05,0.65,1.662441938,0.565531846,0.9,5,1.452413708,0.565535028,0.685,4.785,19.75144582,5.204489011,6.93,27.81,100,100,GEOID12A  
CRMS0046-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.058304114,0.032844306,0,0.32,1.360384749,0.866314666,-0.19,6.22,0.414333996,0.866333004,-1.132,5.274,21.68775969,5.957293703,0.43,34.55,97.67123,97.61416,GEOID12A  
CRMS0047-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.198408082,0.114715334,0,0.52,1.161067927,0.676521611,-0.25,3.51,0.249045985,0.676449048,-1.163,2.598,21.9471134,6.024713149,5.68,36.51,97.73972,97.80822,GEOID12A  
CRMS0056-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.570187299,0.164241849,0.26,0.97,1.300963111,0.398542468,0.83,3.23,0.673068192,0.398466794,0.203,2.599,19.5826571,5.512089436,7.92,27.31,99.95434,100,GEOID12A  
CRMS0058-H02,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.282043066,0.09069223,0.07,0.63,1.296295324,0.390027226,0.59,3.22,0.696243563,0.390043381,-0.008,2.617,21.77596965,5.306805631,10.89,28.54,88.00228,86.89497,GEOID12A  
CRMS0059-H02,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.107566642,0.047851422,0.01,0.36,1.52440772,0.505884975,1.06,3.68,0.948459617,0.505839727,0.482,3.1,20.83576558,5.491769413,5.21,30.68,76.65525,76.3242,GEOID12A  
CRMS0061-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.090680798,0.029269282,0,0.2,0.934009844,0.806826332,-1.75,4.6,0.564007554,0.806824879,-2.12,4.23,22.24358886,6.089158016,10,34.6,99.09818,99.72603,GEOID12A  
CRMS0063-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.112606171,0.052615972,0.01,0.25,1.362575429,0.716568115,-0.94,4.5,0.953597859,0.716569705,-1.344,4.094,21.23072755,5.579836892,7.01,31.23,100,100,GEOID12A  
CRMS0065-H02,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.07336351,0.032745218,0,0.16,1.67772403,0.612112072,1.21,4.8,1.260727724,0.61206833,0.794,4.383,20.01414377,5.459081334,6.07,28.57,90.78767,89.68037,GEOID12A  
CRMS0086-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.648297267,1.180402223,0,6.01,1.269126381,1.073065026,-1.49,7.05,0.485118669,1.073042565,-2.274,6.266,21.88194533,6.258350496,5.66,35.09,100,99.17809,GEOID12A  
CRMS0089-H02,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.136931034,0.058254019,0.03,0.32,1.514748847,0.518037063,0.78,3.98,1.481782718,0.518030989,0.748,3.948,21.64214038,4.842658901,8.89,28.4,89.38356,99.08675,GEOID12A  
CRMS0090-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,,,,,1.160695641,0.476584439,0.4,3.34,1.320706382,0.476671521,0.561,3.505,,,,,0,91.40411,GEOID12A  
CRMS0097-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.104850865,0.053248567,0,0.24,1.233788706,0.83735439,-1.87,4.83,0.621785975,0.837376383,-2.485,4.216,21.71773907,6.15828201,8.55,33.54,100,100,GEOID12A  
CRMS0103-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.129745208,0.139983041,0,1.13,1.251639889,0.831298839,-0.88,5.68,0.477644825,0.831358593,-1.653,4.903,21.30660631,6.664067068,0.47,33.16,99.46347,99.47488,GEOID12A  
CRMS0108-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,10.15843205,3.224152859,4.57,16.92,0.606193799,0.711582233,-1.43,2.87,-0.101857911,0.711552703,-2.134,2.166,23.13179522,6.522003012,4.27,35.36,99.45206,99.7831,GEOID12A  
CRMS0114-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.031001934,0.354660478,0.27,1.9,0.86699647,0.650890825,-0.81,3.94,0.164011613,0.650826847,-1.514,3.242,23.40741319,6.743693212,6.06,38.06,100,100,GEOID12A  
CRMS0115-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.114016557,0.349888145,0.27,2.32,0.811884324,0.6467709,-0.95,3.87,,,,,23.57778314,6.657274843,6.03,39.02,99.30365,99.47488,GEOID12A  
CRMS0115-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.484668565,0.374967294,0.66,2.62,0.813377102,0.646944738,-0.95,3.87,-0.093154395,0.617484302,-1.391,3.102,21.36455698,4.013813889,11.58,31.56,100,99.10959,GEOID12A  
CRMS0117-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.831038049,0.295960643,0.27,1.77,0.733573297,0.618481247,-0.59,3.81,-0.065398167,0.618458582,-1.388,3.008,23.40825948,6.731645697,1.54,38.45,99.30365,87.21461,GEOID12A  
CRMS0118-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.114004539,1.303877155,0.26,6.52,0.861866259,0.551072738,-0.46,3.63,0.348898569,0.551099455,-0.977,3.117,22.27145864,4.735274704,8.62,28.41,65.3653,71.01598,GEOID12A  
CRMS0119-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.71022818,2.688598992,0.19,17.95,0.5029597,0.681052226,-0.91,3.58,-0.349015323,0.681035762,-1.761,2.729,23.66965955,6.400096316,7.48,35.46,94.55479,94.61187,GEOID12A  
CRMS0120-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.163848898,0.689017542,0.1,4.04,1.192043656,0.28314438,0.86,2.37,-0.096922783,0.283109995,-0.428,1.08,20.64204277,6.745290607,0.84,30.91,54.39498,41.8379,GEOID12A  
CRMS0121-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.185563519,0.466470369,0.42,3.64,0.79005201,0.629698832,-0.89,3.74,0.55908368,0.629693079,-1.119,3.507,23.28742081,6.528370526,5.32,35.71,98.75571,98.76713,GEOID12A  
CRMS0125-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.098010799,0.277245946,0.33,2.19,0.940653612,0.446676943,0.1,2.7,0.252631736,0.446665918,-0.584,2.014,22.76994223,6.256823276,0,30.7,84.53196,84.53196,GEOID12A  
CRMS0128-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.719082193,0.197711728,0.24,1.42,0.860485074,0.469169912,-0.1,3.68,0.19394947,0.469034601,-0.618,2.954,20.97986088,5.349121889,0,25.95,89.30366,88.72146,GEOID12A  
CRMS0128-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,,,,,0.858367215,0.468470201,-0.1,3.68,,,,,,,,,0,89.28082,GEOID12A  
CRMS0129-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,4.180041759,3.687968758,0.12,21.83,0.480571087,0.676872033,-0.95,3.49,-0.002411231,0.676849129,-1.432,3.003,22.53305354,6.279803316,6.08,34.82,95.67352,95.54794,GEOID12A  
CRMS0131-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.858851674,0.311794655,0.4,2.17,0.865617452,0.65651891,-1.79,3.92,-0.22335327,0.656485919,-2.88,2.836,23.60658464,6.548568248,5.98,35.47,100,100,GEOID12A  
CRMS0132-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.689138559,0.321967474,0.27,2.05,0.790791932,0.663352118,-1.54,3.84,0.032793414,0.66330658,-2.294,3.083,22.5665964,6.506106297,3.75,34.84,100,100,GEOID12A  
CRMS0135-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.50279745,1.046322609,0.91,8.73,0.699849709,0.715028557,-1.99,3.44,-0.117116703,0.715026348,-2.807,2.62,23.22242173,6.584685846,6.96,34.58,100,100,GEOID12A  
CRMS0136-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.512685077,0.39002133,0.16,5.68,0.655970062,0.712263156,-2.06,3.5,-0.317047923,0.712224379,-3.035,2.527,22.9401056,6.898166266,6.71,34.82,98.379,98.379,GEOID12A  
CRMS0139-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.335423475,0.779652035,0.12,13.79,0.833834422,0.672613876,-1.31,3.35,0.39084518,0.672614051,-1.757,2.903,20.09242239,8.788217216,5.73,33.1,83.83562,83.83562,GEOID12A  
CRMS0146-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.944631636,1.193630121,1.11,8.01,0.767674873,0.607029038,-1.03,3.35,0.311725797,0.606964117,-1.482,2.896,25.37396055,5.355716233,7.11,35.29,61.05023,81.59818,GEOID12A  
CRMS0147-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,6.547787619,3.369891301,1.16,19.33,0.608678114,0.733249817,-1.68,3.14,0.065737813,0.733216739,-2.227,2.599,23.29599516,6.55497142,5.79,34.68,99.22375,99.05251,GEOID12A  
CRMS0148-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.242838592,0.224250572,0.13,6.3,0.770774134,0.646737257,-0.92,3.66,-0.27217623,0.646749803,-1.965,2.621,20.79128984,7.653698431,6.02,33.22,100,100,GEOID12A  
CRMS0153-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.423085867,4.571618009,0.13,33.58,0.476950966,0.598682211,-1.53,2.23,1.57695914,0.598680099,-0.433,3.334,21.81212469,7.322547643,5.86,32.72,99.17809,99.17809,GEOID12A  
CRMS0154-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.560454442,0.598803575,0.14,8.44,1.085514806,0.445821415,-0.36,2.47,0.449523576,0.445813557,-0.994,1.836,20.27334509,8.023781456,5.73,32.92,100,100,GEOID12A  
CRMS0156-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.605376294,0.671351363,0.13,6.43,1.01835933,0.459231342,-0.5,2.59,0.283403621,0.45921029,-1.238,1.854,20.24634409,8.032794806,5.72,31.86,100,100,GEOID12A  
CRMS0157-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.532721932,0.429769168,0.13,2.6,1.131877536,0.459348683,0.04,2.69,0.940890189,0.459397706,-0.152,2.503,21.4973123,7.404237245,7,33.7,95.15982,95.63927,GEOID12A  
CRMS0159-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.77109088,0.978617806,0.14,11.88,0.788771726,0.48546944,-0.48,2.24,0.677794239,0.485394446,-0.587,2.133,20.71891243,6.339883035,8.3,33.86,68.96118,68.96118,GEOID12A  
CRMS0161-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.53796967,2.371662229,0.18,29.86,0.735487956,0.542428545,-1.17,2.55,1.237438358,0.542404948,-0.669,3.056,25.23821409,5.370536737,10.03,33.6,63.98402,63.98402,GEOID12A  
CRMS0162-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.805955791,1.145803201,0.14,16.75,0.743079547,0.476741205,-0.54,2.41,0.999009278,0.476702556,-0.289,2.665,22.84097148,6.21072023,8.99,33.28,83.66438,83.66438,GEOID12A  
CRMS0163-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.806407657,2.274974905,0.1,29,0.608505236,0.481466089,-0.69,2.36,0.191529258,0.481448747,-1.105,1.94,20.7119433,7.764902009,5.48,33.97,100,100,GEOID12A  
CRMS0164-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,16.85653233,3.271083189,10.35,23.87,0.697996356,0.531373415,-1.14,2.37,0.326988616,0.531390814,-1.507,2.002,23.78935224,6.165343929,6.08,34.93,100,100,GEOID12A  
CRMS0171-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,16.84908812,5.933514899,2.86,33.36,0.515137602,0.546537224,-1.27,2.08,0.16412109,0.54657316,-1.618,1.725,23.49992571,6.686244871,4.58,37.61,89.13242,85.03425,GEOID12A  
CRMS0172-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,14.32029556,5.024221134,5.12,28.27,0.57330785,0.551090461,-0.98,2.18,0.45531618,0.551044092,-1.094,2.059,23.51562757,6.281074002,4.06,36.47,100,100,GEOID12A  
CRMS0173-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,10.63427188,4.671723444,4.48,23.56,0.452271496,0.579520815,-1.48,2.15,0.235290705,0.579547524,-1.7,1.932,23.10973423,6.234206642,5.66,36.15,88.42466,88.55022,GEOID12A  
CRMS0174-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,12.64181126,5.346997,4.81,28.14,0.460067665,0.579038766,-1.5,2.22,0.246031657,0.579054575,-1.715,2.005,23.64469792,6.526483016,4.61,35.78,94.47488,94.47488,GEOID12A  
CRMS0175-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,12.67129628,3.350009702,6.36,21.55,0.676250149,0.553742644,-1.53,2.19,0.352236732,0.553791599,-1.857,1.866,23.39351743,6.633943388,2.58,35.73,95.28539,95.28539,GEOID12A  
CRMS0176-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,12.20224035,5.77830001,4.66,28.97,0.578498659,0.577464435,-1.51,2.4,0.230487236,0.577443517,-1.856,2.054,23.60449819,6.195186009,6.72,34.9,97.93378,97.93378,GEOID12A  
CRMS0178-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,13.75557718,4.333784129,2.55,27.18,0.774883879,0.551074187,-1.42,2.29,-0.003138092,0.550988868,-2.198,1.515,23.33904484,6.307458082,7.83,33.38,100,100,GEOID12A  
CRMS0179-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,12.33548765,5.354667827,3.1,26.02,0.346286085,0.60907076,-1.6,2.12,0.09233303,0.609062995,-1.858,1.861,22.61848894,6.512962541,4.56,35.91,87.78539,87.78539,GEOID12A  
CRMS0181-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,12.84883634,5.317693006,2.61,27.58,0.495915702,0.675014959,-1.56,2.56,0.017916963,0.674985144,-2.041,2.081,23.41846524,6.435021052,7.1,35.66,99.66895,99.66895,GEOID12A  
CRMS0185-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.292582502,0.110136967,0.13,1.9,1.12623131,0.456157365,-0.4,2.28,1.431193872,0.456196879,-0.099,2.59,21.22617146,5.765380739,8.16,31.42,97.20319,92.38585,GEOID12A  
CRMS0188-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.360357678,0.264381815,0.28,2.08,1.009617021,0.447672948,-0.55,2.26,1.245294013,0.209534091,0.775,1.674,21.26954234,4.664585029,11.93,27.96,99.258,99.258,GEOID12A  
CRMS0188-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.248197868,0.087732828,0.72,1.41,1.01153706,0.446186077,-0.55,2.26,0.6053106,0.351837818,-0.381,1.797,20.06058859,2.232771584,14.83,23.12,100,100,GEOID12A  
CRMS0189-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.317259094,0.044919506,0.16,0.41,1.151353449,0.17083197,0.85,1.56,,,,,21.57159112,3.073005412,11.37,25.27,66.22147,66.21004,GEOID12A  
CRMS0189-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.191306921,0.05301541,0.07,0.29,1.151353449,0.17083197,0.85,1.56,0.19362056,0.251418793,-0.132,1.436,19.68782673,4.140831183,8,24.73,100,66.21004,GEOID12A  
CRMS0190-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.685307376,0.480518806,0.16,3.25,0.695944899,0.482928011,-1.24,2.17,,,,,22.83924864,6.08514429,6.81,32.14,100,100,GEOID12A  
CRMS0190-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,1.748891212,0.083584285,1.34,1.91,0.698277906,0.486847812,-1.24,2.17,0.323289865,0.288573832,-0.151,1.72,21.31820319,3.006096384,16.1,25.33,98.21918,98.17352,GEOID12A  
CRMS0192-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.067259478,0.044500486,0.03,0.49,0.978628031,0.437691816,-0.51,2.51,,,,,23.19490379,6.536164827,8.22,36.24,100,100,GEOID12A  
CRMS0192-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.031297814,0.005257839,0.02,0.05,0.978678665,0.437712716,-0.51,2.51,0.431669399,0.266334543,-0.005,1.373,18.08335041,5.377625558,6.2,25.01,100,100,GEOID12A  
CRMS0194-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,,,,,1.93321245,0.630662794,0.1,3.6,0.524247235,0.630616473,-1.306,2.193,,,,,0,100,GEOID12A  
CRMS0197-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,,,,,1.81292883,0.652087555,0,3.45,0.489957801,0.652068865,-1.326,2.13,,,,,0,100,GEOID12A  
CRMS0200-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.533327292,0.041218285,0.35,0.59,2.055309034,0.511028144,0.77,3.71,0.924250649,0.51103385,-0.359,2.578,26.04926109,0.381427487,25.16,26.78,25.18265,96.78082,GEOID12A  
CRMS0206-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.05828597,0.031935293,0.02,0.2,1.026129031,0.443361991,0.07,1.96,0.894139657,0.443276909,-0.063,1.824,23.01438171,5.380570799,10.25,32.65,89.17808,89.17808,GEOID12A  
CRMS0209-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,7.898814889,4.040355985,1.56,20.64,0.498942395,0.572947149,-1.62,2.08,-0.103067168,0.572962259,-2.222,1.476,23.48486907,6.377528666,5.19,34.24,100,100,GEOID12A  
CRMS0211-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.093084367,0.067699909,0.03,0.58,0.912383012,0.451784339,-0.7,2.21,,,,,23.15062849,6.407984186,8.93,34.34,100,100,GEOID12A  
CRMS0211-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.06989071,0.03356379,0.04,0.32,0.91237927,0.451819069,-0.7,2.21,-0.033446038,0.084516635,-0.165,0.419,18.50708221,3.915999497,9.74,25.09,100,100,GEOID12A  
CRMS0217-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.16985428,0.368709282,0,4.36,0.640039844,0.651332976,-0.75,2.25,0.999967782,0.651406098,-0.389,2.613,19.27152322,5.470901416,4.34,28.73,100,100,GEOID12A  
CRMS0218-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.05034836,0.022233107,0.01,0.17,1.182909835,0.435874486,-0.06,2.08,2.12589367,0.435857757,0.886,3.027,21.727352,5.654665767,8.09,33.69,100,100,GEOID12A  
CRMS0219-M01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,0.349024252,0.023368023,0.26,0.39,1.09617024,0.229028362,0.72,1.99,0.77448184,0.254372467,0.41,1.866,20.0911851,1.980055568,16.75,23.69,100,84.62329,GEOID12A  
CRMS0219-W01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,,,,,1.09617024,0.229028362,0.72,1.99,,,,,,,,,0,84.62329,GEOID12A  
CRMS0220-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,2.748316111,2.091879647,0.31,9.05,0.824154143,0.495736383,-0.6,2.25,0.245134563,0.495739844,-1.182,1.672,23.36213716,6.542857458,6.31,38.05,97.21461,100,GEOID12A  
CRMS0224-H01,2016,1/1/2016 12:00:00 AM,12/31/2016 11:00:00 PM,7.296768242,3.620698257,2.52,16.39,0.849014316,0.466321061,-0.05,2.5,0.176020405,0.466286467,-0.72,1.83,23.00785612,5.554872378,2.62,36.94,69.30366,69.37215,GEOID12A  
