Station_id,year,min_date,max_date,avg_salinity (ppt),std_deviation_salinity (ppt),min_salinity (ppt),max_salinity (ppt),avg_adj_water_elev_datum(ft),std_deviation_adj_water_elev_datum(ft),min_adj_water_elev_datum(ft),max_adj_water_elev_datum(ft),avg_adj_water_elev_to_marsh(ft),std_deviation_adj_water_elev_to_marsh (ft),min_adj_water_elev_to_marsh(ft),max_adj_water_elev_to_marsh(ft),avg_water_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC),percent_salinity_complete,percent_water_level_complete,GEOID
BA04-17,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,10.14411004,5.006779707,0.77,25.35,1.17286395,0.464773017,-0.53,2.61,-0.147136049,0.464773017,-1.85,1.29,23.55037459,5.983927961,2.61,34.49,99.79452,95.82191,
BA04-55,2012,1/1/2012 12:00:00 AM,12/12/2012 11:00:00 AM,12.25979146,4.656651052,1.26,21.33,1.355491387,0.543260772,-0.54,3,0.255491388,0.543260773,-1.64,1.9,21.38666471,5.233253024,6.84,31.88,58.02512,33.80137,
BA04-56,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,12.33471319,4.247282213,3.4,23.01,1.251622391,0.64404636,-1.42,8.06,-0.168377608,0.644046361,-2.84,6.64,23.58733494,5.836036998,8.68,33.1,100,100,
BS08-09,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.544045157,2.596421247,0.27,22.82,0.784258154,0.560124569,-0.52,8.79,-0.335741845,0.560124569,-1.64,7.67,23.64442213,5.982485754,4.51,35.55,90.50229,89.94292,
BS08-13,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,5.94487162,4.204028871,0.24,29.23,1.399448072,0.642726937,-0.09,7.51,0.459448072,0.642726937,-1.03,6.57,23.61652664,5.813163439,8.16,34.24,97.80822,89.14384,
CRMS0002-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,5.737927782,1.883404382,2.13,23.81,0.96713908,0.635126784,-0.56,6.01,0.525096551,0.635239854,-1,5.57,22.75380175,6.451782629,2.7,37.41,99.26941,99.31507,GEOID99   
CRMS0003-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,18.190401,5.292109453,7.77,33.1,0.899565018,0.735946287,-1.48,6.48,-0.462778159,0.73598198,-2.84,5.12,22.92547926,6.068701382,2.71,34.42,99.9201,99.72603,GEOID99   
CRMS0006-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,5.100323448,3.252103671,1.51,27.45,1.094942265,0.55446433,0.34,5.48,-0.080292672,0.554864571,-0.83,4.3,23.21039981,6.722418616,0.64,39.09,98.47032,99.85159,GEOID99   
CRMS0008-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.190619307,0.155358289,0.02,0.65,1.26145264,0.880065533,-0.67,6.45,0.361452641,0.880065535,-1.57,5.55,21.14229736,5.718914976,4.14,31.66,100,100,GEOID99   
CRMS0008-W01,2012,1/1/2012 12:00:00 AM,1/30/2012 1:00:00 PM,,,,,1.558239423,0.042620438,1.51,1.66,0.34905634,0.042646372,0.3,0.45,,,,,0,8.105022,GEOID99   
CRMS0030-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.137688324,0.82500965,0.2,5.66,1.108874171,0.584605389,-0.17,6.45,-0.021346972,0.584664551,-1.3,5.32,22.05821723,6.440906252,0.04,35.26,96.9863,96.52968,GEOID99   
CRMS0033-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.382714196,0.67720837,0.89,4.14,1.181880686,0.565255521,-0.32,6.46,0.251649337,0.565481631,-1.25,5.53,24.01215129,5.776686489,5.67,33.94,88.86987,87.83105,GEOID99   
CRMS0034-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.769627147,0.772708459,0.18,4.24,1.084637663,0.572814297,-0.26,5.86,0.10023341,0.572954073,-1.24,4.88,22.64152924,6.445984965,0.37,38.74,97.05479,93.41324,GEOID99   
CRMS0035-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.281963877,1.325926185,0.01,21.59,0.95471765,0.92961667,-1.22,9.3,-0.317336533,0.928253088,-2.49,8.03,21.83050297,5.713899172,10.23,32.35,99.86301,99.86301,GEOID99   
CRMS0038-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.232702423,0.161551926,0.01,0.84,1.275347238,0.85654707,-0.59,6.22,0.515110016,0.856612495,-1.35,5.46,22.25071552,5.718938818,1.38,35.05,99.39497,99.61187,GEOID99   
CRMS0039-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.219481954,0.142788518,0.04,0.74,1.726692477,0.536402802,1.29,5.5,0.778720254,0.536438404,0.34,4.55,20.11309121,5.199327705,5.42,28.73,100,100,GEOID99   
CRMS0046-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.196856545,0.138956271,0.01,1.09,1.121905776,0.83680534,-0.56,7.15,-0.088643466,0.837030076,-1.77,5.94,22.34085464,5.271200856,10.14,31.83,92.78539,96.43835,GEOID99   
CRMS0047-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.584424501,0.21603153,0,2.7,1.246484375,0.817647549,-0.65,6.38,0.355427938,0.817716911,-1.541,5.49,21.77858562,5.051393386,4.2,33.3,89.65753,97.89954,GEOID99   
CRMS0056-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.395269266,0.292749383,0.59,2.09,1.521773881,0.627446243,0.84,8.9,0.682718887,0.62746161,0,8.06,20.6908505,5.287530589,6.69,27.97,100,100,GEOID99   
CRMS0058-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.658062385,0.345594715,0.08,2.03,1.131349043,0.827382693,-0.78,6.46,-0.008754554,0.827434492,-1.92,5.32,22.43613387,5.918910839,8.59,33.5,100,100,GEOID99   
CRMS0059-H01,2012,1/17/2012 2:00:00 PM,12/31/2012 11:00:00 PM,0.330950464,0.203913001,0.03,0.92,1.438213848,0.794813552,-0.23,6.25,0.37821385,0.794813553,-1.29,5.19,22.91778428,5.335825397,8.41,35.4,93.56165,93.63013,GEOID99   
CRMS0059-W01,2012,1/1/2012 12:00:00 AM,3/29/2012 9:00:00 AM,,,,,1.274238563,0.271612585,1.01,2.51,0.324238566,0.271612579,0.06,1.56,,,,,0,24.21233,GEOID99   
CRMS0061-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.16022339,0.1152154,0,0.9,1.110301542,0.85672984,-0.82,6.24,0.2410498,0.85678544,-1.69,5.371,22.70800593,5.572098519,10,34.7,100,99.94292,GEOID99   
CRMS0063-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.270167732,0.179631497,0.03,0.7,1.422519475,0.833486851,-0.58,5.76,0.652475236,0.833533932,-1.35,4.99,21.08903766,5.538970357,8.6,31,82.3516,82.05479,GEOID99   
CRMS0065-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.20286763,0.13076592,0.04,0.66,1.617372403,0.874877902,-0.27,5.58,0.287372404,0.874877902,-1.6,4.25,21.82146347,5.655794187,6.92,35.32,99.52055,99.53197,GEOID99   
CRMS0086-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.703326608,1.027402743,0.01,8.07,0.856358133,0.774772854,-1.44,3.33,-0.229337957,0.773093546,-2.53,2.24,21.28340479,5.465840252,7.22,31.97,90.52512,90.52512,GEOID99   
CRMS0089-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.346888661,0.227154546,0.05,1.01,1.125808691,0.662451482,-0.76,6.25,0.59571355,0.662573999,-1.29,5.72,21.88681011,5.375451811,9.95,31.8,100,88.78996,GEOID99   
CRMS0090-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,1.645092135,0.431304505,1.05,6.03,1.424693832,0.431193852,0.83,5.81,,,,,0,99.73744,GEOID99   
CRMS0097-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.29464359,0.135391487,0.05,0.68,1.20809562,0.728981458,-0.72,5.12,0.213018433,0.729086662,-1.71,4.13,22.14461854,5.423648926,10.56,33.88,100,99.08675,GEOID99   
CRMS0103-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.677209221,0.51231004,0.01,3.33,1.346528066,0.873951883,-0.43,8.41,0.08927466,0.874028077,-1.68,7.15,21.91674853,5.794412966,3.97,33.07,98.53881,98.83562,GEOID99   
CRMS0108-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,13.01285682,3.210156884,7.46,28.21,0.819779031,0.735403854,-1.01,6.7,-0.137419726,0.735403288,-1.96,5.75,23.30191085,5.894981132,6.61,34.94,99.09818,99.1895,GEOID99   
CRMS0114-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,1.222681917,0.38185743,0.55,10.96,-0.247318082,0.381857432,-0.92,9.49,,,,,0,99.30365,GEOID99   
CRMS0115-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.348140131,1.480704,0.15,13.95,0.94671683,0.532268872,-0.01,7.35,,,,,23.94741004,6.245651787,2,38.05,93.35616,65.99315,GEOID99   
CRMS0115-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.448497771,0.856728088,0.69,3.28,0.943149973,0.530810169,-0.01,7.23,-0.099060627,0.352262681,-0.75,5.92,21.80531424,3.982620904,13.68,27.48,100,65.99315,GEOID99   
CRMS0117-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,1.356661452,0.464770017,0.61,11.81,0.067891885,0.464825666,-0.68,10.53,,,,,0,94.81735,GEOID99   
CRMS0118-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.629871647,2.388242978,0.15,22.67,1.904299032,0.547516987,1.28,8.95,0.087275553,0.547512136,-0.54,7.14,22.49811146,6.12336256,4.94,33.19,59.58904,66.11872,GEOID99   
CRMS0119-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,8.994433842,3.982800955,1.57,20.66,1.112536315,0.721442588,0.02,10.37,-0.317464969,0.721442711,-1.41,8.94,24.11716861,5.475831313,8.61,34.21,86.09589,88.80137,GEOID99   
CRMS0120-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.982879878,1.334200904,0.11,6.73,1.256612223,0.370595159,0.93,8.21,-0.560408297,0.370534053,-0.89,6.39,22.04977569,6.581562738,2.95,39.56,55.2169,51.72374,GEOID99   
CRMS0121-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.325300581,3.097606031,0.2,26.64,0.892546008,0.577581248,-0.75,4.28,-0.148421819,0.577570754,-1.79,3.24,23.40430629,5.953678192,3.7,35.9,96.65525,86.22147,GEOID99   
CRMS0125-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.443061883,0.605267104,0.38,3.8,1.352882488,0.752813229,0.55,12.35,0.164925586,0.752787668,-0.64,11.16,23.85544532,5.097134487,6,37.16,91.11872,95.879,GEOID99   
CRMS0128-H01,2012,1/1/2012 12:00:00 AM,10/15/2012 1:00:00 PM,0.273057002,0.079881559,0.1,0.6,1.298053527,0.501936537,0.68,2.91,,,,,25.14610244,5.886843776,9.3,41.5,35.25114,42.22603,GEOID99   
CRMS0128-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.709376855,0.321269891,0.3,1.44,1.297912948,0.501789789,0.68,2.91,0.266586429,0.463614455,-0.42,2.02,21.44652542,3.928626432,13.8,27.2,100,42.22603,GEOID99   
CRMS0128-W01,2012,10/19/2012 11:00:00 AM,12/31/2012 11:00:00 PM,,,,,,,,,,,,,,,,,0,0,GEOID99   
CRMS0129-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,9.234333767,4.521761095,0.88,26.33,1.086955235,0.744947432,-0.08,11.58,-0.114946508,0.744943458,-1.28,10.38,23.12247765,5.762849536,7.01,34.5,79.07534,81.09589,GEOID99   
CRMS0131-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.598217823,2.255143754,0.32,15.58,0.896367413,0.631504203,-0.45,7.69,-0.445593122,0.631467191,-1.79,6.35,23.98898864,5.856133568,8.18,35.8,98.00228,98.92694,GEOID99   
CRMS0132-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.155773552,2.373105841,0.58,18.95,1.009648482,0.705311847,-0.59,11.06,-0.109380278,0.705318774,-1.71,9.94,23.5671199,6.024769782,6.13,34.87,98.50457,100,GEOID99   
CRMS0135-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.917763532,3.714343167,0.2,14.79,0.834320542,0.567490176,-1.15,3.02,-0.055348387,0.570392523,-1.94,2.09,22.35927789,6.001941425,7.7,34.8,84.57763,82.40868,GEOID99   
CRMS0136-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,4.193762241,3.031269604,0.75,25.58,0.83485531,0.69092683,-1.44,7.81,-0.50117388,0.690907434,-2.78,6.47,23.54573331,5.94554003,8.01,34.45,100,90.7306,GEOID99   
CRMS0139-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.812029629,2.929749833,0.14,21.77,1.629014147,0.691177696,-0.25,8.17,0.240012552,0.691116278,-1.64,6.78,20.9459697,7.646582279,7.1,35.31,100,100,GEOID99   
CRMS0146-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,4.659339853,3.864696742,0.45,23.77,0.864442397,0.60354035,-1.05,5.46,-0.056585605,0.603495273,-1.98,4.53,23.06963937,6.060451903,1.91,34.52,93.379,92.94521,GEOID99   
CRMS0147-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,9.194623744,4.46557791,0.8,25.08,0.951798245,0.721750728,-1.53,5.64,0.086780853,0.721738242,-2.39,4.77,23.34476391,6.017172851,6.13,34.8,99.81735,75.47945,GEOID99   
CRMS0148-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.613236379,2.856855893,0.17,21.18,0.900203028,0.846833656,-1.04,11.87,-0.674823353,0.846808807,-2.61,10.29,22.66936881,6.345317054,5.6,33.81,99.29224,99.52055,GEOID99   
CRMS0153-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,4.700753643,4.648371234,0.15,26.49,2.360757005,0.599434525,0.67,7.26,2.193729261,0.599448244,0.5,7.1,22.41461179,6.601156022,6.86,33.84,100,81.88356,GEOID99   
CRMS0154-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.644969185,2.350091015,0.15,24.41,2.446132416,0.537064244,0.85,7.52,0.424111191,0.537082914,-1.18,5.5,21.03180782,7.375535158,8.11,32.58,92.60275,94.65753,GEOID99   
CRMS0156-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.016738388,3.323384287,0.15,29.95,2.170085381,0.533053718,0.7,7.22,0.472403233,0.532831718,-1,5.52,20.83425204,7.451384526,8.2,33.34,100,100,GEOID99   
CRMS0157-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.316820187,2.339144407,0.13,21.58,2.69693703,0.478734402,1.93,8.09,0.948862399,0.478734349,0.18,6.34,21.52431809,7.041607968,5.99,34.65,85.5137,88.10503,GEOID99   
CRMS0159-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.253161428,3.564187711,0.15,27.14,1.983815938,0.541757791,0.51,5.49,0.58381594,0.541757791,-0.89,4.09,21.25774134,7.201528533,7.82,33.36,100,99.97717,GEOID99   
CRMS0161-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,5.450480742,6.472283932,0.15,32.57,1.708509081,0.582995308,-0.06,5.5,1.014503598,0.582992429,-0.75,4.81,22.11550951,6.521345993,6.86,32.6,77.6484,99.9201,GEOID99   
CRMS0162-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,2.973385701,3.447122872,0.14,29.21,,,,,,,,,21.56289731,6.983925455,6.44,33.25,100,0,GEOID99   
CRMS0163-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,4.16154589,4.64231848,0.14,21.47,1.600790617,0.482021702,0.56,5.84,0.363831861,0.481992078,-0.67,4.6,21.40024045,7.265939306,6.29,35.86,91.05022,86.63242,GEOID99   
CRMS0164-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,21.45478652,3.409863939,11.65,27.46,1.14122737,0.535315294,-0.29,5.03,0.208892178,0.535660031,-1.22,4.1,24.00427416,5.734142709,6.53,35.53,100,100,GEOID99   
CRMS0171-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,20.46128054,6.461870479,3.51,31.2,1.348020512,0.589318986,-0.07,6.66,0.068020513,0.589318985,-1.35,5.38,23.59897574,5.900853965,2.36,35.71,100,100,GEOID99   
CRMS0172-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,19.28930167,5.944996801,5.14,30.44,1.371533324,0.573416245,0.15,6.75,0.200588235,0.573374153,-1.02,5.58,23.97562975,5.904814516,3.88,36.81,97.59132,99.16666,GEOID99   
CRMS0173-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,14.12009173,4.612512657,2.84,29.16,1.212454198,0.620021595,-0.45,7.83,0.272454199,0.620021595,-1.39,6.89,23.55148264,5.76228143,3.89,34.72,98.32192,95.95891,GEOID99   
CRMS0174-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,16.3549502,5.320592206,5.2,30.49,1.351157882,0.637952815,-0.42,8.27,0.360122062,0.637953782,-1.41,7.28,23.61685172,5.946743136,2.76,36.11,99.71461,100,GEOID99   
CRMS0175-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,16.87340692,3.790602319,4.12,25.04,1.214171719,0.552570979,-0.61,5.69,0.184089255,0.552923805,-1.64,4.66,24.19391147,6.044723491,4.72,36.12,94.121,94.13242,GEOID99   
CRMS0176-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,16.22351344,5.859692402,4.53,28.94,1.272070441,0.566421768,-0.56,3.43,-0.188743455,0.566738267,-2.02,1.97,22.54031541,5.651361536,7.51,35.16,80.70776,71.95206,GEOID99   
CRMS0178-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,18.04826287,5.556014768,1.65,31.32,0.954832034,0.574390893,-0.76,5.58,-0.208627538,0.574824052,-1.93,4.41,22.94705709,5.798125725,8.25,33.64,89.37215,89.37215,GEOID99   
CRMS0179-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,16.48343771,5.348679131,2.39,28.33,1.215259621,0.668704591,-1.08,7.81,0.151120474,0.668701663,-2.14,6.75,23.65801299,6.210261672,4.82,36.14,100,100,GEOID99   
CRMS0181-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,18.26902792,6.068045882,4.2,30.67,1.203697085,0.645294398,-0.44,7.91,0.187649598,0.645252673,-1.46,6.9,23.53206083,5.875421636,4.11,34.83,100,95.19407,GEOID99   
CRMS0185-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.361503871,0.129788551,0.11,1.33,1.465867486,0.561929063,-0.25,5.45,0.115867486,0.561929062,-1.6,4.1,21.55398907,5.138027404,9.49,32.35,100,100,GEOID99   
CRMS0188-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.174472908,0.238210231,0.66,4.76,1.216375853,0.50826042,-0.38,4.34,,,,,21.17995448,4.373372862,10.75,29.21,100,100,GEOID99   
CRMS0188-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.630905054,0.060863559,1.1,1.77,1.183723345,0.565774575,-0.34,4.34,0.350471427,0.353256514,-0.52,1.99,20.245337,1.974452626,17.39,22.99,100,41.75799,GEOID99   
CRMS0189-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.44488385,0.081922872,0.24,0.6,1.349221312,0.362193508,0.81,4.43,,,,,19.78086295,4.206593837,11.66,25.31,100,100,GEOID99   
CRMS0189-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.278680406,0.082030017,0,0.48,1.349221312,0.362193508,0.81,4.43,0.025623006,0.210115285,-0.42,1.15,20.87018899,4.457175273,11.11,29.6,100,100,GEOID99   
CRMS0190-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,1.509971538,0.968984082,0.37,6.52,1.19816826,0.5159366,-0.26,5.89,,,,,23.11363503,5.451619583,8.63,33.7,100,100,GEOID99   
CRMS0190-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,3.082113173,0.498823055,1.39,5.83,1.130448907,0.468038255,-0.26,5.89,-0.001039084,0.262427697,-0.36,2.88,20.76245132,2.825119487,6.58,26.05,100,84.68037,GEOID99   
CRMS0192-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.158963789,0.115544379,0.04,0.61,1.575013664,0.535217995,0.16,3.81,-0.033990683,0.342756741,-0.98,1.03,23.13345708,5.899464538,8.75,35.31,100,100,GEOID99   
CRMS0192-M01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.102740319,0.041632136,0.04,0.27,1.575084881,0.535330085,0.16,3.81,0.291240318,0.330145821,-0.21,2.04,19.09636219,5.534119207,6.67,28.18,100,100,GEOID99   
CRMS0194-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,3.760183315,0.613582077,2.21,5.16,0.127578618,0.613714266,-1.423,1.52,,,,,0,100,GEOID99   
CRMS0197-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,2.741745219,0.603660713,1.09,4.26,0.45965164,0.60397617,-1.19,1.98,,,,,0,100,GEOID99   
CRMS0200-W01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,,,,,2.524510563,0.536893565,0.85,3.86,-0.348022094,0.537056778,-2.02,0.99,,,,,0,96.09589,GEOID99   
CRMS0206-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,0.08433857,0.040846331,0.03,0.31,1.376165756,0.601260589,0.07,3.29,0.730285747,0.601671488,-0.578,2.64,22.2451275,5.26057609,10.7,32.2,100,100,GEOID99   
CRMS0209-H01,2012,1/1/2012 12:00:00 AM,12/31/2012 11:00:00 PM,11.46394159,4.409603265,2.91,21,1.073125445,0.607614164,-0.96,3.02,0.173125445,0.607614163,-1.86,2.12,22.1082906,5.524724034,4.09,33.11,80.13699,80.17123,GEOID99   
