"Site_id","year","min_date","max_date","avg_salinity..ppt.","std_deviation_salinity..ppt.","min_salinity..ppt.","max_salinity..ppt.","avg_adj_water_elev_datum.ft.","std_deviation_adj_water_elev_datum.ft.","min_adj_water_elev_datum.ft.","max_adj_water_elev_datum.ft.","avg_adj_water_elev_to_marsh.ft.","std_deviation_adj_water_elev_to_marsh..ft.","min_adj_water_elev_to_marsh.ft.","max_adj_water_elev_to_marsh.ft.","avg_water_temperature..C.DegC.","std_deviation_water_temperature..C.DegC.","min_temperature..C.DegC.","max_temperature..C.DegC.","percent_salinity_complete","percent_water_level_complete","GEOID"
"CRMS0056_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",1.45700105088873,0.514359009123723,0.69,2.65,1.33530441730796,0.414721775672313,0.42,4.51,0.496358575412355,0.41465063571431,-0.41,3.67,19.5671041600618,6.66399560467208,3.82,35.26,97.75114,98.43607,"GEOID99   "
"CRMS0058_2011",2011,"6/16/2011 9:00:00 AM","12/31/2011 11:00:00 PM",1.24451626354725,0.318329039431408,0.41,2,0.881506819933153,0.691409987450637,-0.58,4.59,-0.258493179302166,0.691409986915864,-1.72,3.45,23.736611420699,7.16116149921632,8.37,34.67,54.39498,54.39498,"GEOID99   "
"CRMS0059_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.16097602780449,0.470137280825981,-0.38,4.18,0.210976027558264,0.470137279950799,-1.33,3.23,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0061_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.4516907136107,0.365195421924252,0,1.9,0.833253894904825,0.702366099334178,-0.74,4.63,-0.03574610452222,0.702366099541735,-1.609,3.761,22.6768955481651,6.87667641881011,5.1,34.9,98.91552,99.6347,"GEOID99   "
"CRMS0063_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.526672824382624,0.286328058702745,0.1,1.6,1.09352907564525,0.613122933898462,-0.35,4.31,0.323529075367269,0.613122933345588,-1.12,3.54,21.1850565445433,6.5135481874505,4,31,98.94978,99.9201,"GEOID99   "
"CRMS0065_2011",2011,"6/17/2011 9:00:00 AM","12/31/2011 11:00:00 PM",0.458292528602451,0.238190829743481,0.04,1.27,1.32809413083915,0.657667253867417,-0.27,3.67,-0.00190586770215194,0.657667252057112,-1.6,2.34,23.1152173988726,6.90775803454449,7.22,36.67,54.08676,54.08676,"GEOID99   "
"CRMS0086_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",1.57536271816381,2.25159008360789,0.01,18.71,0.596356135893665,0.802142724472022,-1.47,4.63,-0.471852870310141,0.802158897552056,-2.54,3.57,21.8326344125645,6.80817591307604,0.84,34.14,99.45206,99.62328,"GEOID99   "
"CRMS0089_2011",2011,"6/17/2011 1:00:00 PM","12/31/2011 11:00:00 PM",0.809008228430443,0.235919269855995,0.33,1.45,1.00541042391463,0.675780130037526,-0.48,4.36,0.47541042387377,0.675780128867849,-1.01,3.83,22.9119307946042,6.41661354163706,8.91,32.26,54.09817,54.09817,"GEOID99   "
"CRMS0090_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.48590545865755,0.346551910972678,0.91,4.54,1.26590545870672,0.346551911224535,0.69,4.32,NA,NA,NA,NA,0,98.5274,"GEOID99   "
"CRMS0097_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.595114722604914,0.32391973993736,0.11,2.04,0.933213470501774,0.683211212262306,-0.68,4.27,-0.0617168949402392,0.683230639662612,-1.67,3.28,22.1234029699678,6.90388629420823,6.8,34.6,92.04338,100,"GEOID99   "
"CRMS0103_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.976914330919883,0.778199294627834,0.01,4.49,1.05270031382277,0.7146912547144,-0.32,5.23,-0.204249331040531,0.714774344740619,-1.58,3.97,21.7200979898087,7.25044099902729,0.11,35.76,97.40868,98.1621,"GEOID99   "
"CRMS0108_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",14.6103181323671,3.16009984620962,5.58,22.72,0.581692789648276,0.695967477095626,-1.01,4.57,-0.375330314346624,0.695952382746107,-1.97,3.61,22.7577500290041,6.95860823083511,1.83,36.32,97.60274,98.32192,"GEOID99   "
"CRMS0114_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.05764575542339,0.413537903501834,0.46,4.97,-0.412354243188629,0.413537903161041,-1.01,3.5,NA,NA,NA,NA,0,92.80822,"GEOID99   "
"CRMS0115_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.695204451382737,0.439065154464093,0.15,2.99,0.808672586479762,0.526099896775489,-0.05,5.04,NA,NA,NA,NA,23.6004816497189,7.51512963167263,0.2,40.5,94.36073,96.40411,"GEOID99   "
"CRMS0117_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.27464575084031,0.4693298759803,0.57,5.05,-0.015354249004125,0.469329879217789,-0.72,3.76,NA,NA,NA,NA,0,66.22147,"GEOID99   "
"CRMS0118_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.743600639560681,0.797843813042497,0.15,9.96,1.70953685991705,0.512503249283053,0.94,4.62,-0.108194706352368,0.512729937520634,-0.87,2.8,21.0306843516803,7.14747811107061,3.31,34.8,42.70548,48.3105,"GEOID99   "
"CRMS0119_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",9.05790147611358,4.11446146078031,0.19,17.52,0.929589021352064,0.599649794901288,0.02,4.63,-0.50041097816688,0.599649794827504,-1.41,3.2,23.7235251579059,6.39874761558632,4.9,36.49,76.70091,80.27397,"GEOID99   "
"CRMS0120_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.455008756728181,0.142731958603216,0.23,0.9,1.81129358241207,0.73478823737033,1.3,4.88,-0.00552305712650611,0.734792351400803,-0.52,3.06,23.1560242937671,3.54189136037365,13.08,34.61,6.518265,10.1484,"GEOID99   "
"CRMS0121_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",2.3621325639689,1.39229369462417,0.5,11.8,0.742924365021642,0.634152008150548,-0.95,5.09,-0.298075634059463,0.634152007596538,-1.991,4.049,22.7907979647832,7.17872217870998,0.9,38.3,99.02968,99.46347,"GEOID99   "
"CRMS0125_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",2.06985569151964,1.24502326921576,0.35,6.75,1.056490799411,0.496231513062035,0.55,5.32,-0.131482879948168,0.496155515879339,-0.64,4.13,22.4923543503197,6.91653788006395,0.01,38.08,85.43378,93.68721,"GEOID99   "
"CRMS0128_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.327410130305819,0.0888530874363953,0.1,1.3,1.12430159437928,0.498186581070788,0.54,5.09,NA,NA,NA,NA,22.7475826456114,7.45477940388843,2,43,49.8516,63.66438,"GEOID99   "
"CRMS0129_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",8.32701656217245,3.99868940232744,0.15,17.65,0.916300796302137,0.622533730556449,-0.08,4.64,-0.285772898771705,0.622497786976193,-1.28,3.43,22.6802127547825,6.65407139127516,0.01,36.61,83.41325,87.36301,"GEOID99   "
"CRMS0131_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",2.23954981614199,0.838094140538683,0.81,6.31,0.661792519221477,0.56305252720336,-0.44,4.83,-0.680225828820035,0.563006633566374,-1.79,3.48,23.5497055767599,7.14239596352698,0.67,37.3,96.35845,97.05479,"GEOID99   "
"CRMS0132_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",3.20980506978879,0.836653881380806,1.44,10.26,0.839737442725436,0.589598485678632,-0.91,5.03,-0.279230593340301,0.58959792398478,-2.03,3.91,22.9682842373031,7.25532243834839,0.67,37.84,99.55479,100,"GEOID99   "
"CRMS0135_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",3.54697749003685,2.25822224983449,0.3,13.5,0.653599666546215,0.616662127898453,-1.21,4.81,-0.276400333213651,0.616662125797832,-2.14,3.88,22.7762655592172,7.2293574415838,1.6,35.9,99.89726,95.86758,"GEOID99   "
"CRMS0136_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",3.94934553854526,1.74198525415185,1.26,16.09,0.653688721079943,0.708370341492125,-1.51,5.32,-0.682306021436838,0.708334807944227,-2.85,3.99,22.9979871939981,7.14406719012481,3.55,35.22,99.77169,99.89726,"GEOID99   "
"CRMS0139_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.78639383649445,2.16412743815748,0.14,19.89,1.59656735150479,0.730375109214525,-0.34,4.39,0.207426940161335,0.730395016320816,-1.73,3,19.4968755772499,8.09291660385663,0.34,34.24,100,100,"GEOID99   "
"CRMS0146_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",4.71944634934811,2.08750154562949,1.7,14.04,0.577614519828826,0.572680491542927,-1.06,2.56,-0.343329299759046,0.572657094065398,-1.98,1.64,23.0087857018541,7.23187974269077,0.25,37.39,100,66.03881,"GEOID99   "
"CRMS0147_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",10.2295896051834,3.54351174327505,3,20.7,0.570776968944753,0.767796906659597,-1.76,5.12,-0.294223030312271,0.767796907315154,-2.625,4.255,22.8934680151072,7.21208337028551,2.7,35.7,99.30365,73.75571,"GEOID99   "
"CRMS0148_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",5.33210968594985,3.84219434097651,0.14,17.05,0.651002788330555,0.743906303518087,-1.04,5.06,-0.924123866140086,0.743904202011388,-2.61,3.48,22.1103971607336,6.72673843231404,1.75,35.85,97.83105,98.24201,"GEOID99   "
"CRMS0153_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",2.4486563074806,3.56242690205885,0.15,26.97,1.9821545586846,0.70366508965023,-0.26,4.36,1.81505461480135,0.703681049921383,-0.42,4.19,21.3047486296846,7.27796152838454,5.12,33.98,99.90868,83.60731,"GEOID99   "
"CRMS0154_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.704121004359703,0.695692716337158,0.14,4.51,2.37519862981147,0.590388293585873,0.68,4.77,0.353240866891266,0.59036446950042,-1.34,2.75,19.2216552563454,8.27828701131484,4.13,34.62,100,100,"GEOID99   "
"CRMS0156_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.834121474546444,0.904189634225514,0.13,8.61,2.06826904900686,0.548304806082441,0.08,3.84,0.370300373450869,0.548310462181348,-1.62,2.14,19.0874015320544,8.40037391797881,4.87,33.02,99.98859,97.67123,"GEOID99   "
"CRMS0157_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.640018766948432,0.59449058518718,0.14,4.13,2.69281092253285,0.587254681912202,1.32,4.48,0.944811839569307,0.587234520171223,-0.43,2.73,19.8596249608644,7.39698656791756,4.23,33.97,91.24429,99.49772,"GEOID99   "
"CRMS0159_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.868834515546512,1.44807760504204,0.14,21.47,1.75467800718591,0.552850952522447,-0.05,3.73,0.354678008411029,0.55285095133091,-1.45,2.33,19.4542361216666,8.07878790596645,4.49,34.02,96.57534,99.97717,"GEOID99   "
"CRMS0161_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",2.52632678552125,4.38294957850714,0.14,31.33,1.43910139166716,0.592360466898371,-0.76,3.66,0.745109613373583,0.592368759359242,-1.45,2.97,20.6890157580131,7.25328378739079,4.83,33.74,99.97717,99.97717,"GEOID99   "
"CRMS0162_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.958440754979286,1.21076097872511,0.14,13.13,NA,NA,NA,NA,NA,NA,NA,NA,20.0786697176435,7.61343227346107,3.83,34.14,99.71461,0,"GEOID99   "
"CRMS0163_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.911666261794628,1.65282988040281,0.06,16.16,1.53890323317448,0.467426259150335,0.54,4.02,0.301879826044299,0.467388616444982,-0.7,2.78,20.5087747415486,7.68196481295536,2.42,34.3,93.65297,94.61187,"GEOID99   "
"CRMS0164_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",21.7359267170548,2.87262760818801,13.65,27.46,0.928395645430032,0.510897554042973,-0.62,3.86,-0.00412920026956642,0.511188517873252,-1.55,2.93,23.6104787255292,6.76804095634292,2.2,36.35,96.57534,96.48402,"GEOID99   "
"CRMS0171_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",17.1889882383614,8.52623135535469,1.01,34.25,1.18897338766292,0.574927112952402,-0.18,3.92,-0.0910289058105836,0.574927766512289,-1.46,2.64,23.3878762300612,6.81103666104747,1.46,37.1,98.04795,99.52055,"GEOID99   "
"CRMS0172_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",15.8585955568031,7.76003170142018,0.76,32.99,1.21591970808924,0.546104262095542,0.15,3.83,0.0449139735881478,0.546115660991187,-1.02,2.66,23.4162714680402,6.58876029283354,0.77,36.69,91.92922,81.60959,"GEOID99   "
"CRMS0173_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",14.5944025667429,5.54107302887143,6.07,24.98,1.13373622418385,0.696175844639453,-0.45,5.36,0.19373622546704,0.696175845733287,-1.39,4.42,23.4665894535269,6.70433276794917,1.4,36.16,96.30137,97.37443,"GEOID99   "
"CRMS0174_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",15.412243040643,6.84516869688688,4.23,29.29,1.18844725431379,0.60241039584,-0.43,4.3,0.197436462316324,0.602377203370889,-1.42,3.31,23.4186014775286,6.86327831823864,1.32,36.27,94.40639,98.36758,"GEOID99   "
"CRMS0175_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",17.2656076903419,2.57726096755867,9.13,25.71,0.930393584968841,0.543823908702513,-0.89,4.6,-0.101606414000208,0.54382391011715,-1.922,3.568,23.2315060800646,7.2337787780375,0.21,36.56,99.74886,93.9726,"GEOID99   "
"CRMS0176_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",15.7267271827977,6.17141939270183,5.94,29.74,1.11431043051962,0.658819169563666,-0.89,4.69,-0.348645815682493,0.658900760060896,-2.36,3.23,23.3189933170699,6.918733683975,4.71,35.26,99.3379,68.61872,"GEOID99   "
"CRMS0178_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",17.5052801049279,4.13041259479106,4.92,31.49,0.71888432070886,0.570650790659572,-1.24,4.04,-0.446115678810885,0.57065079145769,-2.405,2.875,23.0453751861796,6.86151566651815,3.75,35.2,99.64612,99.96575,"GEOID99   "
"CRMS0179_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",14.9236711649398,6.85834137036305,2.81,27.71,0.959374435885893,0.656137913044336,-1.17,4.12,-0.104654395609973,0.656154152018846,-2.23,3.06,23.1804216127073,7.26918001823246,1.32,36.5,99.90868,88.68722,"GEOID99   "
"CRMS0181_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",15.1761173035571,8.08860032293282,1.24,31.7,1.07119375532061,0.613051424597296,-0.52,4.03,0.0552054637629552,0.613056109789776,-1.53,3.02,23.1558479211984,6.94765188592354,0.85,36.53,98.49316,99.45206,"GEOID99   "
"CRMS0184_2011",2011,"1/1/2011 12:00:00 AM","3/31/2011 12:00:00 PM",NA,NA,NA,NA,1.90638901284264,0.077767314793539,1.74,2.34,1.15860865170482,0.0779692827437863,0.99,1.6,NA,NA,NA,NA,0,24.53196,"GEOID99   "
"CRMS0185_2011",2011,"9/13/2011 9:00:00 AM","12/31/2011 11:00:00 PM",0.431562142237789,0.110145564089738,0.24,1.2,1.17480045549801,0.385298891492177,0.06,1.96,-0.175199544118843,0.385298891486516,-1.29,0.61,18.6441315074966,4.34726038804302,10.08,26.12,30.03425,30.03425,"GEOID99   "
"CRMS0188_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",1.21524854901926,0.270851452867398,0.43,2.22,1.04000457007884,0.562620907985881,-0.66,4.21,NA,NA,NA,NA,21.3867527330379,5.11090905049152,11.14,28.68,99.89726,99.89726,"GEOID99   "
"CRMS0189_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.491437707036356,0.0568878433406751,0.33,0.59,1.1696665511837,0.336642831014395,0.69,4.11,NA,NA,NA,NA,19.7791560926543,4.80385005127582,10.48,26.25,99.96575,99.96575,"GEOID99   "
"CRMS0190_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",1.62072733467941,1.14648742878169,0.41,6.32,1.01049097907564,0.531173393366834,-0.71,4.47,NA,NA,NA,NA,22.8865190087449,6.88767261620827,5.78,33.61,99.97717,99.97717,"GEOID99   "
"CRMS0192_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.302793194416371,0.176985789573552,0.1,1.11,1.33028776938791,0.503720361564423,-0.26,3.52,NA,NA,NA,NA,22.7262966734396,7.33173784155255,4.03,35.41,99.96575,99.96575,"GEOID99   "
"CRMS0194_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,3.19830469240788,0.649603375927818,2.18,4.12,-0.43469531081484,0.649603373519562,-1.453,0.487,NA,NA,NA,NA,0,92.31735,"GEOID99   "
"CRMS0197_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,2.20426987090084,0.572278462793611,1.07,3.3,-0.0781983964154365,0.57271564275309,-1.22,1.02,NA,NA,NA,NA,0,92.63699,"GEOID99   "
"CRMS0200_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.90629679350412,0.666776988286109,0.88,2.94,-0.966035389423277,0.666563681419258,-1.99,0.07,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0206_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.144534247437041,0.0798443658808209,0.06,0.45,1.04850342365824,0.489554561153262,-0.46,2.59,0.400503424513069,0.489554561718827,-1.108,1.942,22.3468938453557,6.78020368718512,5.81,32.96,100,100,"GEOID99   "
"CRMS0209_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",14.4116944580449,4.04322193082693,4.41,23.26,0.742334707342185,0.619936224522525,-1.07,2.84,-0.157723316570392,0.619952674588941,-1.97,1.94,22.3161953415327,6.73171719299177,1.95,33.75,90.34247,74.76028,"GEOID99   "
"CRMS0211_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.42706677359092,0.268996219836641,0.13,1.46,1.28134681252852,0.514710308358777,-0.37,3.58,NA,NA,NA,NA,22.8408475518568,7.20838257309912,4.93,34.95,99.66895,99.93151,"GEOID99   "
"CRMS0217_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.0999382152931778,0.0445700966928551,0.03,0.21,1.27403082223779,0.529665843223121,0.03,2.66,0.334030822749977,0.529665842689957,-0.91,1.72,21.2219132376588,6.39664881979487,5.3,31.39,99.77169,100,"GEOID99   "
"CRMS0218_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.139643964470092,0.0651380832827958,0.03,0.33,1.48314137940777,0.440396427283981,0.41,2.96,1.0445154031011,0.44056116046611,-0.028,2.522,20.6784977607863,5.95245760472007,3.55,28.89,99.39497,99.31507,"GEOID99   "
"CRMS0219_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.561540131247579,0.0455540151064649,0.45,0.69,1.20090883598304,0.296694952605108,0.66,3.8,0.321180731202027,0.201900528725446,-0.16,2.08,19.0683833922626,2.67769719823633,15.28,24.13,99.98859,81.76941,"GEOID99   "
"CRMS0220_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",5.85142252791466,3.15174132004357,1.03,15.67,0.943764705256028,0.504881665969462,-0.17,4.24,-0.226235294486712,0.504881666175057,-1.34,3.07,23.1614915978015,7.37026766143756,0,37.91,99.82877,99.94292,"GEOID99   "
"CRMS0224_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",11.0767836710855,3.49776637286743,4.13,19.3,1.20732220364219,0.516836824307007,0.33,4.98,-0.0496023344325992,0.516824619111346,-0.93,3.72,24.041391029596,6.35670749369847,0.12,38.9,85.85616,84.10959,"GEOID99   "
"CRMS0225_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",6.4160334951831,3.18279651259547,1.55,17.4,1.12890404558811,0.538653765310731,-0.33,4.47,0.195890173207904,0.538593702718285,-1.26,3.53,23.2270549935916,6.96596589433935,0.43,36.88,97.47717,98.74429,"GEOID99   "
"CRMS0226_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",10.8556894362773,4.08712462480706,3.46,23.05,0.899985932326951,0.591377514859623,-0.66,3,-0.566977315188156,0.591442152939813,-2.13,1.53,23.0590777344881,7.05724081528375,1.47,35.01,97.77397,64.92009,"GEOID99   "
"CRMS0232_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",8.56206812095819,4.73894964427107,1.06,24.35,0.86308363088121,0.57872363114505,-0.57,4.64,-0.0827982564333593,0.578788481156518,-1.52,3.69,23.2593920374846,7.04820553610515,0.76,37.12,98.19634,86.40411,"GEOID99   "
"CRMS0234_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",0.139845582730107,0.0455786686744053,0.05,0.26,1.65883852680749,0.343538133407745,1.14,3.79,1.63175637509262,0.343625443460013,1.11,3.76,18.2837978109171,5.85755243268169,4.01,31.18,58.40183,64.47488,"GEOID99   "
"CRMS0237_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",10.8766257456,4.39254737655701,2.82,23.46,0.979850137522968,0.584591898058387,-0.57,4.72,-0.133209447021029,0.584599411228619,-1.68,3.6,23.2576912268054,6.79570117939254,0,44.48,97.63699,95.2169,"GEOID99   "
"CRMS0241_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",NA,NA,NA,NA,1.76861186452618,0.461115249080312,0.22,3.21,0.799501141795429,0.461184525531599,-0.75,2.24,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0248_2011",2011,"1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM",4.55232387242132,2.36592150965418,0.75,15.47,1.06850837643163,0.519831602813417,-0.29,4.37,-0.103467359990828,0.519825912074541,-1.46,3.2,23.3779678388296,6.34927720795059,0.75,36.21,97.70547,98.80137,"GEOID99   "
