"Site_Id","veg_year","Percent_Cover_Tree (m²)","Percent_Cover_Shrub (m²)","Percent_Cover_Herb (m²)","Percent_Cover_Carpet (m²)","Avg_Height_Tree (m)","Avg_Height_Shrub (m)","Avg_Height_Herb (m)","Avg_Height_Carpet (m)","Volume_Tree (m³)","Volume_Shrub (m³)","Volume_Herb (m³)","Volume_Carpet (m³)","Volume_Vegetation (m³)","VVI",
"CRMS0397","2016","0","0","2.26","0","0","0","0.8717","0","0","0","2.1707","0","2.1707","46.7463",
"CRMS0398","2016","0","0.16","3.42","0","0","0.3353","0.8321","0","0","0.5364","2.8372","0","3.3737","48.8668",
"CRMS0399","2016","0","0","3.12","0","0","0","0.8473","0","0","0","2.6468","0","2.6468","38.775",
"CRMS0400","2016","0","0","3.24","0","0","0","0.9266","0","0","0","2.9809","0","2.9809","46.7497",
"CRMS0409","2016","0","0","2.62","0","0","0","0.9235","0","0","0","3.4668","0","3.4668","45.868",
"CRMS0411","2016","0","0.108","2.46","0.36","0","0.392","0.92","0.025","0","0.1366","2.221","0.0166","2.3742","34.8987",
"CRMS0416","2016","0","0.252","3.14","0","0","0.4877","0.8321","0","0","0.4023","2.5334","0","2.9357","58.0943",
"CRMS0421","2016","0","0","2.3","0","0","0","0.9113","0","0","0","2.1134","0","2.1134","39.9188",
"CRMS0434","2016","0","0","3.12","0","0","0","1.3777","0","0","0","4.2823","0","4.2823","88.7868",
"CRMS0461","2016","0","0.016","2.74","0","0","0.6706","1.1308","0","0","0.0561","3.0327","0","3.0888","42.5395",
"CRMS0463","2016","0","0","3.22","0","0","0","1.2192","0","0","0","3.9258","0","3.9258","55.3226",
"CRMS0464","2016","0.34","0","3.3","0","0.7","0","0.885","0","1.19","0","2.954","0","4.144","51.5186",
"CRMS0465","2016","0.46","0","2.78","0","1.275","0","1.12","0","2.02","0","3.12","0","5.14","59.7816",
"CRMS0479","2016","0","0","3.14","0.004","0","0","0.7955","0.0061","0","0","2.6063","0.0002","2.6065","38.6945",
"CRMS0482","2016","0","0","3.06","0","0","0","0.9571","0","0","0","2.9784","0","2.9784","43.292",
"CRMS0488","2016","0","0.36","3.14","0","0","0.2865","1.1033","0","0","1.0314","3.4819","0","4.5134","56.1143",
"CRMS0489","2016","0.08","0.22","2.328","0","0.1829","0.1829","1.1399","0","0.1463","0.4023","3.14","0","3.6887","51.0133",
"CRMS0490","2016","0","0","2.76","0","0","0","0.9967","0","0","0","2.7559","0","2.7559","39.8905",
"CRMS0493","2016","0","0","3.46","0","0","0","1.1369","0","0","0","3.9147","0","3.9147","56.8356",
"CRMS0494","2016","0","0","2.62","0","0","0","1.2161","0","0","0","3.1741","0","3.1741","46.5909",
"CRMS0496","2016","0.2","0","3.14","0","1.524","0","1.1856","0","1.524","0","3.649","0","5.173","60.3362",
"CRMS0498","2016","0","0","2.98","0","0","0","0.7924","0","0","0","2.3328","0","2.3328","42.34",
"CRMS0499","2016","0","0","2.352","0.004","0","0","0.8168","0.0018","0","0","1.9204","0.0001","1.9205","31.7241",
"CRMS0501","2016","0","0","2.58","0","0","0","1.1079","0","0","0","2.9825","0","2.9825","44.6035",
"CRMS0504","2016","0","0","2.96","0","0","0","0.89","0","0","0","2.6492","0","2.6492","42.7046",
"CRMS0507","2016","0","0","2.54","0","0","0","1.2222","0","0","0","3.0351","0","3.0351","52.823",
"CRMS0508","2016","0","0","3.06","0","0","0","1.0637","0","0","0","3.1387","0","3.1387","46.0611",
"CRMS0511","2016","0","0","1.9","0","0","0","1.4021","0","0","0","2.706","0","2.706","39.5699",
"CRMS0514","2016","0","0","3.52","0","0","0","1.588","0","0","0","5.6423","0","5.6423","79.8546",
"CRMS0517","2016","0","0","3.308","0","0","0","0.7345","0","0","0","2.5305","0","2.5305","37.6347",
"CRMS0520","2016","0","0.2","3.48","0","0","0.3231","0.8229","0","0","0.3219","2.8864","0","3.2082","52.8077",
"CRMS0522","2016","0","0","2.88","0","0","0","0.7376","0","0","0","2.1213","0","2.1213","39.3799",
"CRMS0523","2016","0","0","2.94","0","0","0","0.8138","0","0","0","2.6644","0","2.6644","47.2732",
"CRMS0524","2016","0","0.16","2.44","0","0","0.1554","0.9967","0","0","0.2487","2.47","0","2.7187","48.2079",
"CRMS0527","2016","0","0","3.18","0","0","0","1.0972","0","0","0","3.499","0","3.499","59.4154",
"CRMS0529","2016","0","0","2.94","0","0","0","0.8412","0","0","0","2.7412","0","2.7412","40.215",
"CRMS0530","2016","0","0","3.02","0","0","0","0.89","0","0","0","2.7138","0","2.7138","48.7141",
"CRMS0531","2016","0","0","3.3","0","0","0","1.1155","0","0","0","3.6843","0","3.6843","63.4511",
"CRMS0532","2016","0","0","3.38","0","0","0","0.5212","0","0","0","1.8012","0","1.8012","27.5145",
"CRMS0535","2016","0","0","3.1","0","0","0","0.8625","0","0","0","2.6517","0","2.6517","41.72",
"CRMS0536","2016","0","0","2.76","0","0","0","1.2283","0","0","0","3.4222","0","3.4222","58.5796",
"CRMS0541","2016","0","0","3.02","0","0","0","1.5362","0","0","0","4.7267","0","4.7267","86.6362",
"CRMS0542","2016","0.68","1.056","2.36","0.084","0.7376","1.1064","0.893","0.0079","2.5079","1.8989","2.2926","0.001","6.7004","73.6113",
"CRMS0543","2016","0","0","3.3","0","0","0","0.6766","0","0","0","2.2445","0","2.2445","33.4642",
"CRMS0544","2016","0","0","3.56","0","0","0","1.1795","0","0","0","4.2049","0","4.2049","60.9131",
"CRMS0545","2016","0","0","3.16","0","0","0","1.4326","0","0","0","4.5829","0","4.5829","63.7642",
"CRMS0549","2016","0","0","3.48","0","0","0","0.8931","0","0","0","3.1016","0","3.1016","49.6749",
"CRMS0550","2016","0","0","3.72","0","0","0","1.146","0","0","0","4.2921","0","4.2921","61.8916",
"CRMS0551","2016","0.02","0.94","3.22","0","0.381","1.0424","1.3868","0","0.0762","2.0689","4.4871","0","6.6323","80.8557",
"CRMS0552","2016","0.04","0.08","3.12","0","0.2774","0.2438","1.9507","0","0.1109","0.1951","6.0556","0","6.3616","83.19",
"CRMS0553","2016","0","0","2.68","0.06","0","0","1.0698","0.0055","0","0","2.8589","0.0033","2.8622","42.346",
"CRMS0554","2016","0","0.02","1.58","0","0","0.2042","1.2161","0","0","0.0408","2.4079","0","2.4487","35.6584",
"CRMS0556","2016","0","0.008","2.6","0","0","0.1524","1.5971","0","0","0.0122","4.0744","0","4.0866","59.0957",
"CRMS0557","2016","0","0.02","2.14","0","0","0.067","0.9936","0","0","0.0134","2.1085","0","2.1219","32.5965",
"CRMS0560","2016","0","0.652","2.64","0","0","1.2679","0.9113","0","0","0.923","2.4377","0","3.3608","48.1178",
"CRMS0562","2016","0","0.02","2.42","0","0","0.2621","1.5362","0","0","0.0524","3.7319","0","3.7843","53.9959",
"CRMS0565","2016","0","0.16","2.68","0","0","0.388","0.99","0","0","0.1996","2.674","0","2.8736","41.6564",
"CRMS0567","2016","0","0","1.94","0","0","0","1.4813","0","0","0","2.848","0","2.848","41.6545",
"CRMS0568","2016","0","0","1.66","0","0","0","1.955","0","0","0","3.486","0","3.486","49.8315",
"CRMS0570","2016","0","0.1","2.432","0","0","0.1006","0.9936","0","0","0.1006","2.5481","0","2.6487","40.1115",
"CRMS0571","2016","0","0","1.7","0","0","0","1.5392","0","0","0","2.6999","0","2.6999","39.3854",
"CRMS0572","2016","0","0","1.76","0","0","0","1.213","0","0","0","2.1475","0","2.1475","32.1666",
"CRMS0574","2016","0","0.16","2.44","0","0","0.8412","1.2466","0","0","0.3499","3.1131","0","3.463","50.0862",
"CRMS0575","2016","0","0","2.28","0.12","0","0","1.1704","0.0207","0","0","2.6846","0.0083","2.6929","39.7831",
"CRMS0576","2016","0","0","0.36","0","0","0","0.1859","0","0","0","0.6693","0","0.6693","8.9997",
"CRMS0580","2016","0","0","2.44","0","0","0","0.947","0","0","0","2.3642","0","2.3642","35.1991",
"CRMS0581","2016","0","0","3.14","0","0","0","1.2893","0","0","0","4.0239","0","4.0239","84.094",
"CRMS0583","2016","0","0","3.06","0","0","0","0.9439","0","0","0","2.8541","0","2.8541","42.5038",
"CRMS0584","2016","0","0","2","0","0","0","1.0454","0","0","0","2.1475","0","2.1475","32.2405",
"CRMS0587","2016","0","0","2.76","0","0","0","1.2192","0","0","0","3.4752","0","3.4752","51.7286",
"CRMS0588","2016","0","0","2.66","0","0","0","0.9235","0","0","0","2.4615","0","2.4615","36.0914",
"CRMS0589","2016","0","0","3.1","0","0","0","0.6766","0","0","0","2.1127","0","2.1127","39.1551",
"CRMS0590","2016","0","0.12","1.66","0","0","0.2591","1.0211","0","0","0.3109","1.9257","0","2.2366","34.6087",
"CRMS0593","2016","0","0.08","2.74","0","0","0.3871","1.3015","0","0","0.1506","3.9964","0","4.147","56.3647",
"CRMS0595","2016","0","0.156","2.84","0","0","0.6553","1.8745","0","0","0.1954","5.668","0","5.8634","68.0402",
"CRMS0599","2016","0","0","3.3","0","0","0","0.7132","0","0","0","2.3852","0","2.3852","45.6896",
"CRMS0600","2016","0","0","3.12","0","0","0","1.1186","0","0","0","3.5099","0","3.5099","77.9886",
"CRMS0603","2016","0","0","1.8","0","0","0","1.3929","0","0","0","2.6005","0","2.6005","37.6949",
"CRMS0604","2016","0","0","1.9","0","0","0","1.4447","0","0","0","2.7717","0","2.7717","40.1445",
"CRMS0605","2016","0","0","2.08","0","0","0","0.9174","0","0","0","1.9117","0","1.9117","30.2292",
"CRMS0608","2016","0","0","1.588","0","0","0","1.2344","0","0","0","3.0943","0","3.0943","33.819",
"CRMS0609","2016","0","0","2.816","0","0","0","0.702","0","0","0","2.0357","0","2.0357","32.5876",
"CRMS0610","2016","0","0","1.68","0","0","0","0.484","0","0","0","1.114","0","1.114","23.0187",
"CRMS0614","2016","0","0","1.38","0","0","0","0.31","0","0","0","0.847","0","0.847","14.5997",
"CRMS0615","2016","0","0","2.92","0","0","0","1.011","0","0","0","3.121","0","3.121","49.9201",
"CRMS0616","2016","0","0","2.7","0","0","0","1.1978","0","0","0","3.1472","0","3.1472","47.3243",
"CRMS0618","2016","0","0","3.02","0","0","0","1.2832","0","0","0","3.9099","0","3.9099","79.325",
"CRMS0619","2016","0","0.04","2.18","0","0","0.1981","1.3228","0","0","0.0792","2.8857","0","2.965","43.5468",
"CRMS0622","2016","0","0.032","2.28","0","0","0.4846","1.1917","0","0","0.076","2.848","0","2.9239","44.1312",
"CRMS0623","2016","0","0","3.24","0","0","0","1.1643","0","0","0","3.8281","0","3.8281","65.8316",
"CRMS0624","2016","0","0","2.36","0","0","0","1.3167","0","0","0","3.207","0","3.207","44.9205",
"CRMS0626","2016","0","0.08","2.54","0","0","0.23","1.895","0","0","0.184","4.785","0","4.969","71.3861",
"CRMS0630","2016","0","0.188","2.9","0","0","0.8412","1.1735","0","0","0.2365","3.3729","0","3.6094","53.4126",
"CRMS0632","2016","0","0.04","2.42","0","0","0.2225","0.8626","0","0","0.089","2.0476","0","2.1366","35.5479",
"CRMS0633","2016","0","0","3.1","0","0","0","1.063","0","0","0","3.2874","0","3.2874","54.0845",
"CRMS0635","2016","0","0","1.72","0","0","0","0.6522","0","0","0","1.0978","0","1.0978","18.1878",
"CRMS0638","2016","0","0","1.44","0","0","0","0.767","0","0","0","1.1086","0","1.1086","18.764",
"CRMS0639","2016","0","0","2","0","0","0","0.3657","0","0","0","1.4629","0","1.4629","21.443",
"CRMS0641","2016","0","0","2.62","0.004","0","0","0.762","0.003","0","0","2.0824","0.0001","2.0825","34.3911",
"CRMS0642","2016","0","0","1.32","0","0","0","0.7754","0","0","0","0.9247","0","0.9247","17.3538",
"CRMS0644","2016","0","0","2.56","0","0","0","0.817","0","0","0","2.093","0","2.093","39.0452",
"CRMS0645","2016","0","0","2.96","0","0","0","0.4236","0","0","0","1.2849","0","1.2849","21.4994",
"CRMS0647","2016","0","0","1.42","0","0","0","0.4816","0","0","0","1.1112","0","1.1112","16.5679",
"CRMS0648","2016","0","0","3.36","0","0","0","0.7162","0","0","0","2.3974","0","2.3974","37.1836",
"CRMS0650","2016","0","0","3.38","0","0","0","1.3258","0","0","0","4.464","0","4.464","63.7194",
"CRMS0651","2016","0","0","2.94","0","0","0","0.809","0","0","0","2.479","0","2.479","41.342",
"CRMS0655","2016","0","0","2.46","0","0","0","0.3779","0","0","0","0.9734","0","0.9734","12.6088",
"CRMS0656","2016","0.012","0.46","2.68","0","0.3414","0.3475","0.7315","0","0.041","0.8943","2.0768","0","3.012","56.1156",
"CRMS0658","2016","0","0","2.48","0","0","0","0.6675","0","0","0","1.7043","0","1.7043","24.7263",
"CRMS0660","2016","0","0","2.3","0","0","0","0.4694","0","0","0","1.5343","0","1.5343","24.9595",
"CRMS0661","2016","0","0","3.46","0","0","0","0.9662","0","0","0","3.3399","0","3.3399","48.5964",
"CRMS0662","2016","0","0","2.56","0","0","0","0.8808","0","0","0","2.3109","0","2.3109","40.8621",
"CRMS0663","2016","0","0","3.3","0","0","0","0.7467","0","0","0","2.4572","0","2.4572","35.9905",
"CRMS0665","2016","0","0","2.82","0","0","0","0.7681","0","0","0","1.9342","0","1.9342","29.3519",
"CRMS0669","2016","0","0","2.92","0","0","0","0.7285","0","0","0","2.3573","0","2.3573","34.4679",
"CRMS0672","2016","0","0","1.46","0","0","0","0.4115","0","0","0","0.8034","0","0.8034","11.5645",
"CRMS0677","2016","0","0","0.96","0","0","0","0.7559","0","0","0","0.7552","0","0.7552","15.5165",
"CRMS0680","2016","0","0","3.392","0","0","0","1.012","0","0","0","3.4069","0","3.4069","72.2337",
"CRMS0682","2016","0","0","3.64","0","0","0","1.1948","0","0","0","4.3658","0","4.3658","64.1682",
"CRMS0683","2016","0","0","3","0.012","0","0","0.6279","0.0018","0","0","2.3712","0.0002","2.3715","43.7333",
"CRMS0684","2016","0","0","2.84","0","0","0","0.5425","0","0","0","1.519","0","1.519","21.1614",
"CRMS0685","2016","0","0","3.28","0","0","0","0.8869","0","0","0","2.9412","0","2.9412","65.5858",
"CRMS0687","2016","0","0","3.42","0","0","0","0.6858","0","0","0","2.3407","0","2.3407","46.8813",
"CRMS0691","2016","0","0","2.54","0","0","0","1.3533","0","0","0","3.4021","0","3.4021","49.3991",
